SAMPLE NUMBER:   10
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  II     	  III     	  RV     	  RV'		  RFA     	  RFA'		
-445.25   	-405.58   	  3.80   	   0.00		 62.54   	 -10.17		
-388.79   	-402.53   	  3.80   	   0.00		 62.50   	  40.69		
-282.29   	-349.73   	  3.80   	   0.00		 62.67   	   5.09		
-148.93   	-263.67   	  3.80   	   5.09		 62.69   	 -45.78		
-22.58   	-173.03   	  3.83   	  10.17		 62.50   	 -10.17		
 69.58   	-101.93   	  3.87   	   5.09		 62.46   	  40.69		
116.27   	-63.48   	  3.89   	   5.09		 62.62   	   5.09		
124.82   	-56.76   	  3.91   	  10.17		 62.64   	-132.25		
115.66   	-66.53   	  3.95   	  30.52		 62.12   	-295.01		
109.56   	-72.63   	  4.07   	  40.69		 60.94   	-279.75		
113.83   	-64.39   	  4.23   	  35.61		 59.82   	 -81.38		
122.38   	-46.39   	  4.37   	  20.35		 59.49   	 111.90		
125.73   	-29.60   	  4.46   	  20.35		 59.94   	 254.32		
121.77   	-20.14   	  4.54   	  71.21		 60.96   	 279.75		
114.75   	-16.48   	  4.82   	 391.66		 62.08   	-116.99		
116.58   	-12.82   	  6.39   	 549.34		 61.61   	-218.72		
123.29   	-15.26   	  8.59   	 635.81		 60.73   	-198.37		
128.78   	-21.06   	 11.13   	 615.46		 59.94   	-137.33		
131.23   	-27.16   	 13.59   	 549.34		 59.39   	 -10.17		
131.23   	-29.30   	 15.79   	 452.69		 59.35   	 122.07		
129.09   	-25.33   	 17.60   	 371.31		 59.84   	 127.16		
126.34   	-17.40   	 19.08   	 310.27		 60.35   	  55.95		
124.21   	-10.07   	 20.33   	 264.50		 60.57   	 -35.61		
124.82   	 -5.80   	 21.38   	 218.72		 60.43   	-122.07		
129.39   	 -3.36   	 22.26   	 167.85		 59.94   	-157.68		
138.24   	 -1.83   	 22.93   	 111.90		 59.31   	 -71.21		
150.76   	  0.31   	 23.38   	  71.21		 59.02   	  30.52		
165.71   	  4.27   	 23.66   	  40.69		 59.15   	  66.12		
180.66   	 10.38   	 23.82   	  40.69		 59.41   	  81.38		
194.09   	 20.45   	 23.99   	  35.61		 59.74   	  35.61		
204.16   	 34.79   	 24.13   	  35.61		 59.88   	 -35.61		
209.96   	 52.19   	 24.27   	  35.61		 59.74   	 -86.47		
212.71   	 67.75   	 24.41   	  50.86		 59.39   	-101.73		
215.15   	 76.60   	 24.62   	  61.04		 58.98   	-111.90		
220.03   	 79.35   	 24.86   	  76.30		 58.53   	 -61.04		
226.75   	 79.35   	 25.17   	  71.21		 58.29(D)	  30.52		
234.99   	 83.31   	 25.45   	  66.12		 58.41   	 137.33		
242.31   	 93.69   	 25.72   	  55.95		 58.96   	 208.54		
247.80   	110.78   	 25.94   	  45.78		 59.80   	 152.59		
251.16   	131.23   	 26.12   	  20.35		 60.41   	 218.72		
256.04   	166.93   	 26.21   	   5.09		 61.28   	 406.92		
259.09   	180.36   	 26.23(S)	 -20.35		 62.91   	 569.68		
262.15   	191.65   	 26.14   	 -30.52		 65.19   	 600.20		
264.89   	200.81   	 26.02   	 -45.78		 67.59   	 534.08		
268.55   	207.82   	 25.84   	 -55.95		 69.73   	 457.78		
275.88   	212.40   	 25.62   	 -66.12		 71.56   	 406.92		
288.39   	215.76   	 25.35   	 -71.21		 73.18   	 386.57		
304.87   	220.95   	 25.07   	 -86.47		 74.73   	 376.40		
320.13   	229.19   	 24.72   	 -86.47		 76.24   	 427.26		
327.76   	238.04   	 24.37   	 -91.56		 77.94   	 483.21		
326.54   	243.84   	 24.01   	 -91.56		 79.88   	 437.43		
320.74   	242.92   	 23.64   	 -96.64		 81.63   	 406.92		
316.47   	237.43   	 23.26   	-106.82		 83.26   	 452.69		
317.38   	231.63   	 22.83   	-111.90		 85.07   	 478.13		
321.96   	227.97   	 22.38   	 -91.56		 86.98   	 417.09		
324.71   	223.08   	 22.01   	 -61.04		 88.65   	 142.42		
321.35   	210.88   	 21.77   	 -30.52		 89.22   	  96.64		
311.89   	189.51   	 21.65   	 -15.26		 89.60   	 752.79		
299.07   	162.96   	 21.59   	  -5.09		 92.61   	1037.64		
284.73   	137.94   	 21.57   	  15.26		 96.76   	 900.30		
269.17   	119.32   	 21.63   	  25.43		100.37   	 625.63		
249.33   	102.23   	 21.73   	  15.26		102.87   	 228.89		
226.44   	 79.96   	 21.79   	   5.09		103.78   	  10.17		
203.55   	 49.44   	 21.81   	   0.00		103.82   	  15.26		
183.11   	 16.78   	 21.81   	 -10.17		103.89   	  55.95		
165.41   	 -7.93   	 21.77   	 -20.35		104.11   	 106.82		
147.09   	-19.84   	 21.69   	 -35.61		104.54   	 300.10		
124.51   	-22.58   	 21.55   	 -40.69		105.74   	 361.14		
 97.96   	-24.41   	 21.38   	 -50.86		107.18   	 213.63		
 72.33   	-32.04   	 21.18   	 -40.69		108.04   	 116.99		
 53.41   	-43.95   	 21.02   	 -50.86		108.50(S)	  -5.09		
 41.81   	-54.32   	 20.81   	 -55.95		108.48   	-162.77		
 35.10   	-60.12   	 20.59   	 -66.12		107.83   	 -40.69		
 30.82   	-61.04   	 20.33   	 -71.21		107.67   	  30.52		
 28.08   	-59.51   	 20.04   	 -66.12		107.79   	 -91.56		
 26.25   	-56.15   	 19.78   	 -76.30		107.43   	 -20.35		
 27.77   	-46.39   	 19.47   	 -86.47		107.34   	  35.61		
 33.87   	-26.55   	 19.13   	 -96.64		107.49   	  -5.09		
 43.95   	  0.00   	 18.74   	-111.90		107.47   	 -30.52		
 55.85   	 23.50   	 18.29   	-122.07		107.34   	-152.59		
 65.92   	 34.18   	 17.80   	-142.42		106.73   	-269.58		
 68.36   	 27.77   	 17.23   	-178.03		105.66   	-340.79		
 62.87   	 11.60   	 16.52   	-198.37		104.29   	-350.97		
 53.10   	 -2.75   	 15.73   	-213.63		102.89   	-178.03		
 43.95   	 -7.93   	 14.87   	-218.72		102.18   	  40.69		
 37.54   	 -3.36   	 14.00   	-228.89		102.34   	   0.00		
 32.96   	  4.88   	 13.08   	-239.06		102.34   	-137.33		
 28.99   	 11.29   	 12.13   	-254.32		101.79   	-172.94		
 24.11   	 14.04   	 11.11   	-264.50		101.10   	-183.11		
 20.14   	 14.34   	 10.05   	-264.50		100.37   	-264.50		
 17.40   	 13.73   	  8.99   	-254.32		 99.31   	-305.19		
 15.26   	 13.12   	  7.98   	-223.80		 98.09   	-188.20		
 13.43   	 10.07   	  7.08   	-203.46		 97.33   	 -30.52		
 14.04   	  3.05   	  6.27   	-188.20		 97.21   	 -40.69		
 18.01   	 -7.32   	  5.51   	-178.03		 97.05   	-157.68		
 24.11   	-17.09   	  4.80   	-157.68		 96.42   	-244.15		
 28.69   	-23.50   	  4.17   	-142.42		 95.44   	-289.93		
 28.69   	-24.41   	  3.60   	-127.16		 94.28   	-305.19		
 23.50   	-22.28   	  3.09   	-122.07		 93.06   	-218.72		
 16.48   	-17.70   	  2.60   	-116.99		 92.19   	-122.07		
  9.77   	-12.51   	  2.14   	-116.99		 91.70   	-101.73		
  2.14   	-10.07   	  1.67   	-122.07		 91.29   	-157.68		
 -7.32   	-12.51   	  1.18   	-111.90		 90.66   	-228.89		
-17.40   	-22.58   	  0.73   	 -96.64		 89.75   	-284.84		
-22.89   	-37.84   	  0.35   	 -76.30		 88.61   	-269.58		
-19.53   	-50.05   	  0.04   	 -50.86		 87.53   	-198.37		
-10.38   	-53.10   	 -0.16   	 -40.69		 86.73   	-142.42		
 -1.83   	-46.69   	 -0.33   	 -30.52		 86.16   	-122.07		
  1.22   	-35.40   	 -0.45   	 -25.43		 85.68   	-122.07		
 -0.31   	-24.11   	 -0.55   	 -15.26		 85.19   	-147.51		
 -1.83   	-15.87   	 -0.61   	   0.00		 84.60   	-152.59		
 -1.53   	-11.90   	 -0.61   	   5.09		 83.99   	-142.42		
 -2.75   	-11.60   	 -0.59   	  10.17		 83.42   	-152.59		
-10.07   	-15.26   	 -0.55   	   5.09		 82.81   	-147.51		
-23.50   	-23.19   	 -0.53   	  -5.09		 82.22   	-142.42		
-36.62   	-34.18   	 -0.55   	   0.00		 81.65   	-147.51		
-41.20   	-44.56   	 -0.55   	  -5.09		 81.06   	-147.51		
-33.57   	-52.80   	 -0.57   	  -5.09		 80.47   	-127.16		
-18.62   	-59.51   	 -0.59   	  -5.09		 79.96   	 -96.64		
 -5.80   	-65.92   	 -0.61   	 -20.35		 79.57   	-106.82		
 -1.53   	-72.63   	 -0.69   	 -40.69		 79.15   	-122.07		
 -4.88   	-78.74   	 -0.85   	 -35.61		 78.66   	-132.25		
-11.29   	-82.09   	 -1.00(D)	   5.09		 78.13   	-137.33		
-17.09   	-82.70   	 -0.98   	  20.35		 77.58   	-122.07		
-21.67   	-80.87   	 -0.90   	  25.43		 77.09   	-106.82		
-26.55   	-78.13   	 -0.79   	  20.35		 76.66   	-111.90		
-29.91   	-75.07   	 -0.71   	  20.35		 76.22   	-101.73		
-27.47   	-72.02   	 -0.63   	   5.09		 75.81   	-101.73		
-15.56   	-66.53   	 -0.61   	  -5.09		 75.40   	 -66.12		
  2.75   	-57.37   	 -0.63   	   0.00		 75.14   	 -30.52		
 20.45   	-46.08   	 -0.63   	  20.35		 75.01   	 -55.95		
 33.57   	-35.40   	 -0.55   	  35.61		 74.79   	-106.82		
 43.95   	-26.55   	 -0.41   	  50.86		 74.36   	-127.16		
 57.37   	-16.17   	 -0.20   	  71.21		 73.86   	-127.16		
 74.46   	 -1.53   	  0.08   	  61.04		 73.35   	-122.07		
 90.33   	 14.95   	  0.33   	  50.86		 72.86   	 -86.47		
 96.74   	 24.11   	  0.53   	  35.61		 72.51   	 -61.04		
 89.72   	 16.48   	  0.67   	  20.35		 72.27   	 -40.69		
 74.77   	 -6.71   	  0.75   	  10.17		 72.11   	 -40.69		
 60.42   	-31.13   	  0.79   	  10.17		 71.94   	 -61.04		
 51.88   	-42.11   	  0.83   	   0.00		 71.70   	 -86.47		
 48.52   	-35.71   	  0.83   	  -5.09		 71.35   	 -96.64		
 46.08   	-19.53   	  0.81   	  -5.09		 70.97   	 -96.64		
 39.67   	 -6.10   	  0.79   	  -5.09		 70.58   	 -91.56		
 28.99   	 -0.61   	  0.77   	 -20.35		 70.21   	 -76.30		
 15.56   	 -0.61   	  0.69   	 -20.35		 69.91   	 -61.04		
  0.92   	 -2.75   	  0.61   	 -15.26		 69.66   	 -35.61		
-12.51   	 -7.93   	  0.55   	  15.26		 69.52   	 -20.35		
-22.28   	-19.23   	  0.61   	  20.35		 69.44   	 -35.61		
-25.63   	-36.01   	  0.69   	  15.26		 69.30   	 -66.12		
-22.28   	-52.19   	  0.75   	  25.43		 69.03   	 -81.38		
-14.65   	-60.73   	  0.85   	  35.61		 68.71   	 -86.47		
 -8.24   	-61.95   	  1.00   	  45.78		 68.36   	 -81.38		
 -6.71   	-61.65   	  1.18   	  50.86		 68.04   	 -61.04		
 -9.16   	-65.00   	  1.38   	  40.69		 67.79   	 -50.86		
-12.82   	-72.33   	  1.55   	  20.35		 67.59   	 -40.69		
-15.87   	-77.51   	  1.63   	  15.26		 67.43   	 -35.61		
-19.84   	-74.77   	  1.69   	  20.35		 67.28   	 -40.69		
-26.86   	-64.39   	  1.77   	  25.43		 67.12   	 -50.86		
-35.71   	-51.57   	  1.87   	  25.43		 66.92   	 -71.21		
-40.59   	-39.06   	  1.97   	   5.09		 66.63   	 -66.12		
-33.26   	-22.89   	  1.99   	  10.17		 66.37   	 -66.12		
 -4.88   	  8.24   	  2.03   	  20.35		 66.10   	 -55.95		
 49.74   	 64.39   	  2.12   	  30.52		 65.88   	 -50.86		
127.87   	144.35   	  2.24   	  30.52		 65.68   	 -35.61		
218.51   	234.99   	  2.36   	  30.52		 65.53   	 -35.61		
309.75   	319.82   	  2.48   	  25.43		 65.39   	 -35.61		
400.09   	393.98   	  2.58   	  25.43		 65.25   	 -40.69		
506.59   	478.52   	  2.69   	  40.69		 65.09   	 -45.78		
643.62   	598.75   	  2.85   	  61.04		 64.90   	 -40.69		
844.42(R)	824.89   	  3.09(E)	  50.86		 64.74   	 -30.52		
750.73   	774.54   	  3.30   	  35.61		 64.62   	 -30.52		
487.98   	560.61   	  3.44   	  35.61		 64.50   	 -20.35		
132.45   	248.41   	  3.58   	  30.52		 64.41   	 -20.35		
-188.90   	-33.57   	  3.70   	  30.52		 64.33   	 -35.61		
-389.10   	-191.04   	  3.83   	  20.35		 64.19   	 -50.86		
-471.50   	-227.36   	  3.91   	  15.26		 63.99   	 -50.86		
-495.61   	-216.06   	  3.97   	  15.26		 63.78   	 -61.04		
-508.42   	-221.86   	  4.03   	  10.17		 63.54   	 -45.78		
-514.53   	-255.43   	  4.07   	  10.17		 63.36   	 -35.61		
-487.67   	-280.76   	  4.11   	   5.09		 63.21   	 -30.52		
-409.24   	-261.84   	  4.13   	   0.00		 63.09   	 -35.61		
-287.78   	-192.26   	  4.13   	   5.09		 62.95   	 -30.52		
-151.67   	-96.13   	  4.15   	   5.09		 62.83   	 -35.61		
-32.65   	 -3.66   	  4.17   	   5.09		 62.69   	 -35.61		
 48.22   	 65.31   	  4.19   	  10.17		 62.54   	 -30.52		
 83.62   	104.06   	  4.23   	  10.17		 62.42   	 -20.35		
 82.70   	117.49   	  4.27   	  25.43		 62.34   	 -15.26		
 67.75   	118.41   	  4.37   	  40.69		 62.28   	 -20.35		
 61.04   	119.93   	  4.54   	  40.69		 62.20   	 -25.43		
 71.11   	126.34   	  4.70   	  35.61		 62.10   	 -25.43		
 91.55   	135.19   	  4.84   	  15.26		 61.99   	 -30.52		
110.47   	141.91   	  4.90   	  20.35		 61.87   	 -25.43		
123.29   	147.71   	  4.98   	  86.47		 61.77   	 -20.35		
132.75   	154.42   	  5.33   	 432.35		 61.69   	 -40.69		
150.76   	160.22   	  7.06   	 579.86		 61.53   	 -40.69		
157.78   	151.37   	  9.38   	  N/A		 61.36   	  N/A		
