SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  AO     	  AO'		  SVC     	  SVC'		
-784.91   	-254.82   	 -2.85   	  55.95		 53.65   	 -91.56		  3.85   	  20.35		
-1208.50   	-456.85   	 -2.62   	  81.38		 53.29   	 -91.56		  3.93   	  15.26		
-1342.16   	-546.88(R)	 -2.30   	  96.64		 52.92   	-101.73		  3.99   	  15.26		
-1098.94   	-472.41   	 -1.91   	 106.82		 52.51   	 -96.64		  4.05   	   5.09		
-606.38   	-291.14   	 -1.49   	 116.99		 52.13   	-101.73		  4.07   	   5.09		
-119.02   	-112.30   	 -1.02   	 116.99		 51.72   	-101.73		  4.09   	   5.09		
158.39   	 -8.85   	 -0.55   	 122.07		 51.31   	-106.82		  4.11   	   0.00		
187.38   	 15.56   	 -0.06   	 122.07		 50.88   	-106.82		  4.11   	   0.00		
 77.51   	  0.00   	  0.43   	 116.99		 50.46   	-106.82		  4.11   	  -5.09		
-26.25   	-16.48   	  0.90   	 116.99		 50.03   	-106.82		  4.09   	 -10.17		
-49.13   	-18.31   	  1.36   	 116.99		 49.60   	-111.90		  4.05   	 -15.26		
 -8.54   	-10.68   	  1.83   	 111.90		 49.16   	-101.73		  3.99   	 -15.26		
 39.37   	 -1.83   	  2.28   	 111.90		 48.75   	-101.73		  3.93   	 -20.35		
 58.59   	  5.19   	  2.73   	 106.82		 48.34   	-101.73		  3.85   	 -20.35		
 49.13   	  8.85   	  3.15   	 101.73		 47.93   	 -91.56		  3.76   	 -20.35		
 31.13   	  8.85   	  3.56   	 106.82		 47.57   	 -96.64		  3.68   	 -20.35		
 22.28   	  7.32   	  3.99   	 111.90		 47.18   	 -81.38		  3.60   	 -20.35		
 26.55   	  7.32   	  4.44   	 111.90		 46.86   	 -81.38		  3.52   	 -20.35		
 37.84   	  9.77   	  4.88   	 157.68		 46.53   	 -81.38		  3.44   	 -20.35		
 51.27   	 14.34   	  5.51   	 167.85		 46.21   	 -71.21		  3.36   	 -20.35		
 52.80   	 17.09   	  6.19   	 193.29		 45.92   	 -71.21		  3.28   	 -20.35		
 56.76   	 22.28   	  6.96   	 213.63		 45.64   	 -66.12		  3.19   	 -20.35		
 64.70   	 30.21   	  7.81   	 233.98		 45.37   	 -61.04		  3.11   	 -10.17		
 75.38   	 39.37   	  8.75   	 259.41		 45.13   	 -55.95		  3.07   	 -15.26		
 86.98   	 48.83   	  9.79   	 284.84		 44.90   	 -50.86		  3.01   	  -5.09		
 98.88   	 57.98   	 10.93   	 310.27		 44.70   	 -35.61		  2.99   	 -10.17		
111.39   	 66.53   	 12.17   	 330.62		 44.56   	  -5.09		  2.95   	 -10.17		
124.51   	 74.16   	 13.49   	 350.97		 44.54(D)	  45.78		  2.91   	  -5.09		
137.33   	 81.48   	 14.89   	 366.22		 44.72   	 116.99		  2.89   	  -5.09		
148.32   	 89.11   	 16.36   	 381.48		 45.19   	 208.54		  2.87   	   0.00		
156.56   	 96.74   	 17.88   	 381.48		 46.02   	 305.19		  2.87   	   0.00		
161.74   	102.84   	 19.41   	 340.79		 47.24   	 269.58		  2.87   	  -5.09		
161.74   	102.84   	 20.77   	 391.66		 48.32   	 503.56		  2.85   	  10.17		
163.88   	108.03   	 22.34   	 345.88		 50.34   	 442.52		  2.89   	   0.00		
163.88   	108.03   	 23.72   	 381.48		 52.11   	 630.72		  2.89   	  10.17		
160.83   	108.03   	 25.25   	 335.71		 54.63   	 549.34		  2.93   	   0.00		
160.83   	108.03   	 26.59   	 345.88		 56.83   	 676.50		  2.93   	   5.09		
153.81   	104.37   	 27.98   	 300.10		 59.53   	 584.94		  2.95   	   5.09		
153.81   	104.37   	 29.18   	 284.84		 61.87   	 645.98		  2.97   	   5.09		
144.65   	 96.44   	 30.32   	 249.24		 64.46   	 569.68		  2.99   	   0.00		
144.65   	 96.44   	 31.31   	 213.63		 66.73   	 564.60		  2.99   	   5.09		
136.72   	 87.28   	 32.17   	 183.11		 68.99   	 493.39		  3.01   	   0.00		
136.72   	 87.28   	 32.90   	 132.25		 70.97   	 432.35		  3.01   	   5.09		
122.07   	 70.80   	 33.43   	  55.95		 72.70   	 310.27		  3.03(V)	   0.00		
 98.57   	 56.76   	 33.65   	  10.17		 73.94   	 218.72		  3.03   	  -5.09		
 91.25   	 65.31   	 33.69(S)	 -25.43		 74.81   	 127.16		  3.01   	   0.00		
 91.55   	 92.16   	 33.59   	 -66.12		 75.32   	  55.95		  3.01   	   5.09		
100.40   	134.58   	 33.33   	-101.73		 75.54(S)	 -20.35		  3.03   	   0.00		
115.97   	178.83   	 32.92   	-142.42		 75.46   	 -76.30		  3.03   	   0.00		
134.28   	210.88   	 32.35   	-233.98		 75.16   	-193.29		  3.03   	  -5.09		
169.37   	225.83   	 31.41   	-264.50		 74.38   	-233.98		  3.01   	  -5.09		
180.97   	225.52   	 30.36   	-289.93		 73.45   	-259.41		  2.99   	  -5.09		
183.72   	227.97   	 29.20   	-315.36		 72.41   	-284.84		  2.97   	  -5.09		
173.34   	223.69   	 27.93   	-340.79		 71.27   	-305.19		  2.95   	  -5.09		
149.54   	200.81   	 26.57   	-361.14		 70.05   	-320.45		  2.93   	   0.00		
118.71   	153.50   	 25.13   	-376.40		 68.77   	-325.53		  2.93   	   0.00		
 86.67   	 89.11   	 23.62   	-391.66		 67.47   	-330.62		  2.93   	   0.00		
 55.24   	 20.45   	 22.05   	-401.83		 66.14   	-320.45		  2.93   	  -5.09		
 21.97   	-41.50   	 20.45   	-412.00		 64.86   	-310.27		  2.91   	   0.00		
-14.95   	-89.11   	 18.80   	-422.18		 63.62   	-295.01		  2.91   	  -5.09		
-51.88   	-119.02   	 17.11   	-427.26		 62.44   	-269.58		  2.89   	   0.00		
-79.96   	-131.23   	 15.40   	-427.26		 61.36   	-244.15		  2.89   	   0.00		
-92.47   	-129.70   	 13.69   	-427.26		 60.39   	-218.72		  2.89   	   5.09		
-90.94   	-122.68   	 11.98   	-417.09		 59.51   	-193.29		  2.91   	   0.00		
-83.62   	-118.41   	 10.32   	-406.92		 58.74   	-162.77		  2.91   	   5.09		
-79.35   	-119.93   	  8.69   	-396.74		 58.09   	-142.42		  2.93   	  10.17		
-80.57   	-125.73   	  7.10   	-376.40		 57.52   	-122.07		  2.97   	   5.09		
-84.53   	-131.53   	  5.60   	-356.05		 57.03   	 -91.56		  2.99   	   5.09		
-87.89   	-135.50   	  4.17   	-330.62		 56.66   	 -76.30		  3.01   	  10.17		
-88.50   	-137.33   	  2.85   	-310.27		 56.36   	 -61.04		  3.05   	   5.09		
-87.59   	-137.02   	  1.61   	-279.75		 56.11   	 -50.86		  3.07   	  10.17		
-86.06   	-136.11   	  0.49   	-244.15		 55.91   	 -45.78		  3.11   	  15.26		
-83.92   	-136.11   	 -0.49   	-213.63		 55.73   	 -35.61		  3.17   	  15.26		
-77.82   	-142.82   	 -1.34   	-178.03		 55.58   	 -40.69		  3.23   	  15.26		
-60.42   	-163.27   	 -2.05   	-122.07		 55.42   	 -50.86		  3.30   	  20.35		
 35.71   	-218.81   	 -2.54   	 -91.56		 55.22   	 -50.86		  3.38   	  15.26		
120.54   	-200.50   	 -2.91   	 -50.86		 55.02   	 -55.95		  3.44   	  20.35		
203.25   	-124.21   	 -3.11   	 -25.43		 54.79   	 -61.04		  3.52   	  15.26		
209.96   	-26.55   	 -3.21   	 -25.43		 54.55   	 -50.86		  3.58   	  15.26		
209.96   	-26.55   	 -3.32(D)	  30.52		 54.34   	 -76.30		  3.64   	  20.35		
-325.01   	-76.29   	 -3.19   	  25.43		 54.04   	 -66.12		  3.72   	  15.26		
-325.01   	-76.29   	 -3.09   	  76.30		 53.77   	 -91.56		  3.78   	  20.35		
-1229.25   	-461.12(R)	 -2.79   	  66.12		 53.41   	 -81.38		  3.87   	  15.26		
-1229.25   	-461.12   	 -2.52   	 111.90		 53.08   	-101.73		  3.93   	  10.17		
-1072.69   	-456.54   	 -2.08   	 101.73		 52.68   	 -91.56		  3.97   	   5.09		
-1072.69   	-456.54   	 -1.67   	 127.16		 52.31   	-111.90		  3.99   	   5.09		
-93.99   	-101.01   	 -1.16   	 111.90		 51.86   	-101.73		  4.01   	   0.00		
-93.99   	-101.01   	 -0.71   	 132.25		 51.45   	-116.99		  4.01   	   0.00		
183.41   	 15.87   	 -0.18   	 116.99		 50.99   	-101.73		  4.01   	   0.00		
183.41   	 15.87   	  0.28   	 127.16		 50.58   	-111.90		  4.01   	  -5.09		
-29.91   	-18.92   	  0.79   	 122.07		 50.13   	-111.90		  3.99   	  -5.09		
-48.22   	-20.75   	  1.28   	 116.99		 49.68   	-106.82		  3.97   	 -15.26		
 -6.41   	-13.12   	  1.75   	 111.90		 49.26   	-106.82		  3.91   	 -15.26		
 39.37   	 -4.58   	  2.20   	 111.90		 48.83   	 -96.64		  3.85   	 -15.26		
 54.63   	  0.00   	  2.64   	 101.73		 48.44   	-101.73		  3.78   	 -20.35		
 41.81   	 -0.31   	  3.05   	 106.82		 48.04   	 -96.64		  3.70   	 -15.26		
 22.89   	 -3.36   	  3.48   	 106.82		 47.65   	 -96.64		  3.64   	 -20.35		
 14.65   	 -4.27   	  3.91   	 101.73		 47.26   	 -91.56		  3.56   	 -20.35		
 21.36   	  0.61   	  4.31   	 111.90		 46.90   	 -86.47		  3.48   	 -20.35		
 35.10   	  9.16   	  4.76   	 147.51		 46.55   	 -86.47		  3.40   	 -25.43		
 50.05   	 21.36   	  5.35   	 162.77		 46.21   	 -76.30		  3.30   	 -25.43		
 50.96   	 25.33   	  6.00   	 188.20		 45.90   	 -76.30		  3.19   	 -30.52		
 54.02   	 32.65   	  6.75   	 203.46		 45.59   	 -71.21		  3.07   	 -25.43		
 61.34   	 42.72   	  7.57   	 228.89		 45.31   	 -66.12		  2.97   	 -20.35		
 71.72   	 52.49   	  8.48   	 249.24		 45.05   	 -71.21		  2.89   	 -20.35		
 83.62   	 60.42   	  9.48   	 269.58		 44.76   	 -61.04		  2.81   	 -15.26		
 95.52   	 66.22   	 10.56   	 300.10		 44.52   	 -45.78		  2.75   	 -15.26		
107.12   	 71.72   	 11.76   	 315.36		 44.33   	 -15.26		  2.69   	 -15.26		
118.71   	 78.43   	 13.02   	 340.79		 44.27(D)	  35.61		  2.62   	 -10.17		
130.00   	 86.67   	 14.38   	 356.05		 44.41   	 116.99		  2.58   	  -5.09		
140.08   	 95.21   	 15.81   	 366.22		 44.88   	 213.63		  2.56   	 -10.17		
148.32   	102.54   	 17.27   	 371.31		 45.74   	 315.36		  2.52   	  -5.09		
153.50   	108.34   	 18.76   	 376.40		 47.00   	 412.00		  2.50   	  -5.09		
156.25   	112.30   	 20.26   	 376.40		 48.65   	 488.30		  2.48   	  -5.09		
156.25   	113.83   	 21.77   	 371.31		 50.60   	 549.34		  2.46   	   0.00		
154.72   	113.53   	 23.26   	 356.05		 52.80   	 595.11		  2.46   	  -5.09		
152.28   	112.30   	 24.68   	 340.79		 55.18   	 610.37		  2.44   	  -5.09		
148.93   	111.08   	 26.04   	 320.45		 57.62   	 625.63		  2.42   	  -5.09		
145.26   	110.47   	 27.32   	 295.01		 60.12   	 620.55		  2.40   	  -5.09		
141.30   	110.47   	 28.50   	 269.58		 62.60   	 605.29		  2.38   	  -5.09		
137.33   	109.86   	 29.58   	 228.89		 65.03   	 574.77		  2.36   	   0.00		
133.06   	107.42   	 30.50   	 198.37		 67.32   	 534.08		  2.36   	   0.00		
127.56   	101.01   	 31.29   	 152.59		 69.46   	 478.13		  2.36   	   0.00		
120.24   	 90.94   	 31.90   	 116.99		 71.37   	 401.83		  2.36   	   5.09		
110.47   	 78.13   	 32.37   	  45.78		 72.98   	 279.75		  2.38(V)	  -5.09		
 86.98   	 57.98   	 32.55(S)	   0.00		 74.10   	 188.20		  2.36   	   0.00		
 79.04   	 64.09   	 32.55   	   0.00		 74.85   	 162.77		  2.36   	  -5.09		
 79.04   	 64.09   	 32.55   	 -81.38		 75.50   	  20.35		  2.34   	   0.00		
 84.23   	130.00   	 32.23   	 -71.21		 75.58   	  20.35		  2.34   	   0.00		
 84.23   	130.00   	 31.94   	-157.68		 75.67(S)	-111.90		  2.34   	   0.00		
112.92   	210.57   	 31.31   	-249.24		 75.22   	-208.54		  2.34   	   0.00		
147.09   	231.63   	 30.32   	-218.72		 74.38   	-183.11		  2.34   	   0.00		
147.09   	231.63   	 29.44   	-305.19		 73.65   	-279.75		  2.34   	   0.00		
166.32   	234.07   	 28.22   	-274.67		 72.53   	-249.24		  2.34   	  -5.09		
166.32   	234.07   	 27.12   	-356.05		 71.54   	-325.53		  2.32   	   0.00		
137.63   	212.40   	 25.70   	-315.36		 70.23   	-289.93		  2.32   	   0.00		
137.63   	212.40   	 24.44   	-396.74		 69.07   	-356.05		  2.32   	   0.00		
 75.38   	111.08   	 22.85   	-412.00		 67.65   	-356.05		  2.32   	   5.09		
 43.64   	 44.25   	 21.20   	-417.09		 66.23   	-340.79		  2.34   	   0.00		
 10.99   	-19.53   	 19.53   	-427.26		 64.86   	-325.53		  2.34   	   5.09		
-25.02   	-72.02   	 17.82   	-432.35		 63.56   	-305.19		  2.36   	   0.00		
-61.04   	-107.12   	 16.09   	-432.35		 62.34   	-274.67		  2.36   	   5.09		
-88.81   	-122.38   	 14.36   	-432.35		 61.24   	-249.24		  2.38   	   5.09		
-101.01   	-119.93   	 12.63   	-427.26		 60.24   	-218.72		  2.40   	   5.09		
-98.57   	-109.86   	 10.93   	-422.18		 59.37   	-198.37		  2.42   	  10.17		
-90.33   	-103.15   	  9.24   	-401.83		 58.58   	-178.03		  2.46   	  10.17		
-85.14   	-104.98   	  7.63   	-391.66		 57.86   	-147.51		  2.50   	   5.09		
-86.67   	-112.92   	  6.06   	-366.22		 57.27   	-132.25		  2.52   	  10.17		
-92.16   	-121.15   	  4.60   	-345.88		 56.74   	-106.82		  2.56   	  10.17		
-96.74   	-126.04   	  3.21   	-320.45		 56.32   	 -81.38		  2.60   	  15.26		
-97.66   	-127.56   	  1.93   	-295.01		 55.99   	 -66.12		  2.67   	  10.17		
-95.52   	-128.17   	  0.75   	-259.41		 55.73   	 -50.86		  2.71   	  20.35		
-93.38   	-128.78   	 -0.28   	-233.98		 55.52   	 -40.69		  2.79   	  20.35		
-91.86   	-130.62   	 -1.22   	-193.29		 55.36   	 -40.69		  2.87   	  20.35		
-87.59   	-137.33   	 -1.99   	-157.68		 55.20   	 -35.61		  2.95   	  25.43		
-73.85   	-155.03   	 -2.62   	-101.73		 55.06   	 -45.78		  3.05   	  25.43		
 15.87   	-210.88   	 -3.03   	 -66.12		 54.87   	 -55.95		  3.15   	  25.43		
 99.49   	-201.11   	 -3.30   	 -30.52		 54.65   	 -61.04		  3.26   	  30.52		
190.43   	-133.06   	 -3.42   	  -5.09		 54.40   	 -55.95		  3.38   	  25.43		
225.83   	-33.26   	 -3.44(D)	  20.35		 54.18   	 -66.12		  3.48   	  20.35		
112.92   	 16.48   	 -3.36   	  40.69		 53.92   	 -71.21		  3.56   	  25.43		
-205.08   	-59.20   	 -3.19   	  71.21		 53.63   	 -71.21		  3.66   	  25.43		
-675.96   	-256.96   	 -2.91   	  91.56		 53.35   	 -81.38		  3.76   	  25.43		
-1120.30   	-480.04   	 -2.54   	 106.82		 53.02   	 -86.47		  3.87   	  20.35		
-1317.44   	-596.31(R)	 -2.12   	 122.07		 52.68   	 -96.64		  3.95   	  15.26		
-1150.51   	-536.19   	 -1.63   	 132.25		 52.29   	-101.73		  4.01   	  15.26		
-705.26   	-348.82   	 -1.10   	 137.33		 51.88   	-101.73		  4.07   	  10.17		
-215.45   	-150.45   	 -0.55   	 137.33		 51.47   	-106.82		  4.11   	  10.17		
101.62   	-28.99   	  0.00   	 142.42		 51.05   	-101.73		  4.15   	  10.17		
175.17   	  3.66   	  0.57   	 137.33		 50.64   	 -96.64		  4.19   	   5.09		
 87.59   	-11.90   	  1.12   	 137.33		 50.25   	 -96.64		  4.21   	  10.17		
-20.14   	-29.91   	  1.67   	 137.33		 49.87   	 -86.47		  4.25   	   5.09		
-58.90   	-31.74   	  2.22   	 132.25		 49.52   	 -91.56		  4.27   	   0.00		
-28.99   	-21.97   	  2.75   	 122.07		 49.16   	 -81.38		  4.27   	  -5.09		
 19.53   	-11.60   	  3.23   	 111.90		 48.83   	 -76.30		  4.25   	   0.00		
 19.53   	-11.60   	  3.68   	 116.99		 48.52   	 -86.47		  4.25   	 -10.17		
 42.11   	  0.92   	  4.15   	 101.73		 48.18   	 -76.30		  4.21   	  -5.09		
 42.11   	  0.92   	  4.56   	 122.07		 47.87   	 -91.56		  4.19   	  -5.09		
 15.26   	  3.97   	  5.05   	 106.82		 47.51   	 -71.21		  4.17   	 -10.17		
 15.26   	  3.97   	  5.47   	 137.33		 47.22   	 -81.38		  4.13   	 -10.17		
 26.86   	 10.68   	  6.02   	 178.03		 46.90   	 -71.21		  4.09   	 -10.17		
 42.72   	 19.53   	  6.73   	 162.77		 46.61   	 -66.12		  4.05   	 -10.17		
 42.72   	 19.53   	  7.39   	 223.80		 46.35   	 -55.95		  4.01   	 -10.17		
 48.22   	 26.86   	  8.28   	 198.37		 46.12   	 -50.86		  3.97   	 -15.26		
 48.22   	 26.86   	  9.07   	 279.75		 45.92   	 -55.95		  3.91   	  -5.09		
 62.56   	 40.59   	 10.19   	 305.19		 45.70   	 -50.86		  3.89   	  -5.09		
 72.94   	 48.83   	 11.41   	 330.62		 45.49   	 -50.86		  3.87   	   0.00		
 83.92   	 57.07   	 12.74   	 356.05		 45.29   	 -35.61		  3.87   	  -5.09		
 95.52   	 65.31   	 14.16   	 376.40		 45.15(D)	   5.09		  3.85   	   0.00		
106.81   	 73.24   	 15.67   	 401.83		 45.17   	  55.95		  3.85   	   0.00		
117.80   	 80.26   	 17.27   	 417.09		 45.39   	 142.42		  3.85   	   0.00		
127.56   	 86.36   	 18.94   	 432.35		 45.96   	 239.06		  3.85   	   0.00		
135.50   	 91.86   	 20.67   	 437.43		 46.92   	 345.88		  3.85   	   0.00		
140.69   	 96.13   	 22.42   	 437.43		 48.30   	 447.61		  3.85   	   5.09		
143.13   	 98.88   	 24.17   	 442.52		 50.09   	 528.99		  3.87   	   0.00		
143.13   	 99.79   	 25.94   	 432.35		 52.21   	 584.94		  3.87   	   5.09		
140.99   	 99.79   	 27.67   	 417.09		 54.55   	 625.63		  3.89   	   5.09		
136.41   	 99.18   	 29.34   	 396.74		 57.05   	 640.89		  3.91   	   5.09		
130.92   	 98.88   	 30.93   	 376.40		 59.61   	 640.89		  3.93   	   5.09		
125.12   	 99.49   	 32.43   	 340.79		 62.18   	 630.72		  3.95   	   0.00		
120.54   	100.40   	 33.79   	 315.36		 64.70   	 620.55		  3.95   	   5.09		
117.49   	100.40   	 35.06   	 274.67		 67.18   	 579.86		  3.97   	   0.00		
115.66   	 99.18   	 36.15   	 239.06		 69.50   	 544.25		  3.97   	   5.09		
112.61   	 95.52   	 37.11   	 193.29		 71.68   	 478.13		  3.99   	   0.00		
107.73   	 89.42   	 37.88   	 147.51		 73.59   	 396.74		  3.99   	   5.09		
 99.18   	 80.87   	 38.47   	  76.30		 75.18   	 264.50		  4.01(V)	  -5.09		
 76.90   	 62.26   	 38.78   	  25.43		 76.24   	 172.94		  3.99   	   0.00		
 68.36   	 62.87   	 38.88(S)	 -15.26		 76.93   	  86.47		  3.99   	  -5.09		
 66.22   	 81.48   	 38.82   	 -55.95		 77.27   	  15.26		  3.97   	   0.00		
 72.63   	120.24   	 38.60   	 -96.64		 77.33(S)	 -55.95		  3.97   	  -5.09		
 86.06   	169.98   	 38.21   	-137.33		 77.11   	-106.82		  3.95   	  -5.09		
103.15   	214.23   	 37.66   	-228.89		 76.68   	-213.63		  3.93   	  -5.09		
136.72   	246.28   	 36.74   	-259.41		 75.83   	-239.06		  3.91   	  -5.09		
148.62   	242.92   	 35.71   	-289.93		 74.87   	-269.58		  3.89   	  -5.09		
153.81   	238.65   	 34.55   	-315.36		 73.79   	-289.93		  3.87   	  -5.09		
147.40   	230.71   	 33.29   	-340.79		 72.63   	-305.19		  3.85   	  -5.09		
128.48   	209.35   	 31.92   	-361.14		 71.41   	-325.53		  3.83   	   0.00		
101.01   	167.85   	 30.48   	-381.48		 70.11   	-330.62		  3.83   	   0.00		
 71.72   	109.86   	 28.95   	-401.83		 68.79   	-335.71		  3.83   	  -5.09		
 44.56   	 46.39   	 27.34   	-417.09		 67.45   	-335.71		  3.80   	   0.00		
 17.40   	-12.21   	 25.68   	-432.35		 66.10   	-315.36		  3.80   	   0.00		
-13.12   	-60.42   	 23.95   	-376.40		 64.84   	-274.67		  3.80   	   0.00		
-13.12   	-60.42   	 22.44   	-467.95		 63.74   	-264.50		  3.80   	  -5.09		
-75.07   	-112.92   	 20.57   	-406.92		 62.69   	-228.89		  3.78   	  -5.09		
-75.07   	-112.92   	 18.94   	-483.21		 61.77   	-208.54		  3.76   	   0.00		
-92.47   	-111.08   	 17.01   	-422.18		 60.94   	-188.20		  3.76   	   5.09		
-92.47   	-111.08   	 15.32   	-473.04		 60.18   	-183.11		  3.78   	   5.09		
-79.04   	-103.45   	 13.43   	-412.00		 59.45   	-157.68		  3.80   	   5.09		
-79.04   	-103.45   	 11.78   	-452.69		 58.82   	-147.51		  3.83   	  10.17		
-80.26   	-110.78   	  9.97   	-391.66		 58.23   	-132.25		  3.87   	  10.17		
-80.26   	-110.78   	  8.40   	-412.00		 57.70   	-101.73		  3.91   	  10.17		
-82.40   	-115.05   	  6.75   	-356.05		 57.29   	 -86.47		  3.95   	   5.09		
-82.40   	-115.05   	  5.33   	-356.05		 56.95   	 -66.12		  3.97   	  15.26		
-79.65   	-119.32   	  3.91   	-315.36		 56.68   	 -50.86		  4.03   	  20.35		
-79.04   	-121.15   	  2.64   	-284.84		 56.48   	 -55.95		  4.11   	  20.35		
-75.68   	-125.43   	  1.51   	-239.06		 56.26   	 -50.86		  4.19   	  20.35		
-62.26   	-140.08   	  0.55   	-193.29		 56.05   	 -66.12		  4.27   	  25.43		
 27.16   	-196.84   	 -0.22   	-152.59		 55.79   	 -66.12		  4.37   	  20.35		
110.47   	-194.70   	 -0.83   	-111.90		 55.52   	 -66.12		  4.46   	  20.35		
201.42   	-134.58   	 -1.28   	 -71.21		 55.26   	 -71.21		  4.54   	  20.35		
239.56   	-34.79   	 -1.57   	 -40.69		 54.97   	 -66.12		  4.62   	  20.35		
133.67   	 31.13   	 -1.73   	 -10.17		 54.71   	 -71.21		  4.70   	  25.43		
-173.65   	-16.17   	 -1.77(E)	  20.35		 54.43   	 -76.30		  4.80   	  20.35		
-633.24   	-188.29   	 -1.69   	  45.78		 54.12   	 -81.38		  4.88   	  20.35		
-1070.86   	-405.27   	 -1.51   	  71.21		 53.79   	 -86.47		  4.96   	  20.35		
-1268.01   	-540.77(R)	 -1.22   	  86.47		 53.45   	 -91.56		  5.05   	  15.26		
-1106.26   	-513.00   	 -0.87   	 101.73		 53.08   	 -91.56		  5.11   	  15.26		
-668.64   	-349.43   	 -0.47   	 111.90		 52.72   	 -96.64		  5.17   	  10.17		
-186.46   	-154.72   	 -0.02   	 122.07		 52.33   	-101.73		  5.21   	   5.09		
122.38   	-20.45   	  0.47   	 122.07		 51.92   	-106.82		  5.23   	   5.09		
187.38   	 25.63   	  0.96   	 122.07		 51.50   	-101.73		  5.25   	   0.00		
 93.08   	 12.82   	  1.44   	 122.07		 51.09   	-106.82		  5.25   	  -5.09		
-17.70   	-12.21   	  1.93   	 116.99		 50.66   	-106.82		  5.23   	 -10.17		
-54.93   	-21.97   	  2.40   	 122.07		 50.23   	-101.73		  5.19   	 -10.17		
-21.67   	-15.26   	  2.89   	 111.90		 49.83   	 -96.64		  5.15   	 -15.26		
 28.69   	 -2.75   	  3.34   	 116.99		 49.44   	 -91.56		  5.09   	 -20.35		
 53.41   	  6.71   	  3.80   	 111.90		 49.07   	 -91.56		  5.01   	 -15.26		
 47.00   	 11.29   	  4.25   	 111.90		 48.71   	 -91.56		  4.94   	 -20.35		
 27.77   	 11.29   	  4.70   	 111.90		 48.34   	 -91.56		  4.86   	 -15.26		
 16.17   	 10.07   	  5.15   	 116.99		 47.98   	 -86.47		  4.80   	 -20.35		
 18.62   	 11.60   	  5.62   	 122.07		 47.63   	 -86.47		  4.72   	 -15.26		
 29.91   	 15.87   	  6.10   	 157.68		 47.28   	 -86.47		  4.66   	 -20.35		
 45.47   	 23.19   	  6.73   	 172.94		 46.94   	 -71.21		  4.58   	 -25.43		
 46.08   	 24.41   	  7.43   	 188.20		 46.65   	 -71.21		  4.48   	 -20.35		
 47.61   	 26.55   	  8.18   	 208.54		 46.37   	 -61.04		  4.39   	 -15.26		
 53.71   	 31.13   	  9.01   	 228.89		 46.12   	 -55.95		  4.33   	 -15.26		
 63.78   	 37.84   	  9.93   	 254.32		 45.90   	 -50.86		  4.27   	 -10.17		
 75.38   	 46.08   	 10.95   	 274.67		 45.70   	 -35.61		  4.23   	 -10.17		
 86.67   	 55.24   	 12.04   	 300.10		 45.55   	 -10.17		  4.19   	  -5.09		
 97.35   	 64.70   	 13.25   	 315.36		 45.51(D)	  45.78		  4.17   	  -5.09		
107.12   	 73.55   	 14.51   	 279.75		 45.70   	  35.61		  4.15   	 -10.17		
107.12   	 73.55   	 15.63   	 361.14		 45.84   	 239.06		  4.11   	  -5.09		
125.43   	 89.42   	 17.07   	 315.36		 46.80   	 213.63		  4.09   	  -5.09		
125.43   	 89.42   	 18.33   	 391.66		 47.65   	 483.21		  4.07   	   0.00		
138.85   	102.23   	 19.90   	 340.79		 49.58   	 422.18		  4.07   	   0.00		
138.85   	102.23   	 21.26   	 396.74		 51.27   	 661.24		  4.07   	   5.09		
142.21   	108.95   	 22.85   	 350.97		 53.92   	 579.86		  4.09   	   5.09		
142.21   	108.95   	 24.25   	 386.57		 56.24   	 737.54		  4.11   	  10.17		
135.19   	107.42   	 25.80   	 335.71		 59.19   	 645.98		  4.15   	   5.09		
135.19   	107.42   	 27.14   	 356.05		 61.77   	 732.45		  4.17   	   0.00		
126.65   	104.37   	 28.57   	 305.19		 64.70   	 640.89		  4.17   	   5.09		
126.65   	104.37   	 29.79   	 300.10		 67.26   	 681.58		  4.19   	   0.00		
119.63   	101.32   	 30.99   	 264.50		 69.99   	 630.72		  4.19   	   0.00		
115.36   	 97.66   	 32.04   	 228.89		 72.51   	 569.68		  4.19   	   0.00		
110.47   	 91.86   	 32.96   	 188.20		 74.79   	 493.39		  4.19   	   0.00		
104.68   	 84.84   	 33.71   	 152.59		 76.76   	 396.74		  4.19   	   0.00		
 98.27   	 76.29   	 34.32   	  76.30		 78.35   	 244.15		  4.19   	   0.00		
 83.01   	 63.78   	 34.63   	  30.52		 79.33   	 152.59		  4.19   	  -5.09		
 76.90   	 69.89   	 34.75(S)	 -10.17		 79.94   	  71.21		  4.17   	 -10.17		
 75.07   	 92.47   	 34.71   	 -50.86		 80.22(S)	  -5.09		  4.13   	 -10.17		
 79.65   	131.23   	 34.51   	 -91.56		 80.20   	 -66.12		  4.09   	  -5.09		
 90.03   	176.09   	 34.14   	-122.07		 79.94   	-116.99		  4.07   	 -10.17		
105.59   	212.10   	 33.65   	-218.72		 79.47   	-208.54		  4.03   	  -5.09		
141.30   	233.15   	 32.78   	-244.15		 78.64   	-233.98		  4.01   	 -10.17		
154.11   	230.41   	 31.80   	-279.75		 77.70   	-254.32		  3.97   	  -5.09		
157.47   	227.97   	 30.68   	-310.27		 76.68   	-274.67		  3.95   	 -15.26		
