SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  LPA     	  LPA'		  AO     	  AO'		  RV     	  RV'		
 11.60   	-88.20   	 66.96   	1648.01		 70.17   	-127.16		 22.89   	-930.82		
 11.29   	-96.44   	 73.55   	1978.63		 69.66   	-127.16		 19.17   	-768.05		
 12.51   	-99.49   	 81.46   	1180.06		 69.16   	-116.99		 16.09   	-640.89		
 14.95   	-97.35   	 86.18   	 -35.61		 68.69   	-101.73		 13.53   	-528.99		
 17.40   	-93.38   	 86.04   	-839.26		 68.28   	-101.73		 11.41   	-396.74		
 19.23   	-90.03   	 82.69   	-798.57		 67.87   	-106.82		  9.83   	-218.72		
 19.53   	-88.20   	 79.49   	 -55.95		 67.45   	-132.25		  8.95   	 -71.21		
 18.92   	-86.67   	 79.27   	 778.23		 66.92   	-157.68		  8.67   	  20.35		
 18.31   	-85.14   	 82.38   	1119.02		 66.29   	-178.03		  8.75   	  61.04		
 18.62   	-83.92   	 86.86   	 793.49		 65.57   	-183.11		  8.99   	  86.47		
 20.45   	-83.62   	 90.03   	  76.30		 64.84   	-162.77		  9.34   	  96.64		
 24.41   	-84.53   	 90.34   	-528.99		 64.19   	-132.25		  9.73   	  91.56		
 29.91   	-85.45   	 88.22   	-696.84		 63.66   	-111.90		 10.09   	  55.95		
 35.40   	-86.36   	 85.43   	-386.57		 63.21   	-111.90		 10.32   	   0.00		
 39.06   	-87.59   	 83.89   	 122.07		 62.77   	-122.07		 10.32   	 -71.21		
 39.37   	-90.94   	 84.37   	 361.14		 62.28   	-101.73		 10.03   	-137.33		
 37.54   	-94.91   	 85.82   	 157.68		 61.87   	 -86.47		  9.48   	-178.03		
 35.40   	-97.96   	 86.45   	-274.67		 61.53   	 -76.30		  8.77   	-223.80		
 34.48   	-97.66   	 85.35   	-671.41		 61.22   	 -66.12		  7.87   	-254.32		
 35.10   	-94.30   	 82.66   	-808.75		 60.96   	 -45.78		  6.86   	-279.75		
 35.71   	-90.03   	 79.43   	-625.63		 60.77   	 -30.52		  5.74   	-284.84		
 35.40   	-87.28   	 76.93   	-356.05		 60.65   	 -96.64		  4.60   	-508.65		
 32.04   	-87.59   	 75.50   	 -30.52		 60.26   	 -66.12		  2.56   	-198.37		
 31.13   	-87.89   	 75.38   	-137.33		 60.00   	 -55.95		  1.77   	-162.77		
 31.43   	-87.59   	 74.83   	-254.32		 59.78   	 -50.86		  1.12   	-122.07		
 32.65   	-87.28   	 73.81   	-289.93		 59.57   	 -55.95		  0.63   	 -91.56		
 33.57   	-87.28   	 72.65   	-223.80		 59.35   	 -61.04		  0.26   	 -66.12		
 33.87   	-88.20   	 71.76   	 -91.56		 59.10   	 -71.21		  0.00   	 -40.69		
 33.57   	-88.50   	 71.39   	  40.69		 58.82   	 -76.30		 -0.16(D)	   0.00		
 33.57   	-86.06   	 71.56   	 122.07		 58.51   	 -66.12		 -0.16   	  40.69		
 35.10   	-79.35   	 72.04   	 132.25		 58.25   	 -71.21		  0.00   	  86.47		
 39.06   	-68.36   	 72.57   	  91.56		 57.97   	 -86.47		  0.35   	 122.07		
 47.61   	-52.49   	 72.94   	  45.78		 57.62   	 -86.47		  0.83   	 127.16		
 60.42   	-31.43   	 73.12   	  35.61		 57.27   	 -81.38		  1.34   	 116.99		
 75.99   	 -3.36   	 73.27   	  76.30		 56.95   	 -81.38		  1.81   	 116.99		
 89.42   	 32.35   	 73.57   	 111.90		 56.62   	 -71.21		  2.28   	 122.07		
 96.44   	 72.94   	 74.02   	 101.73		 56.34   	 -66.12		  2.77   	 122.07		
 95.52   	110.17   	 74.42   	  50.86		 56.07   	 -50.86		  3.26   	 116.99		
 90.94   	135.80   	 74.63   	 -20.35		 55.87   	 -45.78		  3.72   	 101.73		
 90.64   	146.48   	 74.55   	 -66.12		 55.69   	 -55.95		  4.13   	  71.21		
 98.27   	144.35   	 74.28   	 -66.12		 55.46   	 -76.30		  4.42   	  45.78		
110.78   	137.02   	 74.02   	 -25.43		 55.16   	 -71.21		  4.60   	  30.52		
119.02   	127.56   	 73.92   	   0.00		 54.87   	 -61.04		  4.72   	  10.17		
115.97   	111.39   	 73.92   	 -30.52		 54.63   	 -50.86		  4.76   	   5.09		
102.54   	 83.92   	 73.79   	-122.07		 54.43   	 -40.69		  4.78   	 -10.17		
 86.06   	 45.78   	 73.31   	-223.80		 54.26   	 -35.61		  4.74   	 -25.43		
 73.55   	  3.66   	 72.41   	-503.56		 54.12   	 -61.04		  4.64   	 -91.56		
 58.29   	-56.15   	 70.40   	-188.20		 53.88   	 -45.78		  4.27   	 -45.78		
 46.08   	-70.19   	 69.64   	-122.07		 53.69   	 -55.95		  4.09   	 -40.69		
 28.38   	-80.26   	 69.16   	 -91.56		 53.47   	 -55.95		  3.93   	 -30.52		
 10.68   	-90.94   	 68.79   	-111.90		 53.24   	 -50.86		  3.80   	 -15.26		
 -0.31   	-101.32   	 68.34   	-132.25		 53.04   	 -30.52		  3.74   	  -5.09		
 -2.75   	-109.25   	 67.81   	-142.42		 52.92   	 -30.52		  3.72   	  10.17		
  0.31   	-112.92   	 67.24   	-122.07		 52.80   	 -35.61		  3.76   	  25.43		
  3.36   	-112.92   	 66.75   	 -91.56		 52.65   	 -40.69		  3.87   	  40.69		
  3.36   	-112.30   	 66.39   	 -35.61		 52.49   	 -50.86		  4.03   	  50.86		
  0.61   	-113.83   	 66.25   	 -10.17		 52.29   	 -61.04		  4.23   	  61.04		
 -1.53   	-117.19   	 66.21   	   5.09		 52.04   	 -61.04		  4.48   	  71.21		
 -1.22   	-121.15   	 66.23   	  -5.09		 51.80   	 -61.04		  4.76   	  71.21		
  0.92   	-123.60   	 66.21   	 -35.61		 51.56   	 -40.69		  5.05   	  66.12		
  3.05   	-124.21   	 66.06   	 -40.69		 51.39   	 -20.35		  5.31   	  76.30		
  3.05   	-124.21   	 65.90   	 -35.61		 51.31   	 -25.43		  5.62   	  71.21		
  1.53   	-123.29   	 65.76   	 -30.52		 51.21   	 -30.52		  5.90   	  71.21		
 -0.92   	-121.46   	 65.64   	 -15.26		 51.09   	 -45.78		  6.19   	  66.12		
 -3.36   	-119.02   	 65.57   	  -5.09		 50.91   	 -50.86		  6.45   	  66.12		
 -5.19   	-116.88   	 65.55   	   0.00		 50.70   	 -45.78		  6.71   	  50.86		
 -6.10   	-115.66   	 65.55   	  35.61		 50.52   	 -40.69		  6.92   	  40.69		
 -5.80   	-115.66   	 65.70   	 178.03		 50.36   	 -35.61		  7.08   	  20.35		
 -4.58   	-115.66   	 66.41   	 320.45		 50.21   	 -25.43		  7.16   	  -5.09		
 -2.44   	-115.66   	 67.69   	 228.89		 50.11   	 -20.35		  7.14   	 -10.17		
  1.83   	-115.66   	 68.61   	 -55.95		 50.03   	 -25.43		  7.10   	  -5.09		
  9.46   	-112.92   	 68.38   	-350.97		 49.93   	 -25.43		  7.08   	   0.00		
 21.97   	-101.32   	 66.98   	-539.16		 49.83   	 -35.61		  7.08   	  -5.09		
 42.42   	-72.63   	 64.82   	-488.30		 49.68   	 -40.69		  7.06   	 -15.26		
 76.60   	-22.58   	 62.87   	-269.58		 49.52   	 -45.78		  7.00   	 -25.43		
129.09   	 44.56   	 61.79   	-101.73		 49.34   	 -35.61		  6.90   	 -25.43		
184.63   	124.21   	 61.38   	 -45.78		 49.20   	 -20.35		  6.80   	 -25.43		
198.06   	215.45   	 61.20   	-101.73		 49.11   	 -10.17		  6.69   	 -20.35		
107.73   	321.04   	 60.79   	-193.29		 49.07   	 -15.26		  6.61   	 -10.17		
-124.21   	437.32   	 60.02   	-503.56		 49.01   	 -66.12		  6.57   	 -20.35		
-842.29   	629.88(R)	 58.01   	-132.25		 48.75   	 -45.78		  6.49   	 -10.17		
-1120.00   	626.53   	 57.48   	  -5.09		 48.57   	 -45.78		  6.45   	 -10.17		
-1235.05   	495.00   	 57.46   	  61.04		 48.38   	 -40.69		  6.41   	 -15.26		
-1194.76   	231.32   	 57.70   	  76.30		 48.22   	 -25.43		  6.35   	 -10.17		
-1060.18   	-106.20   	 58.01   	  40.69		 48.12   	 -15.26		  6.31(E)	 -10.17		
-897.22   	-404.97   	 58.17   	   5.09		 48.06   	  -5.09		  6.27   	  10.17		
-736.69   	-548.10   	 58.19   	  -5.09		 48.04   	 -20.35		  6.31   	  20.35		
-575.56   	-490.72   	 58.17   	  10.17		 47.96   	 -35.61		  6.39   	  45.78		
-402.53   	-298.16   	 58.21   	  25.43		 47.81   	 -40.69		  6.57   	  96.64		
-224.91   	-94.91   	 58.31   	  35.61		 47.65   	 -35.61		  6.96   	 147.51		
-71.11   	 17.40   	 58.45   	  35.61		 47.51   	 -30.52		  7.55   	 188.20		
 29.60   	 17.40   	 58.60   	  25.43		 47.39   	 -25.43		  8.30   	 233.98		
 67.14   	-45.17   	 58.70   	 -10.17		 47.28   	 -15.26		  9.24   	 279.75		
 59.51   	-102.23   	 58.66   	 -50.86		 47.22   	 -10.17		 10.36   	 325.53		
 39.37   	-115.97   	 58.45   	 -91.56		 47.18   	 -10.17		 11.66   	 371.31		
 32.04   	-93.69   	 58.09   	-116.99		 47.14   	 -30.52		 13.14   	 437.43		
 43.03   	-64.09   	 57.62   	-122.07		 47.02   	 -35.61		 14.89   	 523.90		
 61.34   	-47.30   	 57.13   	-116.99		 46.88   	 -35.61		 16.99   	 610.37		
 74.16   	-47.61   	 56.66   	-101.73		 46.73   	 -35.61		 19.43   	 696.84		
 76.60   	-57.68   	 56.26   	 -91.56		 46.59   	 -35.61		 22.22   	 773.14		
 73.24   	-65.92   	 55.89   	-101.73		 46.45   	 -25.43		 25.31   	 849.44		
 70.19   	-65.61   	 55.48   	-127.16		 46.35   	  -5.09		 28.71   	 905.39		
 70.50   	-58.59   	 54.97   	-142.42		 46.33   	  -5.09		 32.33   	 940.99		
 72.02   	-50.05   	 54.40   	-147.51		 46.31   	 -10.17		 36.09   	 966.43		
 72.94   	-45.17   	 53.81   	-264.50		 46.27   	 -50.86		 39.96   	1948.11		
 73.85   	-41.20   	 52.76   	 -86.47		 46.06   	 -35.61		 47.75   	 951.17		
 75.68   	-36.62   	 52.41   	 -81.38		 45.92   	 -35.61		 51.56   	 930.82		
 78.13   	-29.30   	 52.09   	 -81.38		 45.78   	 -20.35		 55.28   	 895.22		
 80.57   	-20.75   	 51.76   	 -76.30		 45.70   	  -5.09		 58.86   	 844.35		
 82.40   	-14.04   	 51.45   	 -66.12		 45.68   	   0.00		 62.24   	 768.05		
 83.92   	-10.07   	 51.19   	 -45.78		 45.68   	 -10.17		 65.31   	 666.32		
 85.45   	 -8.24   	 51.01   	 -30.52		 45.64   	 -25.43		 67.98   	 549.34		
 86.67   	 -7.63   	 50.88(D)	  10.17		 45.53   	 -25.43		 70.17   	 422.18		
 87.59   	 -6.71   	 50.93   	  91.56		 45.43   	 -30.52		 71.86   	 305.19		
 88.50   	 -4.58   	 51.29   	 198.37		 45.31   	 -25.43		 73.08   	 188.20		
 89.42   	 -2.14   	 52.09   	 310.27		 45.21   	 -15.26		 73.83   	  81.38		
 90.94   	  1.22   	 53.33   	 417.09		 45.15   	 -10.17		 74.16   	 -25.43		
 92.77   	  6.10   	 54.99   	 478.13		 45.11   	 -10.17		 74.06   	-101.73		
 95.52   	 12.51   	 56.91   	 498.47		 45.07   	 -20.35		 73.65   	-147.51		
 98.57   	 20.75   	 58.90   	 493.39		 44.98   	 -25.43		 73.06   	-167.85		
101.62   	 30.21   	 60.87   	 452.69		 44.88   	 -30.52		 72.39   	-157.68		
104.06   	 40.59   	 62.69   	 452.69		 44.76   	 -30.52		 71.76   	-132.25		
105.59   	 51.57   	 64.50   	 528.99		 44.64   	 -25.43		 71.23   	-106.82		
105.90   	 61.95   	 66.61   	 696.84		 44.54   	  -5.09		 70.80   	 -66.12		
105.90   	 71.41   	 69.40   	 844.35		 44.52(D)	  10.17		 70.54   	   5.09		
105.90   	 80.26   	 72.78   	 859.61		 44.56   	  20.35		 70.56   	  81.38		
105.59   	 88.20   	 76.22   	 686.67		 44.64   	  40.69		 70.88   	 157.68		
103.76   	 94.91   	 78.96   	 412.00		 44.80   	  81.38		 71.52   	 223.80		
100.10   	101.01   	 80.61   	 198.37		 45.13   	 137.33		 72.41   	 269.58		
 96.13   	106.20   	 81.40   	 366.22		 45.68   	 528.99		 73.49   	 701.93		
 93.08   	119.02   	 82.87   	 345.88		 47.79   	 381.48		 76.30   	 422.18		
 93.99   	129.09   	 84.25   	 366.22		 49.32   	 442.52		 77.99   	 457.78		
 95.52   	141.91   	 85.72   	 259.41		 51.09   	 493.39		 79.82   	 467.95		
 96.13   	156.86   	 86.75   	 106.82		 53.06   	 503.56		 81.69   	 467.95		
 96.13   	173.34   	 87.18   	 -15.26		 55.08   	 488.30		 83.56   	 462.87		
 95.83   	190.43   	 87.12   	 -61.04		 57.03   	 462.87		 85.41   	 442.52		
 95.52   	206.30   	 86.88   	 -20.35		 58.88   	 422.18		 87.18   	 427.26		
 94.60   	221.56   	 86.80   	  96.64		 60.57   	 376.40		 88.89   	 391.66		
 92.77   	235.29   	 87.18   	 188.20		 62.08   	 325.53		 90.46   	 340.79		
 90.33   	248.72   	 87.93   	 223.80		 63.38   	 259.41		 91.82   	 284.84		
 88.20   	262.45   	 88.83   	 172.94		 64.41   	 208.54		 92.96   	 223.80		
 87.59   	277.10   	 89.52   	 101.73		 65.25   	 198.37		 93.86   	 172.94		
 88.81   	291.44   	 89.93   	  66.12		 66.04   	 172.94		 94.55   	 116.99		
 90.03   	304.26   	 90.19   	 106.82		 66.73   	 152.59		 95.01   	  50.86		
 90.64   	315.25   	 90.62   	 188.20		 67.34   	 127.16		 95.22(S)	 -30.52		
 89.42   	325.01   	 91.37   	 254.32		 67.85   	 122.07		 95.10   	-116.99		
 86.67   	334.78   	 92.39   	 284.84		 68.34   	 137.33		 94.63   	-198.37		
 83.62   	345.46   	 93.53   	 274.67		 68.89   	 147.51		 93.83   	-269.58		
 80.87   	355.22   	 94.63   	 233.98		 69.48   	 162.77		 92.76   	-320.45		
 77.82   	361.33   	 95.56   	 203.46		 70.13   	 172.94		 91.47   	-345.88		
 73.85   	360.11   	 96.38   	 188.20		 70.82   	 162.77		 90.09   	-366.22		
 68.66   	351.87   	 97.13   	 188.20		 71.47   	 167.85		 88.63   	-386.57		
 62.26   	336.00   	 97.88   	 203.46		 72.15   	 157.68		 87.08   	-412.00		
 55.85   	314.03   	 98.70   	 218.72		 72.78   	 157.68		 85.43   	-447.61		
 50.35   	287.48   	 99.57   	 371.31		 73.41   	 300.10		 83.64   	-996.94		
 43.95   	218.51   	101.06   	 111.90		 74.61   	 157.68		 79.65   	-554.42		
 42.42   	178.22   	101.51   	  76.30		 75.24   	 157.68		 77.44   	-579.86		
 41.20   	136.72   	101.81   	  76.30		 75.87   	 147.51		 75.12   	-600.20		
 39.98   	 97.66   	102.12   	  71.21		 76.46   	 127.16		 72.72   	-534.08		
 38.15   	 62.26   	102.40   	  50.86		 76.97   	  91.56		 70.58   	-381.48		
 35.71   	 31.74   	102.60   	  20.35		 77.33   	  66.12		 69.05   	-188.20		
 33.26   	  6.10   	102.69(S)	 -10.17		 77.60   	  55.95		 68.30   	 -50.86		
 30.52   	-14.95   	102.64   	 -30.52		 77.82   	  35.61		 68.10   	  -5.09		
 28.08   	-31.74   	102.52   	 -40.69		 77.97   	  15.26		 68.08   	 -20.35		
 25.63   	-44.25   	102.36   	 -45.78		 78.03(S)	  -5.09		 68.00   	 -20.35		
 23.80   	-53.41   	102.18   	 -45.78		 78.01   	 -15.26		 67.91   	   5.09		
 22.28   	-59.81   	101.99   	 -55.95		 77.94   	 -30.52		 67.93   	  45.78		
 21.67   	-63.48   	101.77   	 -71.21		 77.82   	 -66.12		 68.12   	  96.64		
 21.36   	-65.31   	101.48   	 -96.64		 77.56   	 -96.64		 68.50   	 132.25		
 21.36   	-66.22   	101.10   	-111.90		 77.17   	-116.99		 69.03   	 116.99		
 21.67   	-67.14   	100.65   	-142.42		 76.70   	-127.16		 69.50   	  66.12		
 21.67   	-68.97   	100.08   	-152.59		 76.20   	-132.25		 69.77   	 -10.17		
 21.97   	-71.41   	 99.47   	-167.85		 75.67   	-137.33		 69.73   	-122.07		
 22.89   	-73.24   	 98.80   	-213.63		 75.12   	-152.59		 69.24   	-244.15		
 24.41   	-74.16   	 97.94   	-249.24		 74.51   	-157.68		 68.26   	-376.40		
 26.25   	-73.85   	 96.95   	-178.03		 73.88   	-152.59		 66.75   	-498.47		
 27.77   	-73.24   	 96.24   	  -5.09		 73.27   	-132.25		 64.76   	-590.03		
 28.69   	-72.63   	 96.22   	 106.82		 72.74   	-137.33		 62.40   	-676.50		
 28.99   	-72.02   	 96.64   	  30.52		 72.19   	-142.42		 59.69   	-752.79		
 28.99   	-71.41   	 96.76   	-1597.15		 71.62   	-259.41		 56.68   	-1729.39		
 29.60   	-69.27   	 90.38   	-2273.64		 70.58   	-127.16		 49.77   	-1063.07		
 30.52   	-69.58   	 81.28   	-2573.74		 70.07   	-132.25		 45.51   	-1241.09		
 31.43   	-71.72   	 70.99   	-1683.61		 69.54   	-127.16		 40.55   	-1302.13		
 32.35   	-75.68   	 64.25   	-183.11		 69.03   	-116.99		 35.34   	-1200.40		
 32.96   	-81.48   	 63.52   	1210.58		 68.57   	-106.82		 30.54   	-1027.46		
 33.87   	-86.98   	 68.36   	1963.37		 68.14   	-111.90		 26.43   	-900.30		
 35.10   	-90.94   	 76.22   	1607.32		 67.69   	-127.16		 22.83   	-849.44		
 36.62   	-92.77   	 82.64   	 503.56		 67.18   	-142.42		 19.43   	-844.35		
 39.37   	-91.86   	 84.66   	-493.39		 66.61   	-147.51		 16.05   	-768.05		
 43.33   	-89.11   	 82.69   	-803.66		 66.02   	-142.42		 12.98   	-600.20		
 48.22   	-86.06   	 79.47   	-340.79		 65.45   	-147.51		 10.58   	-412.00		
 52.80   	-83.62   	 78.11   	 442.52		 64.86   	-147.51		  8.93   	-274.67		
 55.54   	-83.01   	 79.88   	 966.43		 64.27   	-152.59		  7.83   	-193.29		
 55.85   	-84.84   	 83.74   	 925.73		 63.66   	-152.59		  7.06   	-147.51		
 55.85   	-87.59   	 87.45   	 391.66		 63.05   	-147.51		  6.47   	 -96.64		
 57.07   	-90.03   	 89.01   	-254.32		 62.46   	-147.51		  6.08   	 -40.69		
 59.81   	-90.94   	 88.00   	-605.29		 61.87   	-142.42		  5.92   	   0.00		
 63.17   	-90.33   	 85.57   	-503.56		 61.30   	-127.16		  5.92   	   0.00		
 65.61   	-90.03   	 83.56   	-152.59		 60.79   	 -86.47		  5.92   	 -30.52		
 65.92   	-91.25   	 82.95   	 111.90		 60.45   	 -61.04		  5.80   	 -76.30		
 65.00   	-93.99   	 83.40   	  86.47		 60.20   	 -45.78		  5.49   	-101.73		
 64.09   	-97.66   	 83.74   	-178.03		 60.02   	 -50.86		  5.09   	-116.99		
 62.87   	-100.10   	 83.03   	-523.90		 59.82   	 -55.95		  4.62   	-127.16		
 61.95   	-100.71   	 80.94   	-712.10		 59.59   	 -55.95		  4.11   	-132.25		
 61.04   	-100.10   	 78.09   	-1139.36		 59.37   	-106.82		  3.58   	-305.19		
 60.42   	-97.96   	 73.53   	-152.59		 58.94   	 -50.86		  2.36   	-157.68		
 61.34   	-97.35   	 72.92   	 -15.26		 58.74   	 -40.69		  1.73   	-137.33		
 62.26   	-96.74   	 72.86   	 -61.04		 58.58   	 -35.61		  1.18   	-101.73		
 63.17   	-97.05   	 72.61   	-157.68		 58.43   	 -30.52		  0.77   	 -71.21		
 64.09   	-97.96   	 71.98   	-228.89		 58.31   	 -50.86		  0.49   	 -76.30		
 64.70   	-99.49   	 71.07   	-223.80		 58.11   	 -81.38		  0.18   	 -86.47		
 64.39   	-100.71   	 70.17   	-142.42		 57.78   	 -91.56		 -0.16   	 -86.47		
 61.95   	-101.01   	 69.60   	 -30.52		 57.42   	 -96.64		 -0.51   	 -66.12		
 57.07   	-100.10   	 69.48   	  71.21		 57.03   	 -76.30		 -0.77   	 -30.52		
 53.41   	-96.74   	 69.77   	 116.99		 56.72   	 -71.21		 -0.90(D)	  15.26		
 54.63   	-89.72   	 70.23   	 106.82		 56.44   	 -76.30		 -0.83   	  30.52		
 63.48   	-77.21   	 70.66   	  66.12		 56.13   	 -76.30		 -0.71   	  45.78		
 78.43   	-58.59   	 70.93   	  40.69		 55.83   	 -71.21		 -0.53   	  45.78		
 94.60   	-31.74   	 71.09   	  40.69		 55.54   	 -71.21		 -0.35   	  40.69		
106.51   	  2.75   	 71.25   	  66.12		 55.26   	 -81.38		 -0.18   	  50.86		
110.78   	 41.81   	 71.52   	  66.12		 54.93   	 -86.47		  0.02   	  61.04		
108.64   	 80.26   	 71.78   	  45.78		 54.59   	 -81.38		  0.26   	  66.12		
105.90   	110.47   	 71.96   	  -5.09		 54.26   	 -66.12		  0.53   	  71.21		
108.34   	128.17   	 71.94   	 -71.21		 54.00   	 -45.78		  0.81   	  61.04		
118.41   	132.45   	 71.66   	-106.82		 53.81   	 -35.61		  1.06   	  61.04		
131.23   	126.04   	 71.23   	 -71.21		 53.67   	 -30.52		  1.30   	  55.95		
138.85   	111.69   	 70.95   	   0.00		 53.55   	 -40.69		  1.53   	  45.78		
134.89   	 89.11   	 70.95   	  30.52		 53.39   	 -61.04		  1.71   	  45.78		
120.85   	 57.98   	 71.07   	 -40.69		 53.14   	 -55.95		  1.89   	  40.69		
103.76   	 20.45   	 70.91   	-478.13		 52.92   	 -86.47		  2.05   	  20.35		
 79.35   	-52.19   	 68.99   	-310.27		 52.57   	 -40.69		  2.14   	 -15.26		
 68.36   	-77.21   	 67.75   	-269.58		 52.41   	 -40.69		  2.08   	 -10.17		
 53.41   	-93.08   	 66.67   	-183.11		 52.25   	 -35.61		  2.03   	 -10.17		
 35.71   	-102.54   	 65.94   	 -96.64		 52.11   	 -30.52		  1.99   	   0.00		
 20.45   	-109.56   	 65.55   	 -66.12		 51.98   	 -45.78		  1.99   	   5.09		
 11.90   	-115.05   	 65.29   	 -86.47		 51.80   	 -66.12		  2.01   	   5.09		
 10.99   	-119.32   	 64.94   	-127.16		 51.54   	 -61.04		  2.03   	   0.00		
 14.34   	-122.38   	 64.44   	-152.59		 51.29   	 -45.78		  2.03   	  10.17		
 17.70   	-124.82   	 63.82   	-127.16		 51.11   	 -30.52		  2.08   	  20.35		
 19.23   	-127.87   	 63.32   	 -76.30		 50.99   	 -35.61		  2.16   	  35.61		
 18.92   	-131.53   	 63.01   	 -20.35		 50.84   	 -45.78		  2.30   	  45.78		
 18.01   	-135.19   	 62.93   	  10.17		 50.66   	 -50.86		  2.48   	  50.86		
 17.09   	-137.63   	 62.97   	  20.35		 50.46   	 -45.78		  2.69   	  55.95		
 16.78   	-139.16   	 63.05   	   0.00		 50.27   	 -55.95		  2.91   	  55.95		
 16.78   	-140.08   	 63.05   	 -25.43		 50.05   	 -55.95		  3.13   	  50.86		
 17.70   	-140.38   	 62.95   	 -45.78		 49.83   	 -45.78		  3.34   	  61.04		
 18.92   	-140.69   	 62.77   	 -40.69		 49.64   	 -30.52		  3.58   	  66.12		
 20.75   	-139.16   	 62.60   	 -20.35		 49.52   	 -25.43		  3.85   	  61.04		
 22.89   	-136.11   	 62.52   	  50.86		 49.42   	 -30.52		  4.09   	  55.95		
 25.63   	-132.14   	 62.73   	 223.80		 49.30   	 -40.69		  4.31   	  45.78		
 27.77   	-129.09   	 63.62   	 396.74		 49.14   	 -45.78		  4.50   	  25.43		
 29.60   	-127.87   	 65.21   	 325.53		 48.95   	 -40.69		  4.60   	  15.26		
 30.82   	-128.17   	 66.51   	   0.00		 48.79   	 -40.69		  4.66   	  20.35		
 33.57   	-129.70   	 66.51   	-350.97		 48.63   	 -40.69		  4.74   	  15.26		
 39.37   	-131.53   	 65.11   	-554.42		 48.46   	 -25.43		  4.80   	  15.26		
 49.74   	-130.62   	 62.89   	-534.08		 48.36   	 -25.43		  4.86   	  30.52		
 65.92   	-118.71   	 60.75   	-345.88		 48.26   	 -20.35		  4.98   	  30.52		
 90.94   	-86.98   	 59.37   	-172.94		 48.18   	 -25.43		  5.11   	  40.69		
132.45   	-30.52   	 58.68   	 -76.30		 48.08   	 -20.35		  5.27   	  30.52		
191.65   	 45.47   	 58.37   	 -76.30		 48.00   	 -40.69		  5.39   	  20.35		
244.14   	134.28   	 58.07   	-172.94		 47.83   	 -40.69		  5.47   	  10.17		
237.43   	232.24   	 57.38   	-295.01		 47.67   	 -45.78		  5.51   	   5.09		
113.53   	338.13   	 56.20   	-350.97		 47.49   	 -30.52		  5.53   	   0.00		
-148.01   	449.52   	 54.79   	-498.47		 47.37   	 -35.61		  5.53   	 -50.86		
-837.40   	632.02(R)	 52.80   	 -40.69		 47.22   	 -25.43		  5.33(E)	 -45.78		
-1059.88   	620.12   	 52.63   	  45.78		 47.12   	 -35.61		  5.15   	 -50.86		
-1122.74   	476.07   	 52.82   	  71.21		 46.98   	 -35.61		  4.94   	 -55.95		
-1053.77   	200.20   	 53.10   	  40.69		 46.84   	 -40.69		  4.72   	 -66.12		
-916.14   	-137.33   	 53.27   	   0.00		 46.67   	 -40.69		  4.46   	 -76.30		
-763.24   	-413.82   	 53.27   	  10.17		 46.51   	 -40.69		  4.15   	 -76.30		
-612.49   	-516.66   	 53.31   	  55.95		 46.35   	 -30.52		  3.85   	 -40.69		
-455.02   	-425.42   	 53.53   	  96.64		 46.23   	 -15.26		  3.68   	  20.35		
-285.64   	-227.05   	 53.92   	  86.47		 46.16   	 -15.26		  3.76   	  91.56		
-119.63   	-50.05   	 54.26   	  25.43		 46.10   	  -5.09		  4.13   	 137.33		
 13.43   	 22.89   	 54.36   	 -35.61		 46.08   	 -20.35		  4.68   	 172.94		
 89.72   	 -7.32   	 54.22   	 -50.86		 46.00   	 -35.61		  5.37   	 228.89		
108.95   	-78.74   	 54.02   	 -30.52		 45.86   	 -50.86		  6.29   	 300.10		
 93.99   	-126.65   	 53.90   	   0.00		 45.66   	 -35.61		  7.49   	 386.57		
 74.46   	-129.39   	 53.90   	  -5.09		 45.51   	 -20.35		  9.03   	 483.21		
 69.58   	-105.29   	 53.88   	 -20.35		 45.43   	 -20.35		 10.97   	 559.51		
 79.04   	-83.01   	 53.79   	 -61.04		 45.35   	 -25.43		 13.20   	 630.72		
 91.25   	-77.82   	 53.55   	-116.99		 45.25   	 -25.43		 15.73   	 701.93		
 96.74   	-86.98   	 53.08   	-147.51		 45.15   	 -25.43		 18.54   	 788.40		
 94.30   	-99.18   	 52.49   	-127.16		 45.05   	 -20.35		 21.69   	 879.96		
 89.11   	-105.29   	 51.98   	-116.99		 44.96   	 -30.52		 25.21   	 966.43		
 86.67   	-102.54   	 51.52   	-101.73		 44.84   	 -25.43		 29.07   	1017.29		
 87.59   	-94.91   	 51.11   	-101.73		 44.74   	 -25.43		 33.14   	1052.90		
 89.42   	-86.98   	 50.70   	-127.16		 44.64   	 -15.26		 37.35   	1042.72		
 90.33   	-81.79   	 50.19   	-325.53		 44.58   	 -45.78		 41.53   	2024.41		
 87.59   	-73.85   	 48.89   	-152.59		 44.39   	 -20.35		 49.62   	 976.60		
 85.75   	-68.36   	 48.28   	-111.90		 44.31   	 -10.17		 53.53   	 925.73		
 83.92   	-62.26   	 47.83   	 -76.30		 44.27   	 -10.17		 57.23   	 849.44		
 82.09   	-55.85   	 47.53   	 -45.78		 44.23   	 -10.17		 60.63   	 747.71		
