SAMPLE NUMBER:   21
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  II     	  aR     	  RV     	  RV'		  RFA     	  RFA'		
-132.75   	 66.53   	  2.08   	 -61.04		 67.10   	 -71.21		
-133.36   	 66.83   	  1.83   	  40.69		 66.82   	 -66.12		
-133.06   	 66.83   	  1.99   	  81.38		 66.55   	 -66.12		
-131.84   	 66.22   	  2.32   	  96.64		 66.29   	 -66.12		
-131.53   	 65.92   	  2.71   	 106.82		 66.02   	 -61.04		
-133.06   	 66.83   	  3.13   	 101.73		 65.78   	 -55.95		
-136.41   	 68.05   	  3.54   	 106.82		 65.55   	 -61.04		
-140.08   	 69.89   	  3.97   	 101.73		 65.31   	 -55.95		
-141.91   	 70.80   	  4.37   	  55.95		 65.09   	 -55.95		
-140.38   	 70.19   	  4.60   	  25.43		 64.86   	 -61.04		
-136.11   	 68.36   	  4.70   	  20.35		 64.62   	 -55.95		
-131.84   	 66.22   	  4.78   	  10.17		 64.39   	 -50.86		
-129.70   	 65.00   	  4.82   	 -30.52		 64.19   	 -55.95		
-130.62   	 65.61   	  4.70   	 -55.95		 63.97   	 -55.95		
-133.06   	 66.53   	  4.48   	 -86.47		 63.74   	 -50.86		
-135.50   	 67.75   	  4.13   	-111.90		 63.54   	 -50.86		
-135.50   	 67.75   	  3.68   	 -76.30		 63.34   	 -50.86		
-133.67   	 66.83   	  3.38   	 -40.69		 63.13   	 -50.86		
-131.23   	 65.92   	  3.21   	 -10.17		 62.93   	 -45.78		
-130.00   	 65.31   	  3.17   	  20.35		 62.75   	 -45.78		
-130.92   	 65.61   	  3.26   	  61.04		 62.56   	 -45.78		
-132.75   	 66.53   	  3.50   	  86.47		 62.38   	 -45.78		
-134.89   	 67.44   	  3.85   	 106.82		 62.20   	 -40.69		
-136.72   	 68.36   	  4.27   	 106.82		 62.03   	 -45.78		
-138.24   	 68.97   	  4.70   	  91.56		 61.85   	 -40.69		
-139.77   	 70.19   	  5.07   	  96.64		 61.69   	 -45.78		
-140.99   	 70.80   	  5.45   	 111.90		 61.51   	 -40.69		
-140.38   	 70.50   	  5.90   	  96.64		 61.34   	 -45.78		
-137.33   	 68.66   	  6.29   	 111.90		 61.16   	 -40.69		
-133.36   	 66.53   	  6.73   	  81.38		 61.00   	 -45.78		
-130.92   	 65.61   	  7.06   	   5.09		 60.81   	 -40.69		
-132.14   	 66.22   	  7.08   	 -66.12		 60.65   	 -45.78		
-136.41   	 68.36   	  6.82   	-111.90		 60.47   	 -40.69		
-140.38   	 70.50   	  6.37   	-137.33		 60.30   	 -40.69		
-140.69   	 70.50   	  5.82   	-116.99		 60.14   	 -40.69		
-136.72   	 68.66   	  5.35   	-101.73		 59.98   	 -40.69		
-130.92   	 65.61   	  4.94   	 -91.56		 59.82   	 -40.69		
-125.73   	 63.17   	  4.58   	 -61.04		 59.65   	 -35.61		
-122.68   	 61.65   	  4.33   	 -40.69		 59.51   	 -35.61		
-120.85   	 60.73   	  4.17   	 -30.52		 59.37   	 -35.61		
-119.02   	 59.81   	  4.05   	  -5.09		 59.23   	 -40.69		
-117.19   	 58.90   	  4.03   	  40.69		 59.06   	 -35.61		
-115.97   	 58.29   	  4.19   	  61.04		 58.92   	 -40.69		
-116.58   	 58.59   	  4.44   	  81.38		 58.76   	 -35.61		
-117.80   	 59.20   	  4.76   	 101.73		 58.62   	 -35.61		
-119.63   	 59.81   	  5.17   	 106.82		 58.47   	 -40.69		
-120.85   	 60.42   	  5.60   	  91.56		 58.31   	 -40.69		
-121.77   	 60.73   	  5.96   	  71.21		 58.15   	 -35.61		
-122.68   	 61.34   	  6.25   	  55.95		 58.01   	 -40.69		
-122.68   	 61.34   	  6.47   	  50.86		 57.84   	 -40.69		
-122.38   	 61.34   	  6.67   	   5.09		 57.68   	 -35.61		
-121.77   	 61.04   	  6.69   	 -15.26		 57.54   	 -35.61		
-122.38   	 61.34   	  6.63   	 -45.78		 57.40   	 -35.61		
-125.73   	 63.17   	  6.45   	 -71.21		 57.25   	 -35.61		
-130.31   	 65.31   	  6.16   	 -66.12		 57.11   	 -30.52		
-133.97   	 66.83   	  5.90   	 -55.95		 56.99   	 -35.61		
-133.97   	 66.83   	  5.68   	 -55.95		 56.85   	 -35.61		
-130.62   	 65.61   	  5.45   	 -55.95		 56.70   	 -35.61		
-125.73   	 63.17   	  5.23   	 -25.43		 56.56   	 -30.52		
-121.77   	 61.04   	  5.13   	  10.17		 56.44   	 -35.61		
-119.93   	 60.12   	  5.17   	  30.52		 56.30   	 -30.52		
-119.32   	 59.81   	  5.29   	  55.95		 56.17   	 -35.61		
-118.41   	 59.20   	  5.51   	  71.21		 56.03   	 -35.61		
-115.66   	 57.68   	  5.80   	  66.12		 55.89   	 -35.61		
-112.30   	 56.15   	  6.06   	  71.21		 55.75   	 -35.61		
-109.25   	 54.63   	  6.35   	  55.95		 55.61   	 -30.52		
-107.73   	 54.02   	  6.57   	  20.35		 55.48   	 -35.61		
-107.42   	 54.02   	  6.65   	   0.00		 55.34   	 -30.52		
-106.51   	 53.41   	  6.65   	 -20.35		 55.22   	 -35.61		
-105.29   	 52.80   	  6.57   	 -10.17		 55.08   	 -30.52		
-103.76   	 52.19   	  6.53   	  -5.09		 54.95   	 -35.61		
-103.76   	 52.19   	  6.51   	  -5.09		 54.81   	 -30.52		
-105.59   	 53.41   	  6.49   	   0.00		 54.69   	 -30.52		
-107.73   	 54.02   	  6.49   	  -5.09		 54.57   	 -30.52		
-108.03   	 54.02   	  6.47   	 -10.17		 54.45   	 -30.52		
-106.20   	 53.10   	  6.43   	 -10.17		 54.32   	 -30.52		
-102.23   	 50.96   	  6.39   	  -5.09		 54.20   	 -30.52		
-98.27   	 49.13   	  6.37   	 -10.17		 54.08   	 -30.52		
-96.44   	 48.52   	  6.33   	  -5.09		 53.96   	 -35.61		
-97.35   	 48.83   	  6.31   	 -10.17		 53.81   	 -30.52		
-100.40   	 50.35   	  6.27   	  -5.09		 53.69   	 -30.52		
-103.76   	 52.19   	  6.25   	   5.09		 53.57   	 -30.52		
-105.29   	 52.49   	  6.27   	  20.35		 53.45   	 -30.52		
-104.68   	 52.19   	  6.35   	  30.52		 53.33   	 -35.61		
-103.76   	 51.88   	  6.47   	  40.69		 53.18   	 -30.52		
-103.76   	 51.88   	  6.63   	  40.69		 53.06   	 -30.52		
-105.59   	 52.80   	  6.80   	  35.61		 52.94   	 -30.52		
-108.64   	 54.32   	  6.94   	  15.26		 52.82   	 -25.43		
-107.73   	 54.02   	  7.00   	 -10.17		 52.72   	 -30.52		
-97.05   	 48.83   	  6.96   	 -20.35		 52.59   	 -30.52		
-72.02   	 36.32   	  6.88   	 -10.17		 52.47   	 -30.52		
-28.08   	 14.34   	  6.84   	 -10.17		 52.35   	 -25.43		
 39.06   	-19.23   	  6.80   	 -20.35		 52.25   	 -25.43		
139.47   	-69.27   	  6.71   	 -15.26		 52.15   	 -30.52		
293.88   	-146.48   	  6.65   	 -10.17		 52.02   	 -25.43		
521.55   	-260.31   	  6.61   	  -5.09		 51.92   	 -30.52		
810.85   	-404.97   	  6.59   	   5.09		 51.80   	 -25.43		
1091.61   	-545.35   	  6.61(E)	  20.35		 51.70   	 -35.61		
1204.83(R)	-602.11   	  6.69   	   0.00		 51.56   	 -30.52		
926.82   	-462.95   	  6.69   	  15.26		 51.43   	 -30.52		
509.95   	-254.52   	  6.75   	  35.61		 51.31   	 -30.52		
104.37   	-51.88   	  6.90   	  35.61		 51.19   	 -30.52		
-168.46   	 84.53   	  7.04   	  35.61		 51.07   	 -25.43		
-274.96   	137.63   	  7.18   	  45.78		 50.97   	 -30.52		
-265.50   	133.36   	  7.37   	  61.04		 50.84   	 -25.43		
-227.97   	114.44   	  7.61   	 101.73		 50.74   	 -30.52		
-231.32   	115.97   	  8.02   	 127.16		 50.62   	 -20.35		
-288.39   	144.35   	  8.52   	 167.85		 50.54   	 -30.52		
-361.94   	180.97   	  9.20   	 183.11		 50.42   	 -25.43		
-399.17   	199.58   	  9.93   	 178.03		 50.32   	 -25.43		
-364.07   	182.19   	 10.64   	 193.29		 50.21   	 -25.43		
-262.15   	131.23   	 11.41   	 213.63		 50.11   	 -30.52		
-136.41   	 68.36   	 12.27   	 218.72		 49.99   	 -25.43		
-40.28   	 20.45   	 13.14   	 244.15		 49.89   	 -30.52		
 -2.14   	  1.22   	 14.12   	 233.98		 49.77   	 -25.43		
-12.21   	  6.41   	 15.06   	 223.80		 49.66   	 -30.52		
-39.37   	 19.84   	 15.95   	 335.71		 49.54   	 -25.43		
-53.71   	 27.16   	 17.29   	 584.94		 49.44   	 -25.43		
-47.00   	 24.11   	 19.63   	 768.05		 49.34   	 -20.35		
-28.99   	 14.95   	 22.71   	 971.51		 49.26   	 -25.43		
-15.56   	  8.24   	 26.59   	1271.61		 49.16   	 -25.43		
-13.73   	  7.32   	 31.68   	1378.43		 49.05   	 -20.35		
-17.40   	  9.16   	 37.19   	2060.01		 48.97   	 -25.43		
 -0.61   	  0.31   	 45.43   	 676.50		 48.87   	 -30.52		
 25.33   	-12.51   	 48.14   	 422.18		 48.75   	 -30.52		
 52.49   	-26.25   	 49.83   	 295.01		 48.63   	 -25.43		
 69.58   	-34.48   	 51.01   	 391.66		 48.52   	 -35.61		
 72.02   	-35.71   	 52.57   	 534.08		 48.38   	 -30.52		
 63.48   	-31.43   	 54.71   	 503.56		 48.26   	 -30.52		
 52.80   	-25.94   	 56.72   	 401.83		 48.14   	 -25.43		
 49.74   	-24.41   	 58.33   	 335.71		 48.04   	 -30.52		
 60.12   	-29.60   	 59.67   	 396.74		 47.91   	 -20.35		
 81.48   	-40.28   	 61.26   	 554.42		 47.83   	 -20.35		
103.76   	-51.57   	 63.48   	 808.75		 47.75   	 -20.35		
115.36   	-57.37   	 66.71   	 879.96		 47.67   	 -15.26		
112.00   	-55.85   	 70.23   	 620.55		 47.61   	 -15.26		
 99.79   	-49.74   	 72.72   	 523.90		 47.55   	 -15.26		
 88.50   	-44.25   	 74.81   	 503.56		 47.49   	 -15.26		
 83.31   	-41.20   	 76.83   	 320.45		 47.43   	 -15.26		
 79.04   	-39.06   	 78.11   	 167.85		 47.37   	 -15.26		
 65.31   	-32.04   	 78.78   	 111.90		 47.30   	 -20.35		
 39.06   	-18.92   	 79.23   	 147.51		 47.22   	 -20.35		
  7.93   	 -3.36   	 79.82   	  66.12		 47.14   	 -20.35		
-13.43   	  7.32   	 80.08   	-345.88		 47.06   	 -15.26		
-17.09   	  9.16   	 78.70   	-681.58		 47.00   	 -20.35		
 -5.80   	  3.36   	 75.97   	-676.50		 46.92   	 -20.35		
 10.07   	 -4.27   	 73.27   	-625.63		 46.84   	 -20.35		
 21.67   	-10.07   	 70.76   	-534.08		 46.75   	 -20.35		
 26.25   	-12.51   	 68.63   	-300.10		 46.67   	 -15.26		
 27.77   	-13.12   	 67.43   	 -66.12		 46.61   	 -15.26		
 31.13   	-14.95   	 67.16   	 122.07		 46.55   	  -5.09		
 38.76   	-18.62   	 67.65   	 335.71		 46.53(D)	  15.26		
 49.13   	-23.80   	 68.99   	 528.99		 46.59   	  66.12		
 60.42   	-29.60   	 71.11   	 630.72		 46.86   	 152.59		
 71.41   	-35.10   	 73.63   	 661.24		 47.47   	 284.84		
 82.40   	-40.89   	 76.28   	 661.24		 48.61   	 417.09		
 94.60   	-47.00   	 78.92   	 615.46		 50.27   	 544.25		
108.95   	-54.02   	 81.38   	 523.90		 52.45   	 630.72		
125.43   	-62.26   	 83.48   	 442.52		 54.97   	 676.50		
143.13   	-70.80   	 85.25   	 371.31		 57.68   	 666.32		
161.44   	-79.96   	 86.73   	 305.19		 60.35   	 610.37		
180.66   	-89.72   	 87.95   	 239.06		 62.79   	 508.65		
200.20   	-99.49   	 88.91   	 167.85		 64.82   	 396.74		
220.64   	-109.86   	 89.58   	 111.90		 66.41   	 289.93		
242.00   	-120.54   	 90.03   	  86.47		 67.57   	 198.37		
263.06   	-131.23   	 90.38   	  50.86		 68.36   	 137.33		
282.90   	-140.99   	 90.58   	  25.43		 68.91   	 122.07		
299.68   	-149.23   	 90.68   	  15.26		 69.40   	 137.33		
313.11   	-155.94   	 90.74   	  50.86		 69.95   	 188.20		
323.49   	-161.13   	 90.95   	  66.12		 70.70   	 269.58		
329.90   	-164.49   	 91.21   	  45.78		 71.78   	 356.05		
331.42   	-165.41   	 91.39   	  35.61		 73.20   	 447.61		
325.62   	-162.35   	 91.54   	  45.78		 74.99   	 513.73		
310.97   	-155.03   	 91.72   	  10.17		 77.05   	 564.60		
288.39   	-143.74   	 91.76(S)	 -50.86		 79.31   	 574.77		
260.01   	-129.39   	 91.56   	 -81.38		 81.61   	 564.60		
229.80   	-114.14   	 91.23   	-122.07		 83.87   	 518.82		
199.28   	-98.88   	 90.74   	-167.85		 85.94   	 467.95		
169.98   	-84.23   	 90.07   	-198.37		 87.81   	 406.92		
140.69   	-69.89   	 89.28   	-239.06		 89.44   	 366.22		
111.08   	-55.24   	 88.32   	-269.58		 90.91   	 330.62		
 81.79   	-40.59   	 87.24   	-315.36		 92.23   	 300.10		
 53.71   	-26.55   	 85.98   	-366.22		 93.43   	 295.01		
 28.38   	-13.73   	 84.52   	-422.18		 94.61   	 284.84		
  7.02   	 -3.05   	 82.83   	-462.87		 95.75   	 274.67		
-10.38   	  5.49   	 80.98   	-503.56		 96.85   	 254.32		
-24.11   	 11.90   	 78.96   	-549.34		 97.86   	 249.24		
-34.18   	 17.09   	 76.76   	-584.94		 98.86   	 239.06		
-41.81   	 20.75   	 74.42   	-600.20		 99.82   	 239.06		
-49.13   	 24.41   	 72.02   	-635.81		100.77   	 228.89		
-57.37   	 28.69   	 69.48   	-676.50		101.69   	 203.46		
-66.22   	 32.96   	 66.77   	-737.54		102.50   	 157.68		
-73.55   	 36.93   	 63.82   	-839.26		103.13   	 106.82		
-77.82   	 39.06   	 60.47   	-940.99		103.56   	  40.69		
-79.04   	 39.67   	 56.70   	-1047.81		103.72   	 -25.43		
-79.04   	 39.67   	 52.51   	-1174.97		103.62   	 -76.30		
-79.65   	 39.98   	 47.81   	-1230.92		103.32   	-106.82		
-82.09   	 41.20   	 42.89   	-1108.85		102.89   	-132.25		
-84.84   	 42.72   	 38.45   	-986.77		102.36   	-142.42		
-86.98   	 43.64   	 34.51   	-981.68		101.79   	-137.33		
-88.20   	 44.25   	 30.58   	-813.83		101.24   	-137.33		
-88.81   	 44.56   	 27.32   	-595.11		100.69   	-132.25		
-89.11   	 44.86   	 24.94   	-534.08		100.16   	-137.33		
-88.81   	 44.56   	 22.81   	-498.47		 99.61   	-142.42		
-87.59   	 43.95   	 20.81   	-376.40		 99.04   	-152.59		
-85.45   	 43.03   	 19.31   	-310.27		 98.43   	-167.85		
-83.62   	 42.11   	 18.07   	  N/A		 97.76   	  N/A		
