SAMPLE NUMBER:   8
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  DAO     	  DAO'		
-299.68   	-521.24   	  4.62   	 -91.56		 35.40   	 -61.04		
-186.16   	-376.59   	  4.25   	-106.82		 35.16   	 -61.04		
-97.05   	-207.82   	  3.83   	-101.73		 34.91   	 -50.86		
-43.95   	-96.13   	  3.42   	 -61.04		 34.71   	 -55.95		
-20.45   	-68.05   	  3.17   	   5.09		 34.49   	 -50.86		
-14.95   	-94.91   	  3.19   	 101.73		 34.28   	 -50.86		
-16.17   	-126.34   	  3.60   	 213.63		 34.08   	 -45.78		
-17.09   	-130.92   	  4.46   	 284.84		 33.90   	 -50.86		
-14.34   	-109.56   	  5.60   	 371.31		 33.69   	 -50.86		
 -9.46   	-81.48   	  7.08   	 488.30		 33.49   	 -45.78		
 -4.27   	-62.87   	  9.03   	 544.25		 33.31   	 -45.78		
 -0.92   	-56.46   	 11.21   	 564.60		 33.12   	 -45.78		
 -0.31   	-55.54   	 13.47   	 610.37		 32.94   	 -45.78		
 -0.92   	-53.41   	 15.91   	 645.98		 32.76   	 -45.78		
 -1.53   	-47.00   	 18.49   	 645.98		 32.57   	 -45.78		
 -1.22   	-37.23   	 21.08   	 661.24		 32.39   	 -45.78		
 -0.31   	-27.77   	 23.72   	 676.50		 32.21   	 -40.69		
  1.22   	-20.75   	 26.43   	 671.41		 32.04   	 -40.69		
  3.05   	-15.87   	 29.11   	 656.15		 31.88   	 -40.69		
  4.27   	-12.21   	 31.74   	 630.72		 31.72   	 -40.69		
  5.49   	 -7.32   	 34.26   	 605.29		 31.56   	 -35.61		
  7.93   	  2.75   	 36.68   	 534.08		 31.41   	 -40.69		
  8.85   	  6.41   	 38.82   	 457.78		 31.25   	 -30.52		
 10.38   	  8.85   	 40.65   	 386.57		 31.13   	 -30.52		
 12.51   	 10.68   	 42.20   	 320.45		 31.01   	 -15.26		
 15.87   	 12.82   	 43.48   	 259.41		 30.95(D)	   5.09		
 19.53   	 14.95   	 44.52   	 193.29		 30.97   	  40.69		
 22.89   	 17.09   	 45.29   	 147.51		 31.13   	  91.56		
 24.72   	 18.92   	 45.88   	 127.16		 31.50   	 147.51		
 25.33   	 20.75   	 46.39   	 111.90		 32.09   	 213.63		
 25.63   	 22.89   	 46.84   	 111.90		 32.94   	 264.50		
 25.63   	 25.33   	 47.28   	 106.82		 34.00   	 305.19		
 25.63   	 27.77   	 47.71   	 106.82		 35.22   	 330.62		
 24.72   	 29.30   	 48.14   	  96.64		 36.54   	 345.88		
 23.50   	 30.21   	 48.52   	  91.56		 37.92   	 356.05		
 21.06   	 31.13   	 48.89   	  71.21		 39.35   	 366.22		
 17.70   	 32.04   	 49.18   	  40.69		 40.81   	 376.40		
 14.04   	 33.26   	 49.34   	  15.26		 42.32   	 386.57		
 10.07   	 35.10   	 49.40(S)	 -10.17		 43.87   	 386.57		
  7.02   	 36.93   	 49.36   	 -35.61		 45.41   	 381.48		
  4.27   	 38.76   	 49.22   	 -66.12		 46.94   	 361.14		
  2.14   	 39.98   	 48.95   	 -76.30		 48.38   	 330.62		
  0.00   	 41.20   	 48.65   	 -91.56		 49.70   	 284.84		
 -2.44   	 42.42   	 48.28   	-101.73		 50.84   	 233.98		
 -4.27   	 44.25   	 47.87   	-106.82		 51.78   	 188.20		
 -5.80   	 47.30   	 47.45   	-127.16		 52.53   	 132.25		
 -7.02   	 55.85   	 46.94   	-132.25		 53.06   	 132.25		
 -7.32   	 61.95   	 46.41   	-137.33		 53.59   	 157.68		
 -7.02   	 69.89   	 45.86   	-147.51		 54.22   	 167.85		
 -5.49   	 79.65   	 45.27   	-152.59		 54.89   	 183.11		
 -1.83   	 91.86   	 44.66   	-162.77		 55.63   	 203.46		
  4.27   	105.90   	 44.01   	-172.94		 56.44   	 193.29		
 11.60   	120.24   	 43.32   	-183.11		 57.21   	 162.77		
 19.23   	133.06   	 42.58   	-188.20		 57.86   	 132.25		
 25.94   	142.21   	 41.83   	-203.46		 58.39   	  81.38		
 31.13   	146.18   	 41.02   	-208.54		 58.72   	  35.61		
 34.48   	144.96   	 40.18   	-213.63		 58.86(S)	 -10.17		
 36.32   	139.16   	 39.33   	-223.80		 58.82   	 -20.35		
 36.62   	129.70   	 38.43   	-228.89		 58.74   	 -25.43		
 35.40   	117.49   	 37.52   	-244.15		 58.64   	 -10.17		
 32.96   	103.45   	 36.54   	-259.41		 58.60   	  -5.09		
 28.99   	 88.81   	 35.50   	-289.93		 58.58   	   0.00		
 24.41   	 74.46   	 34.34   	-315.36		 58.58   	   0.00		
 19.84   	 61.34   	 33.08   	-356.05		 58.58   	 -10.17		
 16.17   	 50.05   	 31.66   	-386.57		 58.53   	 -30.52		
 13.43   	 40.89   	 30.11   	-432.35		 58.41   	 -66.12		
 11.60   	 34.18   	 28.38   	-473.04		 58.15   	 -91.56		
 10.68   	 32.04   	 26.49   	-493.39		 57.78   	-111.90		
 11.60   	 38.15   	 24.52   	-503.56		 57.33   	-127.16		
 14.95   	 56.76   	 22.50   	-498.47		 56.83   	-137.33		
 20.75   	 88.50   	 20.51   	-483.21		 56.28   	-137.33		
 28.08   	128.78   	 18.58   	-452.69		 55.73   	-132.25		
 35.71   	168.15   	 16.76   	-417.09		 55.20   	-127.16		
 42.42   	200.20   	 15.10   	-376.40		 54.69   	-111.90		
 48.52   	222.78   	 13.59   	-350.97		 54.24   	-111.90		
 53.71   	239.26   	 12.19   	-335.71		 53.79   	-122.07		
 57.07   	252.99   	 10.84   	-315.36		 53.31   	-137.33		
 57.98   	264.28   	  9.58   	-300.10		 52.76   	-162.77		
 56.76   	271.00   	  8.38   	-289.93		 52.11   	-188.20		
 53.71   	267.64   	  7.22   	-269.58		 51.35   	-203.46		
 49.13   	249.63   	  6.14   	-249.24		 50.54   	-208.54		
 42.72   	214.23   	  5.15   	-218.72		 49.70   	-198.37		
 34.18   	162.35   	  4.27   	-178.03		 48.91   	-183.11		
 23.80   	100.10   	  3.56   	-142.42		 48.18   	-162.77		
 13.43   	 38.45   	  2.99   	-101.73		 47.53   	-137.33		
  4.58   	-11.29   	  2.58   	 -66.12		 46.98   	-116.99		
 -2.75   	-44.86   	  2.32   	 -45.78		 46.51   	-106.82		
 -8.24   	-64.70   	  2.14   	 -25.43		 46.08   	-101.73		
-12.21   	-77.51   	  2.03   	 -15.26		 45.68   	-106.82		
-15.26   	-89.42   	  1.97   	 -20.35		 45.25   	-122.07		
-17.09   	-102.23   	  1.89   	 -20.35		 44.76   	-127.16		
-18.31   	-113.53   	  1.81   	 -25.43		 44.25   	-137.33		
-19.53   	-121.77   	  1.71   	 -35.61		 43.70   	-147.51		
-21.06   	-126.65   	  1.57   	 -45.78		 43.11   	-142.42		
-22.89   	-130.31   	  1.38   	 -61.04		 42.54   	-132.25		
-24.72   	-133.97   	  1.14   	 -55.95		 42.01   	-122.07		
-25.63   	-138.24   	  0.92   	 -55.95		 41.53   	-116.99		
-26.25   	-142.21   	  0.69   	 -50.86		 41.06   	 -96.64		
-26.86   	-140.99   	  0.49   	 -30.52		 40.67   	 -91.56		
-27.77   	-130.00   	  0.37   	 -15.26		 40.31   	 -86.47		
-29.91   	-108.95   	  0.31(D)	  15.26		 39.96   	 -76.30		
-30.82   	-90.64   	  0.37   	  66.12		 39.65   	 -76.30		
-23.50   	-90.64   	  0.63   	  91.56		 39.35   	 -76.30		
  0.00   	-118.71   	  1.00   	 116.99		 39.04   	 -76.30		
 42.11   	-160.52   	  1.46   	 127.16		 38.74   	 -81.38		
 95.21   	-175.78   	  1.97   	 132.25		 38.41   	 -81.38		
139.16   	-126.04   	  2.50   	 137.33		 38.09   	 -81.38		
146.18   	-10.99   	  3.05   	 132.25		 37.76   	 -76.30		
 93.08   	121.46   	  3.58   	 111.90		 37.46   	 -71.21		
-21.36   	187.68   	  4.03   	  86.47		 37.17   	 -76.30		
-314.94   	-90.33   	  4.37   	  55.95		 36.87   	 -66.12		
-401.00   	-358.89   	  4.60   	  35.61		 36.60   	 -66.12		
-406.19   	-572.20   	  4.74   	   5.09		 36.34   	 -66.12		
-339.66   	-635.99(R)	  4.76(E)	 -15.26		 36.07   	 -61.04		
-235.29   	-536.80   	  4.70   	 -20.35		 35.83   	 -61.04		
-131.84   	-347.60   	  4.62   	 -10.17		 35.58   	 -61.04		
-56.46   	-173.65   	  4.58   	   5.09		 35.34   	 -61.04		
-16.78   	-86.36   	  4.60   	  25.43		 35.10   	 -55.95		
 -5.49   	-88.20   	  4.70   	  66.12		 34.87   	 -55.95		
 -8.54   	-131.53   	  4.96   	 127.16		 34.65   	 -55.95		
-14.04   	-162.96   	  5.47   	 183.11		 34.43   	 -50.86		
-15.56   	-160.52   	  6.21   	 233.98		 34.22   	 -45.78		
-11.90   	-135.50   	  7.14   	 330.62		 34.04   	 -45.78		
 -6.10   	-110.78   	  8.46   	 437.43		 33.86   	 -40.69		
 -1.53   	-98.57   	 10.21   	 498.47		 33.69   	 -45.78		
  0.00   	-96.74   	 12.21   	 528.99		 33.51   	 -40.69		
 -0.31   	-95.83   	 14.32   	 595.11		 33.35   	 -45.78		
 -0.61   	-90.33   	 16.70   	 640.89		 33.16   	 -45.78		
  0.31   	-79.96   	 19.27   	 640.89		 32.98   	 -40.69		
  2.14   	-68.36   	 21.83   	 661.24		 32.82   	 -45.78		
  3.97   	-58.59   	 24.48   	 691.76		 32.63   	 -50.86		
  6.10   	-52.19   	 27.24   	 691.76		 32.43   	 -45.78		
  7.93   	-47.61   	 30.01   	 666.32		 32.25   	 -40.69		
  9.77   	-43.03   	 32.68   	 630.72		 32.09   	 -40.69		
 11.29   	-38.45   	 35.20   	 605.29		 31.92   	 -40.69		
 13.43   	-28.69   	 37.62   	 534.08		 31.76   	 -35.61		
 14.34   	-24.41   	 39.76   	 447.61		 31.62   	 -30.52		
 15.26   	-20.45   	 41.55   	 381.48		 31.50   	 -20.35		
 15.87   	-16.48   	 43.07   	 310.27		 31.41   	  -5.09		
 17.09   	-12.82   	 44.31   	 254.32		 31.39(D)	  20.35		
 18.62   	 -9.46   	 45.33   	 208.54		 31.47   	  66.12		
 20.14   	 -6.10   	 46.16   	 167.85		 31.74   	 116.99		
 21.67   	 -3.36   	 46.84   	 137.33		 32.21   	 178.03		
 23.19   	 -0.92   	 47.39   	 122.07		 32.92   	 228.89		
 24.41   	  1.53   	 47.87   	 101.73		 33.84   	 274.67		
 25.63   	  4.27   	 48.28   	  96.64		 34.93   	 315.36		
 26.25   	  6.71   	 48.67   	  81.38		 36.20   	 340.79		
 26.86   	  8.85   	 48.99   	  71.21		 37.56   	 350.97		
 26.55   	 10.99   	 49.28   	  61.04		 38.96   	 366.22		
 25.02   	 12.82   	 49.52   	  40.69		 40.43   	 376.40		
 22.58   	 14.95   	 49.68   	  20.35		 41.93   	 381.48		
 19.53   	 17.40   	 49.77(S)	  -5.09		 43.46   	 386.57		
 16.48   	 19.53   	 49.75   	 -20.35		 45.00   	 386.57		
 13.12   	 21.36   	 49.66   	 -50.86		 46.55   	 376.40		
  9.77   	 22.89   	 49.46   	 -61.04		 48.06   	 350.97		
  6.71   	 24.72   	 49.22   	 -81.38		 49.46   	 320.45		
  3.97   	 27.47   	 48.89   	 -96.64		 50.74   	 284.84		
  1.53   	 31.13   	 48.50   	-106.82		 51.88   	 239.06		
 -1.22   	 34.48   	 48.08   	-111.90		 52.84   	 198.37		
 -3.97   	 37.23   	 47.63   	-142.42		 53.63   	 178.03		
 -7.63   	 44.25   	 47.06   	-147.51		 54.34   	 172.94		
 -7.93   	 50.35   	 46.47   	-152.59		 55.04   	 172.94		
 -6.41   	 59.51   	 45.86   	-157.68		 55.73   	 167.85		
 -3.97   	 71.11   	 45.23   	-162.77		 56.40   	 178.03		
 -0.31   	 85.75   	 44.58   	-167.85		 57.11   	 188.20		
  4.58   	102.54   	 43.91   	-172.94		 57.86   	 183.11		
 10.99   	120.24   	 43.21   	-183.11		 58.60   	 167.85		
 18.62   	136.41   	 42.48   	-193.29		 59.27   	 142.42		
 26.55   	148.32   	 41.71   	-193.29		 59.84   	 111.90		
 33.26   	153.81   	 40.94   	-208.54		 60.28   	  71.21		
 37.84   	151.98   	 40.10   	-213.63		 60.57   	  35.61		
 39.06   	143.13   	 39.25   	-233.98		 60.71(S)	 -10.17		
 37.54   	129.09   	 38.31   	-254.32		 60.67   	 -30.52		
 34.18   	112.00   	 37.29   	-279.75		 60.55   	 -50.86		
 30.82   	 93.08   	 36.17   	-305.19		 60.35   	 -61.04		
 27.77   	 74.16   	 34.95   	-340.79		 60.10   	 -50.86		
 24.72   	 56.76   	 33.59   	-376.40		 59.90   	 -50.86		
 21.06   	 40.89   	 32.09   	-406.92		 59.69   	 -50.86		
 16.48   	 27.47   	 30.46   	-432.35		 59.49   	 -40.69		
 12.21   	 17.09   	 28.73   	-462.87		 59.33   	 -50.86		
  9.46   	 11.90   	 26.88   	-478.13		 59.12   	 -66.12		
  9.77   	 16.17   	 24.96   	-483.21		 58.86   	 -86.47		
 12.82   	 35.10   	 23.03   	-493.39		 58.51   	-111.90		
 18.31   	 69.89   	 21.06   	-478.13		 58.07   	-127.16		
 25.33   	114.75   	 19.15   	-457.78		 57.56   	-137.33		
 32.35   	159.91   	 17.31   	-427.26		 57.01   	-137.33		
 39.37   	195.31   	 15.61   	-401.83		 56.46   	-137.33		
 45.47   	218.81   	 14.00   	-376.40		 55.91   	-137.33		
 50.96   	233.76   	 12.49   	-356.05		 55.36   	-147.51		
 54.32   	246.28   	 11.07   	-335.71		 54.77   	-152.59		
 55.24   	258.48   	  9.73   	-315.36		 54.16   	-157.68		
 53.71   	268.25   	  8.46   	-284.84		 53.53   	-172.94		
 50.66   	269.17   	  7.32   	-254.32		 52.84   	-188.20		
 46.08   	253.91   	  6.31   	-223.80		 52.09   	-193.29		
 40.28   	217.59   	  5.41   	-178.03		 51.31   	-193.29		
 32.65   	161.13   	  4.70   	-132.25		 50.54   	-198.37		
 22.89   	 92.47   	  4.17   	 -96.64		 49.75   	-188.20		
 12.21   	 24.72   	  3.78   	 -61.04		 48.99   	-167.85		
  2.44   	-29.60   	  3.54   	 -40.69		 48.32   	-157.68		
 -5.49   	-64.70   	  3.38   	 -30.52		 47.69   	-142.42		
-11.90   	-84.84   	  3.26   	 -25.43		 47.12   	-132.25		
-17.40   	-97.96   	  3.15   	 -30.52		 46.59   	-127.16		
-21.36   	-110.47   	  3.03   	 -35.61		 46.08   	-127.16		
-23.80   	-124.21   	  2.89   	 -45.78		 45.57   	-122.07		
-24.72   	-136.41   	  2.71   	 -55.95		 45.09   	-127.16		
-24.41   	-144.35   	  2.48   	 -71.21		 44.58   	-132.25		
-23.80   	-148.32   	  2.20   	 -76.30		 44.05   	-132.25		
-24.11   	-150.45   	  1.89   	 -81.38		 43.52   	-132.25		
-24.41   	-153.20   	  1.57   	 -76.30		 42.99   	-127.16		
-25.02   	-157.17   	  1.26   	 -66.12		 42.48   	-122.07		
-25.63   	-161.74   	  1.00   	 -45.78		 41.99   	-111.90		
-26.55   	-162.35   	  0.81(D)	  10.17		 41.55   	-106.82		
-28.99   	-153.20   	  0.85   	  45.78		 41.12   	 -96.64		
-32.35   	-135.80   	  1.04   	  61.04		 40.73   	 -91.56		
-33.87   	-121.46   	  1.28   	  71.21		 40.37   	 -86.47		
-26.25   	-126.65   	  1.57   	  66.12		 40.02   	 -81.38		
 -3.05   	-158.08   	  1.83   	  66.12		 39.69   	 -86.47		
 37.23   	-198.67   	  2.10   	  71.21		 39.35   	 -81.38		
 86.06   	-205.69   	  2.38   	  76.30		 39.02   	 -81.38		
122.99   	-142.82   	  2.69   	  71.21		 38.70   	 -81.38		
122.38   	-14.34   	  2.97   	  61.04		 38.37   	 -76.30		
 65.00   	123.29   	  3.21   	  50.86		 38.07   	 -76.30		
-47.91   	181.27   	  3.42   	  55.95		 37.76   	 -81.38		
-323.18   	-140.69   	  3.64   	  66.12		 37.44   	 -76.30		
-398.86   	-423.58   	  3.91   	  N/A		 37.13   	  N/A		
