SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  LRA     	  LRA'		
234.07   	370.18   	 15.54   	  76.30		116.95   	   0.00		
148.62   	573.12(R)	 15.85   	 193.29		116.95   	   5.09		
-196.84   	512.70   	 16.62   	  86.47		116.97   	   0.00		
-335.39   	208.44   	 16.97   	  86.47		116.97   	   5.09		
-370.18   	-113.53   	 17.31   	  81.38		116.99   	   0.00		
-298.46   	-285.03   	 17.64   	  76.30		116.99   	   0.00		
-170.90   	-249.94   	 17.94   	  81.38		116.99   	   0.00		
-60.42   	-96.74   	 18.27   	  81.38		116.99   	   0.00		
-13.73   	 32.65   	 18.60   	  71.21		116.99   	   0.00		
-27.77   	 57.07   	 18.88   	  91.56		116.99   	   5.09		
-64.39   	 -1.22   	 19.25   	 116.99		117.01   	   0.00		
-85.45   	-65.92   	 19.72   	 147.51		117.01   	   5.09		
-79.35   	-84.23   	 20.31   	 183.11		117.03   	   0.00		
-58.59   	-59.51   	 21.04   	 228.89		117.03   	   0.00		
-42.11   	-28.08   	 21.95   	 284.84		117.03   	   0.00		
-38.45   	-15.87   	 23.09   	 356.05		117.03   	   0.00		
-43.64   	-22.28   	 24.52   	 396.74		117.03   	   5.09		
-48.83   	-33.87   	 26.10   	 437.43		117.05   	   5.09		
-49.44   	-40.89   	 27.85   	 498.47		117.07   	   0.00		
-45.78   	-40.89   	 29.85   	 539.16		117.07   	   0.00		
-40.89   	-36.32   	 32.00   	 523.90		117.07   	   5.09		
-37.23   	-31.43   	 34.10   	 503.56		117.09   	   0.00		
-35.40   	-28.69   	 36.11   	 483.21		117.09   	   0.00		
-34.18   	-28.38   	 38.05   	 447.61		117.09   	   5.09		
-32.96   	-28.08   	 39.84   	 401.83		117.11   	   0.00		
-31.43   	-26.55   	 41.44   	 361.14		117.11   	   0.00		
-29.91   	-23.80   	 42.89   	 595.11		117.11   	   5.09		
-26.25   	-19.84   	 45.27   	 233.98		117.13   	   0.00		
-23.19   	-18.01   	 46.21   	 223.80		117.13   	   5.09		
-19.23   	-15.87   	 47.10   	 188.20		117.15   	   0.00		
-15.56   	-13.43   	 47.85   	 142.42		117.15   	   5.09		
-13.12   	-11.60   	 48.42   	 122.07		117.17   	   0.00		
-12.82   	-11.29   	 48.91   	 106.82		117.17   	   0.00		
-13.43   	-11.60   	 49.34   	  81.38		117.17   	   5.09		
-13.73   	-12.82   	 49.66   	  91.56		117.19   	   0.00		
-13.73   	-13.73   	 50.03   	 132.25		117.19   	   0.00		
-13.12   	-15.26   	 50.56   	 147.51		117.19   	   0.00		
-12.21   	-17.40   	 51.15   	 142.42		117.19   	   5.09		
-11.60   	-19.84   	 51.72   	 142.42		117.21   	   0.00		
-10.68   	-21.97   	 52.29   	 157.68		117.21   	   5.09		
 -9.16   	-22.89   	 52.92   	 172.94		117.23   	   0.00		
 -6.71   	-22.89   	 53.61   	 178.03		117.23   	   5.09		
 -3.97   	-23.19   	 54.32   	 178.03		117.25   	   0.00		
 -1.22   	-24.11   	 55.04   	 198.37		117.25   	   0.00		
  1.22   	-25.63   	 55.83   	 193.29		117.25   	   0.00		
  2.75   	-27.47   	 56.60   	 172.94		117.25   	   0.00		
  3.66   	-28.99   	 57.29   	 167.85		117.25   	   0.00		
  3.36   	-30.52   	 57.97   	 183.11		117.25   	   5.09		
  1.83   	-32.35   	 58.70   	 188.20		117.27   	   5.09		
  0.00   	-35.10   	 59.45   	 167.85		117.29   	   0.00		
 -1.53   	-37.84   	 60.12   	 152.59		117.29   	   0.00		
 -1.83   	-40.28   	 60.73   	 142.42		117.29   	   0.00		
 -1.83   	-42.42   	 61.30   	 137.33		117.29   	   0.00		
 -1.22   	-44.25   	 61.85   	 122.07		117.29   	   0.00		
 -1.22   	-45.78   	 62.34   	 106.82		117.29   	   5.09		
 -1.53   	-47.00   	 62.77   	  50.86		117.31   	   0.00		
 -2.14   	-48.22   	 62.97   	  10.17		117.31   	   5.09		
 -2.14   	-49.44   	 63.01(S)	 -45.78		117.33   	   0.00		
 -1.83   	-51.27   	 62.83   	-132.25		117.33   	   5.09		
 -0.61   	-53.10   	 62.30   	-218.72		117.35   	   5.09		
  0.31   	-55.24   	 61.42   	-295.01		117.37   	   0.00		
  0.31   	-58.29   	 60.24   	-356.05		117.37   	   0.00		
 -1.22   	-62.26   	 58.82   	-350.97		117.37   	   0.00		
 -3.97   	-66.53   	 57.42   	-295.01		117.37   	   5.09		
 -7.63   	-71.11   	 56.24   	-259.41		117.40   	   0.00		
-11.29   	-74.77   	 55.20   	-218.72		117.40   	   0.00		
-14.04   	-77.21   	 54.32   	-183.11		117.40   	   5.09		
-15.87   	-79.04   	 53.59   	-193.29		117.42   	   5.09		
-16.48   	-79.04   	 52.82   	-213.63		117.44   	   0.00		
-15.26   	-76.29   	 51.96   	-188.20		117.44   	   0.00		
-11.60   	-69.58   	 51.21   	-152.59		117.44   	   5.09		
 -5.49   	-57.98   	 50.60   	-157.68		117.46   	   0.00		
  3.05   	-42.72   	 49.97   	-162.77		117.46   	   5.09		
 12.51   	-25.33   	 49.32   	-152.59		117.48   	   0.00		
 21.97   	 -7.32   	 48.71   	-188.20		117.48   	   0.00		
 30.52   	 10.38   	 47.96   	-223.80		117.48   	   5.09		
 37.84   	 26.25   	 47.06   	-244.15		117.50   	   0.00		
 43.03   	 39.37   	 46.08   	-264.50		117.50   	   0.00		
 46.39   	 48.22   	 45.03   	-295.01		117.50   	   0.00		
 47.61   	 52.19   	 43.85   	-366.22		117.50   	   5.09		
 47.30   	 52.49   	 42.38   	-452.69		117.52   	   0.00		
 46.39   	 50.96   	 40.57   	-488.30		117.52   	   5.09		
 46.08   	 49.44   	 38.62   	-478.13		117.54   	   0.00		
 46.08   	 48.22   	 36.70   	-483.21		117.54   	   0.00		
 46.69   	 47.00   	 34.77   	-513.73		117.54   	   0.00		
 46.69   	 45.47   	 32.72   	-528.99		117.54   	   5.09		
 45.78   	 43.33   	 30.60   	-508.65		117.56   	   0.00		
 44.25   	 41.20   	 28.57   	-473.04		117.56   	   0.00		
 43.03   	 39.37   	 26.67   	-452.69		117.56   	   5.09		
 42.11   	 38.76   	 24.86   	-432.35		117.58   	   5.09		
 41.81   	 38.15   	 23.13   	-381.48		117.60   	   0.00		
 41.20   	 37.23   	 21.61   	-320.45		117.60   	   0.00		
 39.37   	 35.40   	 20.33   	-284.84		117.60   	   5.09		
 36.32   	 32.04   	 19.19   	-284.84		117.62   	   0.00		
 32.96   	 28.38   	 18.05   	-244.15		117.62   	   0.00		
 30.82   	 25.33   	 17.07   	-152.59		117.62   	   5.09		
 29.91   	 24.41   	 16.46   	-122.07		117.64   	   0.00		
 30.52   	 25.63   	 15.97   	-137.33		117.64   	   5.09		
 31.74   	 28.69   	 15.42   	-116.99		117.66   	   5.09		
 32.35   	 31.43   	 14.95   	 -30.52		117.68   	   0.00		
 32.65   	 32.65   	 14.83   	  -5.09		117.68   	   0.00		
 33.26   	 33.26   	 14.81   	 -40.69		117.68   	   5.09		
 35.71   	 35.40   	 14.65   	 -35.61		117.70   	   5.09		
 41.50   	 43.03   	 14.51(D)	  25.43		117.72   	   5.09		
 51.57   	 58.90   	 14.61   	  25.43		117.74   	   0.00		
 64.70   	 81.79   	 14.71   	 -15.26		117.74   	   5.09		
 77.82   	106.51   	 14.65   	  15.26		117.76   	   0.00		
 87.89   	126.95   	 14.71   	  50.86		117.76   	   5.09		
 93.69   	140.69   	 14.91   	  40.69		117.78   	   0.00		
 96.13   	149.54   	 15.08   	  45.78		117.78   	   0.00		
 95.83   	156.56   	 15.26   	  50.86		117.78   	   0.00		
 92.47   	160.22   	 15.46   	  50.86		117.78   	   5.09		
 85.75   	155.03   	 15.67   	  66.12		117.80   	   5.09		
 75.99   	136.72   	 15.93   	  76.30		117.82   	   0.00		
 65.00   	106.51   	 16.24   	  66.12		117.82   	   0.00		
 54.02   	 72.02   	 16.50   	  45.78		117.82   	   0.00		
 43.03   	 40.89   	 16.68   	  45.78		117.82   	   0.00		
 32.35   	 18.31   	 16.87   	  40.69		117.82   	   5.09		
 22.58   	  3.05   	 17.03   	  10.17		117.84   	   5.09		
 16.17   	 -5.80   	 17.07   	 -20.35		117.86   	   5.09		
 14.34   	 -9.16   	 16.99   	 -10.17		117.88   	   0.00		
 16.48   	 -8.24   	 16.95   	  -5.09		117.88   	   0.00		
 19.84   	 -4.58   	 16.93   	 -15.26		117.88   	   0.00		
 22.28   	 -1.53   	 16.87   	 -30.52		117.88   	   0.00		
 22.89   	  0.00   	 16.74   	 -15.26		117.88   	   0.00		
 22.89   	  0.31   	 16.68   	  10.17		117.88   	   5.09		
 22.89   	  0.92   	 16.72   	 -10.17		117.90   	   0.00		
 23.50   	  1.53   	 16.68   	 -20.35		117.90   	   5.09		
 25.94   	  0.31   	 16.60   	   5.09		117.92   	   5.09		
 34.18   	 -4.27   	 16.62   	  15.26		117.94   	   0.00		
 55.24   	-13.73   	 16.68   	   0.00		117.94   	   0.00		
 95.52   	-23.50   	 16.68   	  25.43		117.94   	   5.09		
155.64   	-18.01   	 16.79   	  55.95		117.96   	   0.00		
225.22   	 31.74   	 17.01   	  45.78		117.96   	   5.09		
277.10   	161.13   	 17.19   	  55.95		117.99   	   0.00		
276.18   	377.81   	 17.42   	  76.30		117.99   	   5.09		
199.58   	616.15   	 17.72   	 106.82		118.01   	   0.00		
-109.86   	685.12   	 18.15   	  76.30		118.01   	   0.00		
-228.58   	416.26   	 18.45   	  76.30		118.01   	   5.09		
-251.77   	 75.07   	 18.76   	  66.12		118.03   	   0.00		
-180.66   	-159.61   	 19.02   	  50.86		118.03   	   5.09		
-64.70   	-192.57   	 19.23   	  71.21		118.05   	   0.00		
 32.96   	-75.38   	 19.51   	  91.56		118.05   	   5.09		
 73.55   	 58.59   	 19.88   	  76.30		118.07   	   0.00		
 61.95   	108.34   	 20.18   	  N/A		118.07   	  N/A		
