SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RFA     	  RFA'		  RV     	  RV'		
-74.46   	-55.24   	 81.34   	 -15.26		  3.07   	  50.86		
-73.85   	-57.07   	 81.28   	 -25.43		  3.28   	  50.86		
-72.63   	-55.54   	 81.18   	 -40.69		  3.48   	  40.69		
-72.33   	-54.63   	 81.02   	 -40.69		  3.64   	   0.00		
-73.55   	-56.15   	 80.85   	 -35.61		  3.64   	 -15.26		
-75.38   	-59.51   	 80.71   	 -40.69		  3.58   	 -10.17		
-75.99   	-63.17   	 80.55   	 -40.69		  3.54   	 -10.17		
-75.68   	-66.22   	 80.39   	 -40.69		  3.50   	 -20.35		
-75.38   	-68.05   	 80.22   	 -35.61		  3.42   	 -20.35		
-76.60   	-70.80   	 80.08   	 -45.78		  3.34   	 -10.17		
-79.65   	-72.63   	 79.90   	 -45.78		  3.30   	   0.00		
-84.84   	-67.44   	 79.71   	 -55.95		  3.30   	   0.00		
-92.47   	-45.78   	 79.49   	 -71.21		  3.30   	  -5.09		
-101.32   	 -2.75   	 79.21   	 -71.21		  3.28   	  15.26		
-104.37   	 56.15   	 78.92   	 -71.21		  3.34   	  50.86		
-88.50   	119.93   	 78.64   	 -71.21		  3.54   	  50.86		
-39.37   	182.19   	 78.35   	 -76.30		  3.74   	  40.69		
 54.02   	240.17   	 78.05   	 -71.21		  3.91   	  55.95		
185.55   	278.63   	 77.76   	-147.51		  4.13   	 203.46		
411.68   	146.18   	 77.17   	 -66.12		  4.94   	 137.33		
404.66   	-57.07   	 76.91   	 -61.04		  5.49   	 137.33		
283.51   	-292.97   	 76.66   	 -61.04		  6.04   	 132.25		
 81.18   	-473.94   	 76.42   	 -61.04		  6.57   	 122.07		
-124.51   	-545.35(R)	 76.17   	 -66.12		  7.06(E)	  66.12		
-254.21   	-526.12   	 75.91   	 -66.12		  7.32   	  10.17		
-273.44   	-480.65   	 75.65   	 -66.12		  7.37   	 -25.43		
-203.86   	-453.19   	 75.38   	 -71.21		  7.26   	 -40.69		
-105.59   	-436.40   	 75.10   	 -71.21		  7.10   	 -61.04		
-34.48   	-392.46   	 74.81   	 -66.12		  6.86   	 -61.04		
-11.60   	-297.85   	 74.55   	 -71.21		  6.61   	 -35.61		
-22.89   	-172.42   	 74.26   	 -61.04		  6.47   	  -5.09		
-41.50   	-63.78   	 74.02   	 -66.12		  6.45   	  25.43		
-49.74   	 -8.54   	 73.75   	 -71.21		  6.55   	  86.47		
-46.08   	 -6.10   	 73.47   	 -71.21		  6.90   	 142.42		
-38.15   	-27.77   	 73.18   	 -71.21		  7.47   	  86.47		
-32.96   	-44.25   	 72.90   	 -76.30		  7.81   	 -76.30		
-30.82   	-42.42   	 72.59   	 -71.21		  7.51   	 -81.38		
-29.60   	-26.55   	 72.31   	 -61.04		  7.18   	 289.93		
-26.86   	 -8.54   	 72.06   	 -61.04		  8.34   	 656.15		
-22.58   	  3.05   	 71.82   	 -66.12		 10.97   	 630.72		
-17.70   	  8.24   	 71.56   	 -61.04		 13.49   	 503.56		
-13.43   	 11.90   	 71.31   	 -66.12		 15.50   	 432.35		
-10.07   	 17.40   	 71.05   	 -66.12		 17.23   	 467.95		
 -7.02   	 23.50   	 70.78   	-116.99		 19.10   	1291.96		
  1.22   	 31.43   	 70.32   	 -50.86		 24.27   	 569.68		
  6.10   	 31.43   	 70.11   	 -50.86		 26.55   	 518.82		
 10.99   	 31.13   	 69.91   	 -61.04		 28.63   	 457.78		
 16.48   	 32.65   	 69.66   	 -66.12		 30.46   	 320.45		
 22.28   	 36.62   	 69.40   	 -66.12		 31.74   	 183.11		
 29.30   	 43.64   	 69.14   	 -66.12		 32.47   	  86.47		
 36.62   	 52.80   	 68.87   	 -61.04		 32.82(S)	 -10.17		
 44.25   	 64.09   	 68.63   	 -45.78		 32.78   	 -96.64		
 52.19   	 77.82   	 68.44   	 -40.69		 32.39   	-157.68		
 60.42   	 93.69   	 68.28   	 -35.61		 31.76   	-193.29		
 69.27   	110.17   	 68.14   	 -30.52		 30.99   	-198.37		
 79.35   	125.43   	 68.02   	 -30.52		 30.19   	-183.11		
 90.03   	138.24   	 67.89   	 -35.61		 29.46   	-172.94		
100.40   	148.93   	 67.75   	 -25.43		 28.77   	-147.51		
109.86   	158.69   	 67.65   	 -20.35		 28.18   	 -96.64		
118.71   	169.37   	 67.57   	  -5.09		 27.79   	 -40.69		
127.26   	180.97   	 67.55(D)	  20.35		 27.63   	 -10.17		
136.11   	192.26   	 67.63   	  86.47		 27.59   	  35.61		
145.26   	201.42   	 67.98   	 198.37		 27.73   	  76.30		
154.11   	208.44   	 68.77   	 412.00		 28.04   	 101.73		
161.74   	214.23   	 70.42   	 691.76		 28.44   	 106.82		
167.24   	222.47   	 73.18   	1007.12		 28.87   	 116.99		
170.29   	234.38   	 77.21   	1271.61		 29.34   	 132.25		
171.51   	247.80   	 82.30   	1403.86		 29.87   	 122.07		
172.12   	258.79   	 87.91   	1373.34		 30.36   	  81.38		
173.34   	264.89   	 93.41   	1205.49		 30.68   	  71.21		
175.17   	266.11   	 98.23   	 956.25		 30.97   	  66.12		
177.92   	264.59   	102.05   	 676.50		 31.23   	  55.95		
180.05   	261.54   	104.76   	 432.35		 31.45   	  30.52		
180.36   	256.35   	106.49   	 254.32		 31.58   	  15.26		
177.61   	246.58   	107.51   	 127.16		 31.64   	   0.00		
170.29   	230.41   	108.02   	  86.47		 31.64   	  -5.09		
157.47   	209.05   	108.36   	 106.82		 31.62   	  -5.09		
139.16   	184.02   	108.79   	 167.85		 31.60   	   5.09		
115.36   	158.69   	109.46   	 244.15		 31.62   	   0.00		
 88.50   	134.58   	110.44   	 310.27		 31.62   	  10.17		
 60.73   	111.08   	111.68   	 335.71		 31.66   	  15.26		
 35.10   	 86.67   	113.02   	 320.45		 31.72   	  10.17		
 12.21   	 60.42   	114.30   	 254.32		 31.76   	  15.26		
 -6.71   	 32.96   	115.32   	 162.77		 31.82   	  15.26		
-21.67   	  7.63   	115.97   	  81.38		 31.88   	  20.35		
-32.04   	-12.51   	116.30(S)	   0.00		 31.96   	  15.26		
-38.45   	-28.08   	116.30   	 -71.21		 32.02   	  15.26		
-42.42   	-42.11   	116.01   	-127.16		 32.09   	  10.17		
-45.47   	-57.37   	115.50   	-167.85		 32.13   	 -10.17		
-48.52   	-73.85   	114.83   	-172.94		 32.09   	 -15.26		
-51.57   	-87.89   	114.14   	-183.11		 32.02   	 -20.35		
-53.41   	-97.05   	113.41   	-167.85		 31.94   	 -30.52		
-53.41   	-100.71   	112.74   	-147.51		 31.82   	 -45.78		
-52.80   	-101.62   	112.15   	-142.42		 31.64   	 -50.86		
-52.80   	-102.23   	111.58   	-127.16		 31.43   	 -55.95		
-54.32   	-103.15   	111.07   	-142.42		 31.21   	 -76.30		
-56.76   	-104.37   	110.50   	-162.77		 30.91   	 -91.56		
-59.20   	-104.98   	109.85   	-198.37		 30.54   	 -86.47		
-61.65   	-104.98   	109.05   	-223.80		 30.19   	 -86.47		
-64.39   	-106.51   	108.16   	-249.24		 29.85   	-111.90		
-67.44   	-109.56   	107.16   	-254.32		 29.40   	-152.59		
-70.50   	-113.53   	106.14   	-264.50		 28.79   	-183.11		
-72.33   	-116.27   	105.09   	-259.41		 28.06   	-279.75		
-72.63   	-116.88   	104.05   	-244.15		 26.94   	-427.26		
-72.02   	-115.36   	103.07   	-239.06		 25.23   	-335.71		
-71.41   	-112.00   	102.12   	-218.72		 23.89   	-157.68		
-70.80   	-107.73   	101.24   	-213.63		 23.26   	-396.74		
-69.58   	-103.45   	100.39   	-193.29		 21.67   	-483.21		
-67.44   	-98.27   	 99.61   	-178.03		 19.74   	-279.75		
-64.70   	-92.16   	 98.90   	-178.03		 18.62   	-335.71		
-62.26   	-84.84   	 98.19   	-178.03		 17.27   	-437.43		
-60.42   	-76.29   	 97.48   	-193.29		 15.52   	-345.88		
-58.59   	-68.97   	 96.70   	-198.37		 14.14   	-345.88		
-57.07   	-64.39   	 95.91   	-208.54		 12.76   	-447.61		
-55.54   	-63.48   	 95.08   	-223.80		 10.97   	-412.00		
-54.63   	-64.39   	 94.18   	-249.24		  9.32   	-335.71		
-54.02   	-65.00   	 93.18   	-264.50		  7.98   	-320.45		
-53.41   	-64.09   	 92.13   	-289.93		  6.69   	-305.19		
-51.27   	-61.95   	 90.97   	-305.19		  5.47   	-254.32		End----------
-48.22   	-59.51   	 89.75   	-315.36		  4.46   	-213.63		
-44.86   	-57.68   	 88.48   	-315.36		  3.60   	-183.11		
-42.42   	-55.54   	 87.22   	-305.19		  2.87   	-157.68		
-40.28   	-52.19   	 86.00   	-279.75		  2.24   	-127.16		
-37.84   	-47.30   	 84.88   	-223.80		  1.73   	 -91.56		
-32.35   	-40.59   	 83.99   	-152.59		  1.36   	 -50.86		
-23.50   	-31.13   	 83.38   	 -81.38		  1.16   	 -20.35		
-11.90   	-17.70   	 83.05   	 -15.26		  1.08   	 -45.78		
  0.00   	 -0.31   	 82.99   	  40.69		  0.90   	 -71.21		
 10.07   	 18.01   	 83.15   	  66.12		  0.61   	 -66.12		
 17.40   	 32.96   	 83.42   	  71.21		  0.35   	 -55.95		
 22.89   	 41.50   	 83.70   	  50.86		  0.12   	 -50.86		
 29.60   	 43.64   	 83.91   	  25.43		 -0.08   	 -45.78		
 39.06   	 43.95   	 84.01   	 -15.26		 -0.26   	 -35.61		
 51.88   	 45.78   	 83.95   	 -55.95		 -0.41   	 -30.52		
 65.00   	 50.96   	 83.72   	-101.73		 -0.53   	 -10.17		
 73.55   	 57.68   	 83.32   	-122.07		 -0.57   	  -5.09		
 75.38   	 64.39   	 82.83   	-116.99		 -0.59   	   5.09		
 70.50   	 68.36   	 82.36   	-101.73		 -0.57   	  10.17		
 61.65   	 67.75   	 81.95   	 -81.38		 -0.53   	  15.26		
 52.19   	 61.65   	 81.63   	 -61.04		 -0.47   	  40.69		
 41.81   	 48.22   	 81.38   	 -40.69		 -0.31   	  71.21		
 29.91   	 27.47   	 81.22   	 -15.26		 -0.02   	  81.38		
 13.73   	  1.53   	 81.16   	   5.09		  0.31   	  86.47		
 -6.10   	-25.63   	 81.18   	  10.17		  0.65   	  91.56		
-27.16   	-50.35   	 81.22   	   5.09		  1.02   	  86.47		
-45.78   	-68.97   	 81.24   	   5.09		  1.36   	  76.30		
-58.29   	-81.18   	 81.26   	  -5.09		  1.67   	  71.21		
-64.70   	-89.11   	 81.24   	 -10.17		  1.95   	  55.95		
-66.83   	-95.83   	 81.20   	 -20.35		  2.18   	  35.61		
-67.14   	-102.84   	 81.12   	 -25.43		  2.32   	  15.26		
-68.05   	-109.86   	 81.02   	 -30.52		  2.38   	  20.35		
-70.19   	-114.75   	 80.89   	 -40.69		  2.46   	   5.09		
-71.72   	-114.75   	 80.73   	 -40.69		  2.48   	 -20.35		
-72.02   	-109.86   	 80.57   	 -45.78		  2.40   	 -20.35		
-71.41   	-101.93   	 80.39   	 -45.78		  2.32   	 -20.35		
-70.80   	-95.21   	 80.20   	 -55.95		  2.24   	 -35.61		
-71.11   	-93.08   	 79.98   	 -55.95		  2.10   	 -35.61		
-72.94   	-95.52   	 79.76   	 -61.04		  1.95   	 -30.52		
-76.29   	-97.66   	 79.51   	 -71.21		  1.83   	 -20.35		
-81.18   	-89.42   	 79.23   	 -66.12		  1.75   	   0.00		
-88.50   	-59.81   	 78.96   	 -61.04		  1.75   	  20.35		
-95.52   	 -6.41   	 78.72   	 -66.12		  1.83   	  15.26		
-93.99   	 60.73   	 78.45   	 -76.30		  1.89   	  20.35		
-69.27   	127.26   	 78.15   	 -81.38		  1.97   	  45.78		
 -7.02   	185.85   	 77.82   	 -86.47		  2.16   	  61.04		
 99.49   	233.76   	 77.48   	-137.33		  2.40   	 172.94		
364.69   	202.03   	 76.93   	 -61.04		  3.09   	 106.82		
426.94   	 61.34   	 76.68   	 -66.12		  3.52   	 137.33		
380.86   	-154.42   	 76.42   	 -66.12		  4.07   	 152.59		
223.39   	-375.37   	 76.15   	 -66.12		  4.68   	 127.16		
  6.10   	-518.80   	 75.89   	 -71.21		  5.19   	  96.64		
-184.63   	-552.37(R)	 75.60   	 -71.21		  5.57   	  66.12		
-278.93   	-515.44   	 75.32   	 -76.30		  5.84   	  25.43		
-260.93   	-473.94   	 75.01   	 -81.38		  5.94   	 -25.43		
-170.90   	-457.46   	 74.69   	 -71.21		  5.84   	 -61.04		
-73.85   	-442.81   	 74.40   	 -61.04		  5.60   	 -71.21		
-16.17   	-388.49   	 74.16   	 -61.04		  5.31   	 -50.86		
 -5.49   	-281.37   	 73.92   	 -66.12		  5.11   	 -25.43		
-19.53   	-153.81   	 73.65   	 -66.12		  5.01   	   5.09		
-33.57   	-56.46   	 73.39   	 -66.12		  5.03   	  45.78		
-36.62   	-15.87   	 73.12   	 -71.21		  5.21   	 101.73		
-31.74   	-19.84   	 72.84   	 -76.30		  5.62   	 127.16		
-25.63   	-35.10   	 72.53   	 -81.38		  6.12   	  50.86		
-21.97   	-37.54   	 72.21   	 -81.38		  6.33   	 -76.30		
-19.23   	-21.97   	 71.88   	 -81.38		  6.02   	 -10.17		
-15.87   	 -0.61   	 71.56   	 -71.21		  5.98   	 366.22		
-11.29   	 13.12   	 71.27   	 -66.12		  7.45   	 651.07		
 -7.32   	 14.95   	 71.01   	 -55.95		 10.05   	 610.37		
 -4.58   	 10.99   	 70.78   	 -55.95		 12.49   	 493.39		
 -2.44   	  9.77   	 70.56   	 -61.04		 14.47   	 412.00		
  0.00   	 14.34   	 70.32   	-127.16		 16.11   	1103.76		
  7.02   	 27.47   	 69.81   	 -61.04		 20.53   	 645.98		
 10.07   	 30.21   	 69.56   	 -66.12		 23.11   	 518.82		
 14.04   	 32.65   	 69.30   	 -55.95		 25.19   	 457.78		
 19.23   	 37.54   	 69.07   	 -66.12		 27.02   	 412.00		
 26.25   	 46.08   	 68.81   	 -66.12		 28.67   	 279.75		
 33.87   	 57.68   	 68.55   	 -61.04		 29.79   	 152.59		
 42.11   	 70.50   	 68.30   	 -50.86		 30.40   	  45.78		
 50.05   	 83.62   	 68.10   	 -55.95		 30.58   	 -30.52		
 57.98   	 97.05   	 67.87   	 -45.78		 30.46   	-101.73		
 65.92   	110.47   	 67.69   	 -35.61		 30.05   	-157.68		
 73.24   	122.99   	 67.55   	 -25.43		 29.42   	-188.20		
 80.26   	133.67   	 67.45   	 -35.61		 28.67   	-188.20		
 87.28   	142.52   	 67.30   	  N/A		 27.91   	  N/A		
