SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  FA     	  FA'		  LPA     	  LPA'		  RV     	  RV'		
-187.38   	-36.01   	 54.26   	  20.35		 25.62   	-162.77		  1.14   	 111.90		
-165.41   	-28.08   	 54.34   	  10.17		 24.96   	 -10.17		  1.59   	 127.16		
-104.06   	 15.56   	 54.38   	 -45.78		 24.92   	 -10.17		  2.10   	  55.95		
  6.41   	121.46   	 54.20   	 -71.21		 24.88   	 -71.21		  2.32   	 -40.69		
142.21   	289.00   	 53.92   	 -76.30		 24.60   	 -71.21		  2.16   	 -96.64		
236.21   	465.70   	 53.61   	-142.42		 24.31   	-101.73		  1.77   	-228.89		
 27.77   	523.38(R)	 53.04   	 -10.17		 23.91   	 -25.43		  0.85   	-137.33		
-257.57   	364.38   	 53.00   	   5.09		 23.80   	   5.09		  0.31   	-157.68		
-531.92   	175.48   	 53.02   	  15.26		 23.82   	  15.26		 -0.33   	-162.77		
-683.29   	 42.72   	 53.08   	  10.17		 23.89   	  10.17		 -0.98   	-122.07		
-675.35   	-16.48   	 53.12   	 -10.17		 23.93   	  20.35		 -1.46   	 -96.64		
-560.00   	-51.88   	 53.08   	 -10.17		 24.01   	  81.38		 -1.85   	 -96.64		
-422.06   	-116.58   	 53.04   	   5.09		 24.33   	 101.73		 -2.24   	 -96.64		
-317.69   	-204.77   	 53.06   	  -5.09		 24.74   	  91.56		 -2.62   	 -81.38		
-254.52   	-260.62   	 53.04   	 -40.69		 25.11   	  76.30		 -2.95   	 -61.04		
-212.40   	-237.43   	 52.88   	 -96.64		 25.41   	  71.21		 -3.19   	 -20.35		
-176.70   	-142.21   	 52.49   	-127.16		 25.70   	  96.64		 -3.28   	  40.69		
-150.15   	-33.87   	 51.98   	-106.82		 26.08   	  96.64		 -3.11   	 142.42		
-141.30   	 28.38   	 51.56   	 -71.21		 26.47   	  50.86		 -2.54   	 208.54		
-147.09   	 28.08   	 51.27   	 -25.43		 26.67   	  15.26		 -1.71   	 193.29		
-157.78   	 -6.71   	 51.17   	  -5.09		 26.73   	  -5.09		 -0.94   	 228.89		
-164.18   	-34.48   	 51.15   	 -30.52		 26.71   	 -20.35		 -0.02   	 305.19		
-163.88   	-36.62   	 51.03   	 -45.78		 26.63   	 -25.43		  1.20   	 386.57		
-160.22   	-23.50   	 50.84   	 -66.12		 26.53   	 -91.56		  2.75   	 513.73		
-156.86   	-17.09   	 50.58   	 -61.04		 26.16   	-111.90		  4.80   	 651.07		
-155.03   	-26.55   	 50.34   	 -40.69		 25.72   	 -66.12		  7.41   	 727.36		
-153.50   	-40.89   	 50.17   	 -55.95		 25.45   	-162.77		 10.32   	 727.36		
-151.06   	-41.50   	 49.95   	 -81.38		 24.80   	-183.11		 13.22   	 696.84		
-147.09   	-20.75   	 49.62   	 -66.12		 24.07   	  35.61		 16.01   	 686.67		
-142.21   	  7.63   	 49.36   	 -40.69		 24.21   	  71.21		 18.76   	 742.62		
-138.85   	 22.58   	 49.20   	 -15.26		 24.50   	 -71.21		 21.73   	 813.83		
-137.94   	 14.34   	 49.14   	 -20.35		 24.21   	 -50.86		 24.98   	 757.88		
-138.85   	 -7.32   	 49.05   	 -55.95		 24.01   	  20.35		 28.02   	 635.81		
-138.85   	-24.11   	 48.83   	 -71.21		 24.09   	 -66.12		 30.56   	 559.51		
-136.41   	-25.33   	 48.55   	 -71.21		 23.82   	-157.68		 32.80   	 513.73		
-131.84   	-15.87   	 48.26   	-111.90		 23.19   	-162.77		 34.85   	 412.00		
-126.95   	 -7.63   	 47.81   	-106.82		 22.54   	 -86.47		 36.50   	 300.10		
-122.07   	 -8.54   	 47.39   	 -30.52		 22.20   	  40.69		 37.70   	 172.94		
-117.49   	-15.56   	 47.26   	   5.09		 22.36   	 106.82		 38.39   	  76.30		
-112.00   	-21.36   	 47.28   	 -10.17		 22.79   	  50.86		 38.70   	  15.26		
-104.68   	-21.36   	 47.24   	   0.00		 22.99   	 -20.35		 38.76   	 -15.26		
-95.83   	-14.95   	 47.24   	 -30.52		 22.91   	   0.00		 38.70   	 -96.64		
-86.98   	 -4.27   	 47.12   	-101.73		 22.91   	  45.78		 38.31   	-193.29		
-79.35   	  7.02   	 46.71   	-116.99		 23.09   	  30.52		 37.54   	-264.50		
-72.33   	 15.56   	 46.25   	 -71.21		 23.21   	  50.86		 36.48   	-228.89		
-64.70   	 17.40   	 45.96   	 -10.17		 23.42   	 162.77		 35.56   	-132.25		
-55.85   	 10.38   	 45.92(D)	  76.30		 24.07   	 228.89		 35.04   	 -76.30		
-46.39   	 -2.75   	 46.23   	 132.25		 24.98   	 233.98		 34.73   	 -61.04		
-37.23   	-14.34   	 46.75   	 147.51		 25.92   	 254.32		 34.49   	 -15.26		
-29.30   	-18.92   	 47.34   	 254.32		 26.94   	 284.84		 34.43   	  71.21		
-23.19   	-16.78   	 48.36   	 432.35		 28.08   	 335.71		 34.71   	 162.77		
-18.01   	-10.99   	 50.09   	 605.29		 29.42   	 442.52		 35.36   	 244.15		
-14.04   	 -4.27   	 52.51   	 732.45		 31.19   	 513.73		 36.34   	 300.10		
-11.60   	  4.88   	 55.44   	 701.93		 33.25   	 498.47		 37.54   	 345.88		
-10.99   	 19.84   	 58.25   	 518.82		 35.24   	 513.73		 38.92   	 386.57		
-12.51   	 40.59   	 60.33   	 366.22		 37.29   	 539.16		 40.47   	 432.35		
-15.26   	 61.95   	 61.79   	 315.36		 39.45   	 534.08		 42.20   	 467.95		
-18.31   	 79.65   	 63.05   	 386.57		 41.59   	 539.16		 44.07   	 473.04		
-22.28   	 92.16   	 64.60   	 503.56		 43.74   	 584.94		 45.96   	 457.78		
-28.08   	103.15   	 66.61   	 513.73		 46.08   	 595.11		 47.79   	 457.78		
-37.54   	116.27   	 68.67   	 335.71		 48.46   	 518.82		 49.62   	 442.52		
-50.96   	132.14   	 70.01   	  81.38		 50.54   	 432.35		 51.39   	 376.40		
-66.22   	148.62   	 70.34   	 -81.38		 52.27   	 396.74		 52.90   	 310.27		
-80.87   	161.13   	 70.01   	 -45.78		 53.86   	 371.31		 54.14   	 279.75		
-93.08   	166.32   	 69.83   	 167.85		 55.34   	 315.36		 55.26   	 239.06		
-102.54   	163.27   	 70.50   	 366.22		 56.60   	 244.15		 56.22   	 193.29		
-110.47   	151.06   	 71.96   	 427.26		 57.58   	 193.29		 56.99   	 101.73		
-116.88   	131.84   	 73.67   	 366.22		 58.35   	 167.85		 57.40   	  40.69		
-121.15   	110.17   	 75.14   	 259.41		 59.02   	 122.07		 57.56   	  40.69		
-122.99   	 90.33   	 76.17   	 172.94		 59.51   	  55.95		 57.72   	  45.78		
-122.38   	 75.99   	 76.87   	 122.07		 59.74   	  50.86		 57.90   	  15.26		
-120.85   	 67.44   	 77.35   	 137.33		 59.94   	  81.38		 57.97(S)	 -30.52		
-119.93   	 61.34   	 77.90   	 178.03		 60.26   	  50.86		 57.84   	 -45.78		
-119.63   	 54.63   	 78.62   	 228.89		 60.47   	  10.17		 57.66   	 -55.95		
-119.32   	 47.00   	 79.53   	 203.46		 60.51   	  15.26		 57.44   	 -76.30		
-118.71   	 40.28   	 80.35   	  61.04		 60.57   	  35.61		 57.13   	 -96.64		
-117.19   	 36.93   	 80.59   	 -81.38		 60.71   	   5.09		 56.74   	-101.73		
-115.66   	 37.84   	 80.26   	-111.90		 60.73(S)	 -20.35		 56.34   	 -96.64		
-114.14   	 41.20   	 79.82   	 -20.35		 60.65   	 -25.43		 55.95   	 -96.64		
-112.61   	 45.47   	 79.74   	 137.33		 60.55   	 -35.61		 55.56   	-116.99		
-110.47   	 50.96   	 80.28   	 213.63		 60.41   	 -61.04		 55.10   	-116.99		
-106.51   	 59.51   	 81.14   	 137.33		 60.16   	 -76.30		 54.63   	-116.99		
-100.71   	 74.46   	 81.69   	 -55.95		 59.86   	 -71.21		 54.16   	-178.03		
-92.77   	 98.27   	 81.46   	-228.89		 59.57   	 -61.04		 53.45   	-249.24		
-83.31   	129.70   	 80.55   	-233.98		 59.33   	 -76.30		 52.45   	-274.67		
-72.33   	165.10   	 79.61   	-101.73		 59.02   	-111.90		 51.35   	-249.24		
-61.04   	197.45   	 79.21   	   0.00		 58.58   	-122.07		 50.36   	-254.32		
-50.35   	222.78   	 79.21   	  30.52		 58.09   	-127.16		 49.34   	-325.53		
-40.89   	240.48   	 79.33   	 -45.78		 57.58   	-116.99		 48.04   	-432.35		
-32.96   	253.30   	 79.15   	-178.03		 57.11   	 -10.17		 46.31   	-483.21		
-26.86   	263.98   	 78.43   	-254.32		 57.07   	   0.00		 44.37   	-437.43		
-21.97   	271.61   	 77.42   	-284.84		 57.07   	-239.06		 42.62   	-381.48		
-19.23   	273.74   	 76.28   	-239.06		 56.11   	-462.87		 41.10   	-447.61		
-18.92   	268.55   	 75.32   	-162.77		 54.26   	-401.83		 39.31   	-584.94		
-21.36   	256.35   	 74.67   	-157.68		 52.65   	-289.93		 36.97   	-661.24		
-25.63   	238.04   	 74.04   	-239.06		 51.50   	-381.48		 34.32   	-615.46		
-30.21   	215.15   	 73.08   	-320.45		 49.97   	-493.39		 31.86   	-574.77		
-34.18   	187.68   	 71.80   	-335.71		 48.00   	-422.18		 29.56   	-610.37		
-36.01   	156.86   	 70.46   	-284.84		 46.31   	-330.62		 27.12   	-666.32		
-37.23   	125.12   	 69.32   	-178.03		 44.98   	-310.27		 24.46   	-666.32		
-39.06   	 95.21   	 68.61   	 -71.21		 43.74   	-264.50		 21.79   	-610.37		
-42.42   	 69.89   	 68.32   	  -5.09		 42.69   	-157.68		 19.35   	-549.34		
-47.91   	 51.27   	 68.30   	  20.35		 42.05   	-111.90		 17.15   	-508.65		
-54.93   	 39.67   	 68.38   	  -5.09		 41.61   	-122.07		 15.12   	-493.39		
-62.87   	 33.87   	 68.36   	 -45.78		 41.12   	 -15.26		 13.14   	-452.69		
-70.50   	 31.13   	 68.18   	 -71.21		 41.06   	 122.07		 11.33   	-371.31		
-76.29   	 27.16   	 67.89   	 -76.30		 41.55   	  61.04		  9.85   	-254.32		
-78.74   	 20.45   	 67.59   	 -66.12		 41.79   	 -25.43		  8.83   	-198.37		
-77.82   	 12.21   	 67.32   	 -91.56		 41.69   	  10.17		  8.04   	-213.63		
-75.99   	  6.10   	 66.96   	-122.07		 41.73   	  20.35		  7.18   	-239.06		
-74.46   	  3.36   	 66.47   	-167.85		 41.81   	  -5.09		  6.23   	-172.94		
-74.77   	  3.36   	 65.80   	-198.37		 41.79   	  10.17		  5.53   	 -61.04		
-76.90   	  2.75   	 65.00   	-152.59		 41.83   	  50.86		  5.29   	 -25.43		
-79.35   	  0.31   	 64.39   	 -91.56		 42.03   	 122.07		  5.19   	 -91.56		
-79.96   	 -2.75   	 64.03   	 -86.47		 42.52   	 147.51		  4.82   	 -91.56		
-78.74   	 -3.97   	 63.68   	 -55.95		 43.11   	 152.59		  4.46(D)	   5.09		
-76.29   	 -3.05   	 63.46   	 -45.78		 43.72   	 228.89		  4.48   	  76.30		
-73.24   	 -0.92   	 63.28   	 -76.30		 44.64   	 218.72		  4.78   	  30.52		
-69.89   	  0.61   	 62.97   	 -66.12		 45.51   	 101.73		  4.90   	 -50.86		
-66.22   	  0.92   	 62.71   	 -66.12		 45.92   	  96.64		  4.70   	 -50.86		
-62.56   	  0.00   	 62.44   	 -86.47		 46.31   	 127.16		  4.50   	  20.35		
-58.90   	 -1.53   	 62.10   	 -45.78		 46.82   	  55.95		  4.58   	  91.56		
-55.85   	 -1.83   	 61.91   	 -20.35		 47.04   	  86.47		  4.94   	 127.16		
-53.41   	  0.61   	 61.83   	 -20.35		 47.39   	 284.84		  5.45   	 122.07		
-51.27   	  5.49   	 61.75   	 -20.35		 48.52   	 417.09		  5.94   	 122.07		
-48.83   	 11.90   	 61.67   	 -25.43		 50.19   	 315.36		  6.43   	 132.25		
-46.39   	 16.78   	 61.57   	 -10.17		 51.45   	  25.43		  6.96   	 132.25		
-45.17   	 19.23   	 61.53   	   0.00		 51.56   	-193.29		  7.49   	  81.38		
-46.39   	 18.62   	 61.53   	 -50.86		 50.78   	-137.33		  7.81   	  30.52		
-50.05   	 14.34   	 61.32   	 -71.21		 50.23   	-142.42		  7.93   	 -25.43		
-53.10   	  5.80   	 61.04   	 -61.04		 49.66   	-345.88		  7.83   	 -30.52		
-45.78   	 -5.19   	 60.79   	 -66.12		 48.28   	-376.40		  7.71   	  10.17		
-11.60   	 -1.22   	 60.53   	 -71.21		 46.77   	-269.58		  7.75   	  15.26		
 65.61   	 50.96   	 60.24   	 -10.17		 45.70   	-274.67		  7.81   	 -30.52		
184.63   	176.70   	 60.20   	  20.35		 44.60   	-274.67		  7.69   	 -50.86		
308.23   	360.11   	 60.28   	 -30.52		 43.50   	-223.80		  7.49   	 -15.26		
366.82   	529.79(R)	 60.16   	-208.54		 42.60   	-371.31		  7.43(E)	  50.86		
 91.25   	516.36   	 59.33   	-142.42		 41.12   	-142.42		  7.63   	  10.17		
-178.83   	335.39   	 58.76   	 -40.69		 40.55   	 -96.64		  7.67   	 -20.35		
-400.39   	147.40   	 58.60   	  61.04		 40.16   	 -76.30		  7.59   	 -30.52		
-486.76   	 24.41   	 58.84   	  66.12		 39.86   	 -61.04		  7.47   	 -25.43		
-431.52   	-36.01   	 59.10   	  25.43		 39.61   	 -20.35		  7.37   	 -35.61		
-299.68   	-83.92   	 59.21   	 -45.78		 39.53   	  15.26		  7.22   	 -81.38		
-168.15   	-147.40   	 59.02   	-101.73		 39.59   	  30.52		  6.90   	-127.16		
-77.82   	-199.28   	 58.62   	 -96.64		 39.72   	  40.69		  6.39   	-116.99		
-26.55   	-190.12   	 58.23   	 -66.12		 39.88   	  61.04		  5.92   	  10.17		
  5.19   	-107.12   	 57.97   	  10.17		 40.12   	  81.38		  5.96   	 172.94		
 28.38   	  7.32   	 58.01   	  40.69		 40.45   	 106.82		  6.65   	 249.24		
 40.89   	 88.81   	 58.17   	 -30.52		 40.87   	 152.59		  7.65   	 233.98		
 40.89   	104.37   	 58.05   	-127.16		 41.49   	 152.59		  8.59   	 188.20		
 34.18   	 72.94   	 57.54   	-178.03		 42.10   	  96.64		  9.34   	 188.20		
 30.21   	 37.84   	 56.83   	-147.51		 42.48   	  71.21		 10.09   	 228.89		
 32.96   	 27.77   	 56.24   	 -45.78		 42.77   	  15.26		 11.01   	 340.79		
 39.98   	 41.81   	 56.05   	  45.78		 42.83   	 -50.86		 12.37   	 457.78		
 46.69   	 61.95   	 56.24   	  20.35		 42.62   	 -66.12		 14.20   	 478.13		
 50.96   	 72.94   	 56.32   	 -66.12		 42.36   	 -30.52		 16.11   	 432.35		
 53.71   	 72.33   	 56.05   	-142.42		 42.24   	 -50.86		 17.84   	 401.83		
 55.85   	 67.44   	 55.48   	-172.94		 42.03   	 -91.56		 19.45   	 442.52		
 57.37   	 65.61   	 54.79   	-116.99		 41.67   	 -86.47		 21.22   	 564.60		
 58.29   	 68.97   	 54.32   	   0.00		 41.32   	 -50.86		 23.48   	 691.76		
 57.98   	 75.07   	 54.32   	  40.69		 41.12   	 -15.26		 26.25   	 707.02		
 57.98   	 79.04   	 54.49   	  -5.09		 41.06   	  61.04		 29.07   	 651.07		
 59.20   	 79.96   	 54.47   	 -81.38		 41.30   	 183.11		 31.68   	 620.55		
 62.26   	 79.04   	 54.14   	-132.25		 42.03   	 244.15		 34.16   	 671.41		
 66.83   	 78.43   	 53.61   	-111.90		 43.01   	 193.29		 36.85   	 757.88		
 70.50   	 80.26   	 53.16   	 -45.78		 43.78   	  86.47		 39.88   	 757.88		
 72.02   	 83.92   	 52.98   	 -15.26		 44.13   	 -30.52		 42.91   	 640.89		
 71.41   	 86.67   	 52.92   	 -10.17		 44.01   	-152.59		 45.47   	 534.08		
 70.50   	 86.67   	 52.88   	 -15.26		 43.40   	-233.98		 47.61   	 518.82		
 70.80   	 83.92   	 52.82   	 -66.12		 42.46   	-249.24		 49.68   	 513.73		
 73.55   	 80.26   	 52.55   	 -81.38		 41.46   	-233.98		 51.74   	 422.18		
 78.43   	 78.74   	 52.23   	 -50.86		 40.53   	-254.32		 53.43   	 279.75		
 85.14   	 79.96   	 52.02(D)	  20.35		 39.51   	-274.67		 54.55   	 188.20		
 92.16   	 82.40   	 52.11   	  71.21		 38.41   	-259.41		 55.30   	 152.59		
 99.79   	 83.01   	 52.39   	 101.73		 37.38   	-254.32		 55.91   	  91.56		
108.34   	 80.26   	 52.80   	 111.90		 36.36   	-228.89		 56.28   	 -10.17		
117.80   	 75.99   	 53.24   	 162.77		 35.44   	-137.33		 56.24   	 -96.64		
128.48   	 72.94   	 53.90   	 264.50		 34.89   	 -20.35		 55.85   	-122.07		
139.47   	 71.41   	 54.95   	 483.21		 34.81(D)	  86.47		 55.36   	-137.33		
149.84   	 71.72   	 56.89   	 808.75		 35.16   	 198.37		 54.81   	-147.51		
158.39   	 72.63   	 60.12   	1129.19		 35.95   	 320.45		 54.22   	-127.16		
164.18   	 73.55   	 64.64   	1225.83		 37.23   	 406.92		 53.71   	 -81.38		
168.15   	 75.68   	 69.54   	1042.72		 38.86   	 498.47		 53.39   	 -50.86		
170.29   	 80.26   	 73.71   	 732.45		 40.85   	 600.20		 53.18   	   0.00		
171.20   	 87.89   	 76.64   	 473.04		 43.26   	 640.89		 53.18   	  76.30		
171.51   	 98.57   	 78.53   	 442.52		 45.82   	 661.24		 53.49   	 147.51		
171.20   	110.78   	 80.30   	 452.69		 48.46   	 686.67		 54.08   	 213.63		
169.37   	122.68   	 82.12   	 330.62		 51.21   	 701.93		 54.93   	 284.84		
165.41   	134.28   	 83.44   	 106.82		 54.02   	 666.32		 56.07   	 345.88		
158.39   	145.57   	 83.87   	 -96.64		 56.68   	 625.63		 57.46   	 381.48		
148.32   	159.00   	 83.48   	 -96.64		 59.19   	 600.20		 58.98   	 396.74		
135.80   	174.87   	 83.09   	 122.07		 61.59   	 574.77		 60.57   	 396.74		
122.07   	190.73   	 83.58   	 437.43		 63.89   	 544.25		 62.16   	 401.83		
107.73   	203.25   	 85.33   	 651.07		 66.06   	 498.47		 63.76   	 396.74		
 93.69   	208.13   	 87.93   	 635.81		 68.06   	 462.87		 65.35   	 366.22		
 79.35   	203.86   	 90.48   	 376.40		 69.91   	 437.43		 66.82   	 315.36		
 65.61   	192.57   	 91.98   	 111.90		 71.66   	 386.57		 68.08   	 289.93		
 52.49   	177.61   	 92.43   	  86.47		 73.20   	 300.10		 69.24   	 239.06		
 41.20   	161.44   	 92.78   	 269.58		 74.40   	 228.89		 70.19   	 172.94		
 32.65   	145.26   	 93.86   	 371.31		 75.32   	 172.94		 70.88   	  96.64		
 27.77   	129.39   	 95.34   	 259.41		 76.01   	 116.99		 71.27   	  30.52		
 25.33   	115.05   	 96.38   	  25.43		 76.48   	  66.12		 71.39(S)	 -25.43		
 23.80   	102.23   	 96.48   	-127.16		 76.74   	  25.43		 71.29   	 -66.12		
 21.06   	 92.47   	 95.97   	 -55.95		 76.85(S)	 -25.43		 71.03   	-116.99		
 16.48   	 86.06   	 95.75   	  96.64		 76.74   	 -61.04		 70.56   	-178.03		
 12.21   	 82.40   	 96.13   	 157.68		 76.50   	-101.73		 69.85   	-188.20		
  9.16   	 80.26   	 96.76   	  96.64		 76.09   	-157.68		 69.09   	-203.46		
  9.46   	 79.96   	 97.15(S)	 -76.30		 75.46   	-183.11		 68.28   	-249.24		
 12.82   	 82.40   	 96.85   	-223.80		 74.73   	-198.37		 67.28   	-274.67		
 17.70   	 89.72   	 95.95   	-223.80		 73.94   	-223.80		 66.18   	-295.01		
 22.89   	105.90   	 95.06   	-147.51		 73.04   	-233.98		 65.00   	-305.19		
 28.69   	132.75   	 94.47   	 -81.38		 72.11   	-203.46		 63.78   	-300.10		
 34.79   	170.90   	 94.14   	 -66.12		 71.29   	-203.46		 62.58   	-325.53		
 42.11   	219.12   	 93.88   	-101.73		 70.48   	-223.80		 61.28   	-361.14		
 50.66   	274.05   	 93.47   	-198.37		 69.58   	-213.63		 59.84   	-361.14		
 60.12   	328.98   	 92.68   	-269.58		 68.73   	-208.54		 58.39   	-366.22		
 69.58   	378.11   	 91.60   	-269.58		 67.89   	-233.98		 56.93   	-427.26		
 79.35   	420.53   	 90.52   	-203.46		 66.96   	-239.06		 55.22   	-457.78		
 88.50   	459.90   	 89.70   	-116.99		 66.00   	-127.16		 53.39   	-437.43		
 97.05   	499.57   	 89.24   	-127.16		 65.49   	  15.26		 51.64   	-457.78		
104.37   	539.55   	 88.73   	-208.54		 65.55   	  91.56		 49.81   	-554.42		
109.86   	573.12   	 87.89   	-254.32		 65.92   	  10.17		 47.59   	-600.20		
113.53   	594.18   	 86.88   	-300.10		 65.96   	-452.69		 45.19   	-574.77		
115.66   	601.50   	 85.68   	-356.05		 64.15   	-874.87		 42.89   	-564.60		
115.97   	602.42   	 84.25   	-320.45		 60.65   	-701.93		 40.63   	-635.81		
115.05   	603.94   	 82.97   	-259.41		 57.84   	-549.34		 38.09   	-701.93		
112.61   	607.30   	 81.93   	-274.67		 55.65   	-681.58		 35.28   	-671.41		
110.47   	606.99   	 80.83   	-274.67		 52.92   	-661.24		 32.59   	-605.29		
109.56   	598.45   	 79.74   	-264.50		 50.27   	-503.56		 30.17   	-564.60		
110.17   	581.67   	 78.68   	-320.45		 48.26   	-473.04		 27.91   	-579.86		
110.78   	562.44   	 77.40   	-350.97		 46.37   	-452.69		 25.60   	-610.37		
110.17   	548.10   	 75.99   	-305.19		 44.56   	-284.84		 23.15   	-584.94		
107.12   	541.38   	 74.77   	-223.80		 43.42   	-127.16		 20.81   	-498.47		
101.93   	540.16   	 73.88   	-101.73		 42.91   	-106.82		 18.82   	-437.43		
 96.44   	543.21   	 73.47   	   0.00		 42.48   	-127.16		 17.07   	-442.52		
 90.64   	547.79   	 73.47   	   5.09		 41.97   	 -71.21		 15.30   	-437.43		
 85.14   	553.89   	 73.49   	 -50.86		 41.69   	  20.35		 13.55   	-381.48		
 79.96   	560.61   	 73.29   	-111.90		 41.77   	  45.78		 12.02   	-300.10		
 76.90   	569.15   	 72.84   	-172.94		 41.95   	  -5.09		 10.82   	-228.89		
 77.51   	578.92   	 72.15   	-147.51		 41.93   	 -76.30		  9.91   	-233.98		
 80.57   	590.82   	 71.56   	-101.73		 41.63   	   0.00		  8.97   	-244.15		
 84.23   	604.55   	 71.15   	 -96.64		 41.63   	 137.33		  8.00   	-193.29		
 85.14   	618.90   	 70.76   	 -71.21		 42.18   	 198.37		  7.22   	-127.16		
 83.01   	632.93   	 70.48   	 -81.38		 42.97   	 284.84		  6.71   	 -86.47		
 79.65   	646.67   	 70.15   	-142.42		 44.11   	 406.92		  6.37   	 -71.21		
 77.82   	660.40   	 69.58   	-167.85		 45.74   	 518.82		  6.08   	 -35.61		
 77.82   	674.44   	 68.91   	-132.25		 47.81   	 610.37		  5.94(D)	  35.61		
 78.74   	688.17   	 68.38   	 -81.38		 50.25   	 615.46		  6.08   	  71.21		
 79.96   	698.85   	 68.06   	 -25.43		 52.72   	 518.82		  6.37   	  66.12		
 81.18   	706.79   	 67.95   	  -5.09		 54.79   	 279.75		  6.63   	  50.86		
 82.70   	713.81   	 67.93   	 -30.52		 55.91   	 111.90		  6.84   	  50.86		
 85.75   	723.57   	 67.81   	 -66.12		 56.36   	 152.59		  7.04   	  71.21		
 89.11   	737.30   	 67.55   	 -86.47		 56.97   	 106.82		  7.32   	 101.73		
 91.86   	752.26   	 67.20   	 -50.86		 57.40   	-111.90		  7.73   	 137.33		
 93.99   	764.16   	 67.00   	 -10.17		 56.95   	-223.80		  8.28   	 162.77		
 95.83   	772.09   	 66.96   	   0.00		 56.05   	-218.72		  8.93   	 167.85		
 98.27   	777.89   	 66.96   	 -10.17		 55.18   	-254.32		  9.60   	 101.73		
101.62   	785.52   	 66.92   	 -45.78		 54.16   	-320.45		 10.01   	  20.35		
104.68   	797.42   	 66.73   	 -81.38		 52.88   	-376.40		 10.09   	 -20.35		
104.98   	810.24   	 66.41   	 -81.38		 51.37   	-427.26		 10.01   	 -45.78		
101.01   	817.26   	 66.08   	 -35.61		 49.66   	-447.61		  9.83   	 -50.86		
 94.91   	812.07   	 65.94   	  35.61		 47.87   	-401.83		  9.62   	 -35.61		
 95.21   	793.46   	 66.08   	  30.52		 46.27   	-356.05		  9.48   	 -25.43		
120.24   	779.11   	 66.21   	 -15.26		 44.84   	-345.88		  9.38   	 -35.61		
188.90   	805.66   	 66.14   	 -76.30		 43.46   	-295.01		  9.24   	 -50.86		
305.18   	908.81   	 65.84   	-132.25		 42.28   	-223.80		  9.03   	 -45.78		
437.32   	1085.21   	 65.31   	-127.16		 41.38   	-152.59		  8.85   	 -15.26		
516.66   	1270.75   	 64.80   	-142.42		 40.77   	-162.77		  8.79   	   0.00		
282.90   	1328.43(R)	 64.23   	 -30.52		 40.12   	 -15.26		  8.79   	 -20.35		
  7.02   	1171.57   	 64.11   	 -20.35		 40.06   	  15.26		  8.71   	 -15.26		
-241.70   	988.16   	 64.03   	 -35.61		 40.12   	  40.69		  8.65(E)	   5.09		
-362.55   	859.07   	 63.89   	 -50.86		 40.28   	  76.30		  8.67   	   0.00		
-329.59   	794.07   	 63.68   	 -55.95		 40.59   	  81.38		  8.67   	 -25.43		
-198.36   	749.51   	 63.46   	 -55.95		 40.92   	  86.47		  8.57   	 -61.04		
-51.27   	694.58   	 63.23   	 -30.52		 41.26   	 106.82		  8.32   	 -76.30		
 56.46   	648.50   	 63.11   	 -30.52		 41.69   	 132.25		  8.02   	   0.00		
116.58   	656.43   	 62.99   	 -50.86		 42.22   	 127.16		  8.02   	  86.47		
148.01   	734.86   	 62.79   	 -71.21		 42.73   	 127.16		  8.36   	 101.73		
166.93   	846.86   	 62.50   	 -81.38		 43.23   	 111.90		  8.77   	 106.82		
177.00   	932.62   	 62.18   	-127.16		 43.68   	  81.38		  9.20   	 157.68		
177.31   	957.03   	 61.67   	-116.99		 44.01   	  81.38		  9.83   	 223.80		
172.42   	932.62   	 61.20   	 -66.12		 44.33   	  86.47		 10.72   	 269.58		
169.37   	898.74   	 60.94   	 -25.43		 44.68   	  55.95		 11.80   	 228.89		
171.20   	884.09   	 60.83   	 -20.35		 44.90   	  20.35		 12.72   	 147.51		
175.78   	892.33   	 60.75   	 -61.04		 44.98   	  -5.09		 13.31   	 152.59		
180.66   	911.56   	 60.51   	-137.33		 44.96   	 -45.78		 13.92   	 305.19		
184.33   	926.82   	 59.96   	-167.85		 44.78   	 -66.12		 15.14   	 442.52		
187.68   	930.48   	 59.29   	-132.25		 44.52   	 -61.04		 16.91   	 427.26		
189.82   	924.68   	 58.76   	 -55.95		 44.27   	-101.73		 18.62   	 345.88		
189.51   	915.83   	 58.53   	   0.00		 43.87   	-162.77		 20.00   	 386.57		
186.77   	910.95   	 58.53   	 -40.69		 43.21   	-167.85		 21.55   	 539.16		
183.41   	914.92   	 58.37   	-106.82		 42.54   	-127.16		 23.70   	 645.98		
181.58   	925.90   	 57.94   	-132.25		 42.03   	-101.73		 26.29   	 625.63		
181.88   	936.89   	 57.42   	 -81.38		 41.63   	 -66.12		 28.79   	 564.60		
183.41   	942.38   	 57.09   	 -20.35		 41.36   	 -35.61		 31.05   	 615.46		
185.24   	941.16   	 57.01   	  25.43		 41.22   	 -10.17		 33.51   	 696.84		
186.16   	934.14   	 57.11   	  20.35		 41.18   	  76.30		 36.30   	 696.84		
187.07   	925.60   	 57.19   	 -66.12		 41.49   	 198.37		 39.08   	 651.07		
