SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  LFA     	  LFA'		  RV     	  RV'		
-36.32   	-121.46   	 74.16   	-137.33		 46.73   	-467.95		
-29.30   	-118.10   	 73.61   	-208.54		 44.86   	-488.30		
-28.69   	-108.34   	 72.78   	-213.63		 42.91   	-503.56		
-29.91   	-90.33   	 71.92   	-442.52		 40.90   	-584.94		
-26.86   	-40.59   	 70.15   	-259.41		 38.56   	-579.86		
-30.82   	-19.53   	 69.11   	-244.15		 36.24   	-569.68		
-41.50   	 -6.41   	 68.14   	-249.24		 33.96   	-559.51		
-53.41   	  1.83   	 67.14   	-213.63		 31.72   	-539.16		
-57.68   	 10.07   	 66.29   	-223.80		 29.56   	-528.99		
-52.80   	 24.11   	 65.39   	-208.54		 27.45   	-503.56		
-46.08   	 44.25   	 64.56   	-137.33		 25.43   	-488.30		
-47.91   	 65.92   	 64.01   	-132.25		 23.48   	-462.87		
-59.81   	 81.18   	 63.48   	-172.94		 21.63   	-432.35		
-72.02   	 83.01   	 62.79   	-106.82		 19.90   	-412.00		
-73.55   	 70.50   	 62.36   	 -61.04		 18.25   	-386.57		
-61.65   	 48.22   	 62.12   	 -76.30		 16.70   	-361.14		
-44.25   	 21.97   	 61.81   	 -86.47		 15.26   	-330.62		
-32.96   	 -5.49   	 61.46   	 -91.56		 13.94   	-305.19		
-34.48   	-37.84   	 61.10   	 -66.12		 12.72   	-279.75		
-48.22   	-79.65   	 60.83   	 -61.04		 11.60   	-254.32		
-66.53   	-128.17   	 60.59   	 -96.64		 10.58   	-228.89		
-80.87   	-172.42   	 60.20   	-101.73		  9.66   	-203.46		
-85.14   	-199.58   	 59.80   	 -81.38		  8.85   	-188.20		
-79.04   	-204.16   	 59.47   	 -55.95		  8.10   	-157.68		
-65.92   	-192.87   	 59.25   	 -71.21		  7.47   	-142.42		
-52.80   	-179.14   	 58.96   	-101.73		  6.90   	-116.99		
-42.42   	-172.12   	 58.56   	 -71.21		  6.43   	-101.73		
-35.71   	-172.12   	 58.27   	 -45.78		  6.02   	 -76.30		
-31.74   	-173.03   	 58.09   	 -76.30		  5.72   	 -55.95		
-30.52   	-169.68   	 57.78   	 -61.04		  5.49   	 -35.61		
-32.65   	-162.05   	 57.54   	 -25.43		  5.35   	 -20.35		
-40.59   	-153.20   	 57.44   	 -40.69		  5.27(D)	   0.00		
-55.24   	-146.79   	 57.27   	 -35.61		  5.27   	  10.17		
-76.90   	-142.52   	 57.13   	   0.00		  5.31   	  25.43		
-103.45   	-138.55   	 57.13   	 -30.52		  5.41   	  25.43		
-128.78   	-133.67   	 57.01   	 -15.26		  5.51   	  40.69		
-144.04   	-128.78   	 56.95   	  20.35		  5.68   	  50.86		
-140.99   	-129.39   	 57.03   	 -15.26		  5.88   	  55.95		
-112.92   	-142.82   	 56.97   	 -40.69		  6.10   	  66.12		
-52.19   	-170.59   	 56.81   	 -25.43		  6.37   	  76.30		
 47.61   	-198.36   	 56.70   	 -15.26		  6.67   	  71.21		
187.99   	-195.62   	 56.64   	   0.00		  6.96   	  71.21		
354.92   	-122.38   	 56.64   	 -10.17		  7.24   	  76.30		
505.98   	 50.35   	 56.60   	 -35.61		  7.55   	  71.21		
575.26   	311.89   	 56.46   	 -20.35		  7.83   	  71.21		
495.30   	610.96   	 56.38   	  20.35		  8.12   	  71.21		
227.36   	859.68(R)	 56.46   	 -35.61		  8.40(E)	  71.21		
-628.05   	846.86   	 56.32   	 -55.95		  8.69   	  71.21		
-931.40   	560.00   	 56.09   	 -15.26		  8.97   	  66.12		
-990.60   	197.75   	 56.03   	  -5.09		  9.24   	  55.95		
-810.24   	-103.76   	 56.01   	 -40.69		  9.46   	  55.95		
-505.68   	-245.67   	 55.85   	 -50.86		  9.68   	  50.86		
-223.69   	-224.30   	 55.65   	 -20.35		  9.89   	  45.78		
-52.80   	-115.66   	 55.56   	 -15.26		 10.07   	  35.61		
  7.63   	-10.38   	 55.50   	 -10.17		 10.21   	  35.61		
 10.99   	 36.32   	 55.46   	 -40.69		 10.36   	  35.61		
  7.32   	 21.97   	 55.30   	 -20.35		 10.50   	  25.43		
 14.04   	-17.09   	 55.22   	  35.61		 10.60   	  25.43		
 21.67   	-43.33   	 55.36   	 -25.43		 10.70   	  20.35		
 19.53   	-43.64   	 55.26   	 -66.12		 10.78   	  25.43		
  7.32   	-27.16   	 54.99   	   5.09		 10.89   	  30.52		
 -6.10   	 -9.77   	 55.02   	  -5.09		 11.01   	  35.61		
-13.43   	 -1.83   	 54.99   	 -45.78		 11.15   	  35.61		
-13.12   	 -2.75   	 54.81   	 -10.17		 11.29   	  45.78		
 -7.32   	 -4.58   	 54.77   	 -15.26		 11.48   	  61.04		
  2.75   	 -0.31   	 54.71   	 -45.78		 11.72   	  76.30		
 14.65   	 10.68   	 54.53   	 -15.26		 12.02   	 111.90		
 25.94   	 22.58   	 54.47   	 -45.78		 12.47   	 137.33		
 32.35   	 32.04   	 54.28   	 -66.12		 13.02   	 167.85		
 31.13   	 38.45   	 54.02   	 -15.26		 13.69   	 203.46		
 24.11   	 44.56   	 53.96   	  10.17		 14.51   	 228.89		
 18.92   	 51.88   	 54.00   	 -71.21		 15.42   	 325.53		
 38.76   	 68.97   	 53.71   	  10.17		 16.72   	 350.97		
 61.04   	 76.90   	 53.75   	 -10.17		 18.13   	 381.48		
 82.70   	 84.53   	 53.71   	 -25.43		 19.65   	 396.74		
 98.27   	 91.86   	 53.61   	 -50.86		 21.24   	 422.18		
105.90   	100.40   	 53.41   	 -20.35		 22.93   	 432.35		
105.90   	110.78   	 53.33   	   5.09		 24.66   	 447.61		
 98.27   	122.68   	 53.35   	 -20.35		 26.45   	 462.87		
 84.23   	135.19   	 53.27   	 -40.69		 28.30   	 467.95		
 67.44   	147.40   	 53.10   	 -45.78		 30.17   	 467.95		
 52.80   	159.00   	 52.92   	 -30.52		 32.04   	 467.95		
 43.95   	169.98   	 52.80   	 -15.26		 33.92   	 457.78		
 42.42   	180.97   	 52.74   	 -25.43		 35.75   	 452.69		
 48.52   	192.57   	 52.63   	 -20.35		 37.56   	 437.43		
 58.90   	204.77   	 52.55   	 -15.26		 39.31   	 422.18		
 72.33   	217.59   	 52.49   	 -45.78		 41.00   	 401.83		
 89.11   	230.41   	 52.31   	 -40.69		 42.60   	 391.66		
110.78   	243.53   	 52.15   	   0.00		 44.17   	 366.22		
136.72   	256.96   	 52.15   	 -25.43		 45.64   	 340.79		
164.49   	271.00   	 52.04   	 -35.61		 47.00   	 320.45		
187.07   	284.42   	 51.90(D)	  20.35		 48.28   	 300.10		
198.67   	296.94   	 51.98   	  40.69		 49.48   	 269.58		
198.36   	307.01   	 52.15   	  20.35		 50.56   	 249.24		
191.04   	315.25   	 52.23   	  45.78		 51.56   	 228.89		
186.16   	323.18   	 52.41   	 111.90		 52.47   	 203.46		
193.79   	333.25   	 52.86   	 381.48		 53.29   	 188.20		
241.70   	360.72   	 54.38   	 356.05		 54.04   	 162.77		
257.57   	373.54   	 55.81   	 498.47		 54.69   	 137.33		
254.82   	382.08   	 57.80   	 640.89		 55.24   	 116.99		
239.56   	386.66   	 60.37   	 803.66		 55.71   	 106.82		
226.44   	389.40   	 63.58   	 935.91		 56.13   	  86.47		
226.44   	393.98   	 67.32   	 986.77		 56.48   	  81.38		
235.90   	401.31   	 71.27   	 991.86		 56.81   	  61.04		
243.23   	410.77   	 75.24   	 885.04		 57.05   	  55.95		
239.26   	418.70   	 78.78   	 620.55		 57.27   	  40.69		
225.22   	420.23   	 81.26   	 376.40		 57.44   	  35.61		
208.74   	411.99   	 82.77   	 137.33		 57.58   	  35.61		
192.87   	391.85   	 83.32(S)	-101.73		 57.72   	  25.43		
175.17   	361.02   	 82.91   	-218.72		 57.82   	  25.43		
152.89   	323.18   	 82.03   	-259.41		 57.92   	  20.35		
127.26   	281.37   	 81.00   	-269.58		 58.01   	  25.43		
103.45   	238.04   	 79.92   	-198.37		 58.11   	  20.35		
 85.45   	194.40   	 79.12   	-106.82		 58.19   	  15.26		
 69.89   	150.76   	 78.70   	 -35.61		 58.25   	  15.26		
 48.83   	109.86   	 78.56   	  50.86		 58.31   	  15.26		
 17.70   	 73.24   	 78.76   	 106.82		 58.37   	  15.26		
-18.01   	 42.72   	 79.19   	  86.47		 58.43   	  25.43		
-47.30   	 17.70   	 79.53   	  55.95		 58.53   	  25.43		
-63.17   	 -2.75   	 79.76   	  35.61		 58.64   	  25.43		
-66.83   	-20.45   	 79.90   	  25.43		 58.74   	  20.35		
-67.75   	-35.10   	 80.00   	 -20.35		 58.82   	  25.43		
-81.79   	-57.37   	 79.92   	   0.00		 58.92   	  20.35		
-84.23   	-65.61   	 79.92   	  10.17		 59.00   	  15.26		
-71.72   	-72.02   	 79.96   	   0.00		 59.06   	  20.35		
-44.25   	-75.38   	 79.96   	  30.52		 59.15   	  15.26		
-12.21   	-75.38   	 80.08   	  25.43		 59.21(S)	   0.00		
 12.82   	-72.33   	 80.18   	  15.26		 59.21   	 -15.26		
 25.33   	-66.83   	 80.24   	  15.26		 59.15   	 -30.52		
 28.99   	-60.12   	 80.30   	 -15.26		 59.02   	 -61.04		
 31.13   	-52.49   	 80.24   	 -40.69		 58.78   	 -81.38		
 33.87   	-44.86   	 80.08   	 -86.47		 58.45   	-106.82		
 30.21   	-37.54   	 79.74   	-116.99		 58.03   	-132.25		
 10.99   	-31.43   	 79.27   	 -81.38		 57.50   	-167.85		
-25.63   	-25.94   	 78.94   	-116.99		 56.83   	-198.37		
-69.27   	-21.06   	 78.47   	-132.25		 56.03   	-249.24		
-102.54   	-16.48   	 77.94   	-111.90		 55.04   	-284.84		
-113.22   	-14.04   	 77.50   	-127.16		 53.90   	-325.53		
-101.32   	-14.34   	 76.99   	-116.99		 52.59   	-361.14		
-75.38   	-15.87   	 76.52   	-122.07		 51.15   	-381.48		
-46.08   	-16.78   	 76.03   	-162.77		 49.62   	-412.00		
-20.75   	-14.65   	 75.38   	-157.68		 47.98   	-442.52		
 -2.14   	 -9.16   	 74.75   	-111.90		 46.21   	-462.87		
  8.85   	 -0.92   	 74.30   	-162.77		 44.35   	-488.30		
 14.04   	  8.54   	 73.65   	-233.98		 42.40   	-498.47		
 16.78   	 20.45   	 72.72   	-208.54		 40.41   	-508.65		
 18.92   	 38.15   	 71.88   	-406.92		 38.37   	-579.86		
 11.90   	 86.67   	 70.25   	-228.89		 36.05   	-564.60		
 -3.97   	106.51   	 69.34   	-223.80		 33.79   	-554.42		
-25.02   	117.80   	 68.44   	-213.63		 31.58   	-539.16		
-45.47   	123.90   	 67.59   	-218.72		 29.42   	-523.90		
-60.12   	132.75   	 66.71   	-218.72		 27.32   	-498.47		
-68.36   	150.15   	 65.84   	-167.85		 25.33   	-473.04		
-72.02   	175.48   	 65.17   	-167.85		 23.44   	-452.69		
-72.63   	201.11   	 64.50   	-183.11		 21.63   	-427.26		
-69.89   	217.90   	 63.76   	-116.99		 19.92   	-406.92		
-64.39   	220.34   	 63.30   	 -96.64		 18.29   	-376.40		
-58.29   	208.13   	 62.91   	 -96.64		 16.79   	-345.88		
-53.71   	187.38   	 62.52   	 -71.21		 15.40   	-320.45		
-48.83   	162.96   	 62.24   	 -86.47		 14.12   	-289.93		
-41.81   	136.11   	 61.89   	 -86.47		 12.96   	-264.50		
-32.35   	101.93   	 61.55   	 -66.12		 11.90   	-239.06		
-24.41   	 57.07   	 61.28   	 -50.86		 10.95   	-218.72		
-23.50   	  5.80   	 61.08   	 -66.12		 10.07   	-203.46		
-31.43   	-39.37   	 60.81   	-106.82		  9.26   	-183.11		
-44.25   	-65.61   	 60.39   	-101.73		  8.52   	-162.77		
-54.93   	-68.05   	 59.98   	 -76.30		  7.87   	-137.33		
-59.51   	-55.54   	 59.67   	 -91.56		  7.32   	-111.90		
-58.59   	-43.03   	 59.31   	 -96.64		  6.88   	 -86.47		
-57.07   	-40.89   	 58.92   	 -61.04		  6.53   	 -61.04		
-57.07   	-48.52   	 58.68   	 -40.69		  6.29   	 -45.78		
-58.29   	-59.20   	 58.51   	 -20.35		  6.10   	 -25.43		
-59.51   	-66.22   	 58.43   	 -15.26		  6.00   	 -20.35		
-61.04   	-66.83   	 58.37   	 -45.78		  5.92   	  -5.09		
-62.87   	-63.17   	 58.19   	 -10.17		  5.90(D)	  10.17		
-64.39   	-58.29   	 58.15   	  -5.09		  5.94   	  25.43		
-62.56   	-54.02   	 58.13   	 -50.86		  6.04   	  35.61		
-55.54   	-51.88   	 57.92   	 -45.78		  6.19   	  45.78		
-46.39   	-51.27   	 57.74   	 -50.86		  6.37   	  50.86		
-40.59   	-53.10   	 57.54   	 -45.78		  6.57   	  55.95		
-36.32   	-60.12   	 57.35   	  10.17		  6.80   	  66.12		
-18.92   	-78.74   	 57.40   	  -5.09		  7.06   	  66.12		
 31.74   	-107.42   	 57.38   	  10.17		  7.32   	  66.12		
125.73   	-130.31   	 57.42   	   5.09		  7.59   	  71.21		
258.18   	-115.66   	 57.44   	 -30.52		  7.87   	  66.12		
404.05   	-25.33   	 57.31   	   5.09		  8.14   	  66.12		
517.58   	160.52   	 57.33   	  15.26		  8.40   	  66.12		
545.04   	422.67   	 57.40   	 -15.26		  8.67   	  61.04		
434.88   	705.87   	 57.33   	 -10.17		  8.91   	  61.04		
162.05   	922.85   	 57.29   	 -66.12		  9.16   	  71.21		
-622.56   	842.29   	 57.03   	 -20.35		  9.44   	  66.12		
-875.55   	545.04   	 56.95   	  86.47		  9.70   	  61.04		
-896.00   	195.62   	 57.29   	 106.82		  9.95   	  61.04		
-697.33   	-75.68   	 57.72   	-116.99		 10.19   	  55.95		
-390.93   	-185.55   	 57.25   	-228.89		 10.42   	  40.69		
-115.97   	-146.79   	 56.34   	-183.11		 10.58   	  20.35		
 44.25   	-40.28   	 55.61   	-183.11		 10.66   	  10.17		
 87.28   	 49.44   	 54.87   	  -5.09		 10.70   	 -10.17		
 63.78   	 79.04   	 54.85   	  81.38		 10.66   	  -5.09		
 28.08   	 55.85   	 55.18   	 -25.43		 10.64   	  10.17		
  8.54   	 17.09   	 55.08   	  N/A		 10.68   	  N/A		
