SAMPLE NUMBER:   5
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  II     	  III     	  DAO     	  DAO'		  RV     	  RV'		
189.82   	169.07   	124.46   	-350.97		 63.76   	 193.29		
179.14   	169.98   	123.05   	-513.73		 64.54   	 188.20		
159.61   	162.66   	121.00   	-528.99		 65.29   	 172.94		
130.31   	143.13   	118.88   	-447.61		 65.98   	 152.59		
 99.18   	119.02   	117.09   	-325.53		 66.59   	 111.90		
 75.68   	101.93   	115.79   	-330.62		 67.04   	 106.82		
 59.81   	105.59   	114.47   	 -55.95		 67.47   	 -10.17		
 45.47   	101.62   	114.24   	 -35.61		 67.43   	 -50.86		
 16.17   	 77.82   	114.10   	 -61.04		 67.22   	 -91.56		
-18.31   	 43.64   	113.86   	-122.07		 66.86   	-132.25		
-41.81   	 19.23   	113.37   	-244.15		 66.33   	-167.85		
-45.17   	 17.40   	112.39   	-356.05		 65.66   	-188.20		
-36.93   	 30.52   	110.97   	-432.35		 64.90   	-203.46		
-33.26   	 40.59   	109.24   	-473.04		 64.09   	-208.54		
-41.50   	 37.23   	107.34   	-478.13		 63.26   	-218.72		
-55.54   	 25.02   	105.43   	-437.43		 62.38   	-218.72		
-63.17   	 17.70   	103.68   	-376.40		 61.51   	-223.80		
-59.51   	 21.36   	102.18   	-289.93		 60.61   	-244.15		
-50.66   	 31.74   	101.02   	-193.29		 59.63   	-264.50		
-46.69   	 38.45   	100.24   	-106.82		 58.58   	-289.93		
-54.02   	 34.48   	 99.82   	 -25.43		 57.42   	-315.36		
-67.44   	 22.28   	 99.71   	  20.35		 56.15   	-340.79		
-78.13   	 10.38   	 99.80   	  35.61		 54.79   	-371.31		
-81.18   	  3.97   	 99.94   	   5.09		 53.31   	-406.92		
-76.90   	  4.88   	 99.96   	 -45.78		 51.68   	-457.78		
-67.14   	 11.60   	 99.78   	-122.07		 49.85   	-498.47		
-54.93   	 21.06   	 99.29   	-198.37		 47.85   	-564.60		
-43.03   	 29.60   	 98.49   	-284.84		 45.59   	-640.89		
-28.99   	 39.06   	 97.35   	-366.22		 43.03   	-656.15		
 -7.02   	 54.63   	 95.89   	-437.43		 40.41   	-640.89		
 24.72   	 76.90   	 94.14   	-473.04		 37.84   	-615.46		
 64.70   	101.93   	 92.25   	-457.78		 35.38   	-574.77		
107.73   	123.90   	 90.42   	-381.48		 33.08   	-513.73		
144.65   	136.41   	 88.89   	-274.67		 31.03   	-462.87		
174.56   	144.35   	 87.79   	-147.51		 29.18   	-422.18		
202.64   	159.00   	 87.20   	 -10.17		 27.49   	-376.40		
231.32   	184.02   	 87.16   	 111.90		 25.98   	-284.84		
255.13   	210.88   	 87.61   	 188.20		 24.84   	-142.42		
266.72   	226.44   	 88.36   	 208.54		 24.27   	   5.09		
257.57   	219.73   	 89.20   	 152.59		 24.29   	 127.16		
224.91   	191.04   	 89.81   	  50.86		 24.80   	 228.89		
170.90   	148.93   	 90.01   	 -76.30		 25.72   	 300.10		
 95.83   	 98.27   	 89.70   	-167.85		 26.92   	 340.79		
  7.63   	 44.56   	 89.03   	-218.72		 28.28   	 381.48		
-75.99   	 -3.36   	 88.16   	-254.32		 29.81   	 412.00		
-135.50   	-37.23   	 87.14   	-259.41		 31.45   	 412.00		
-160.22   	-51.27   	 86.10   	-239.06		 33.10   	 401.83		
-155.64   	-47.91   	 85.15   	-198.37		 34.71   	 366.22		
-140.99   	-37.84   	 84.35   	-127.16		 36.17   	 315.36		
-132.14   	-29.60   	 83.85   	 -25.43		 37.44   	 269.58		
-134.58   	-27.16   	 83.74   	  71.21		 38.51   	 208.54		
-144.04   	-32.04   	 84.03   	 122.07		 39.35   	 127.16		
-150.15   	-45.78   	 84.52   	 122.07		 39.86   	  35.61		
-135.50   	-75.68   	 85.00   	  96.64		 40.00   	 -55.95		
-66.22   	-122.99   	 85.39   	  50.86		 39.78   	-122.07		
101.93   	-173.65   	 85.59   	  10.17		 39.29   	-172.94		
356.45   	-201.42   	 85.64   	 -25.43		 38.60   	-193.29		
577.09   	-180.66   	 85.53   	-223.80		 37.82   	-361.14		
329.59   	 55.85   	 84.64   	-178.03		 36.38   	-116.99		
-187.38   	199.58   	 83.93   	-167.85		 35.91   	 -86.47		
-720.52   	265.81   	 83.26   	-147.51		 35.56   	 -71.21		
-1000.67(R)	215.76   	 82.66   	 -91.56		 35.28   	 -35.61		
-922.85   	 71.41   	 82.30   	 -61.04		 35.14   	   0.00		
-595.70   	-85.45   	 82.05   	 -61.04		 35.14   	  40.69		
-237.12   	-167.54   	 81.81   	 -35.61		 35.30   	  71.21		
-32.96   	-151.37   	 81.67   	  15.26		 35.58   	 116.99		
-26.86   	-82.70   	 81.73   	  10.17		 36.05   	 188.20		
-121.77   	-23.19   	 81.77   	 -25.43		 36.81   	 233.98		
-192.57   	 -3.97   	 81.67   	 -35.61		 37.74   	 289.93		
-185.55   	-16.17   	 81.53   	 -66.12		 38.90   	 371.31		
-126.65   	-31.74   	 81.26   	-116.99		 40.39   	 473.04		
-72.94   	-35.40   	 80.79   	-122.07		 42.28   	 600.20		
-58.90   	-30.82   	 80.30   	-137.33		 44.68   	 696.84		
-77.82   	-27.16   	 79.76   	-162.77		 47.47   	 752.79		
-98.57   	-26.86   	 79.10   	-183.11		 50.48   	 808.75		
-100.10   	-27.77   	 78.37   	-188.20		 53.71   	 834.18		
-82.70   	-27.16   	 77.62   	-152.59		 57.05   	 808.75		
-57.98   	-21.36   	 77.01   	-116.99		 60.28   	 773.14		
-34.48   	 -7.93   	 76.54   	-101.73		 63.38   	 722.28		
-11.29   	 14.65   	 76.13   	-101.73		 66.27   	 630.72		
 12.51   	 40.89   	 75.73   	-101.73		 68.79   	 534.08		
 32.35   	 59.51   	 75.32   	 -81.38		 70.93   	 417.09		
 43.33   	 64.09   	 74.99   	-111.90		 72.59   	 467.95		
 43.64   	 43.64   	 74.55   	 -55.95		 74.47   	  45.78		
 53.41   	 43.95   	 74.32   	 -50.86		 74.65   	 -71.21		
 78.74   	 60.12   	 74.12   	 -45.78		 74.36   	-172.94		
114.14   	 86.36   	 73.94   	  -5.09		 73.67   	-274.67		
148.62   	111.39   	 73.92   	 111.90		 72.57   	-376.40		
173.03   	126.04   	 74.36   	 320.45		 71.07   	-437.43		
187.07   	131.23   	 75.65   	 630.72		 69.32   	-467.95		
197.75   	134.89   	 78.17   	 986.77		 67.45   	-462.87		
211.79   	144.35   	 82.12   	1261.44		 65.59   	-432.35		
230.71   	162.35   	 87.16   	1403.86		 63.87   	-386.57		
249.94   	184.33   	 92.78   	1414.03		 62.32   	-340.79		
265.20   	205.38   	 98.43   	1363.17		 60.96   	-289.93		
273.44   	221.56   	103.89   	1261.44		 59.80   	-223.80		
275.57   	232.24   	108.93   	1093.59		 58.90   	-167.85		
271.30   	236.21   	113.31   	 890.13		 58.23   	-106.82		
261.23   	234.68   	116.87   	 661.24		 57.80   	 -76.30		
246.89   	230.41   	119.51   	 391.66		 57.50   	 -50.86		
229.80   	224.00   	121.08   	  25.43		 57.29   	 -20.35		
212.10   	217.29   	121.18   	-396.74		 57.21   	 -30.52		
192.87   	208.13   	119.59   	-691.76		 57.09   	 -55.95		
170.59   	194.40   	116.83   	-824.00		 56.87   	 -71.21		
143.43   	176.09   	113.53   	-818.92		 56.58   	 -96.64		
112.30   	154.42   	110.25   	-701.93		 56.20   	-127.16		
 80.87   	133.06   	107.45   	-528.99		 55.69   	-162.77		
 53.71   	116.27   	105.33   	-559.51		 55.04   	-457.78		
 13.73   	 93.38   	103.09   	-111.90		 53.20   	-274.67		
 -2.44   	 84.53   	102.64   	 -96.64		 52.11   	-300.10		
-17.70   	 76.29   	102.26   	-132.25		 50.91   	-315.36		
-30.52   	 69.89   	101.73   	-208.54		 49.64   	-325.53		
-40.28   	 66.22   	100.89   	-315.36		 48.34   	-335.71		
-48.22   	 62.87   	 99.63   	-437.43		 47.00   	-340.79		
-54.63   	 59.81   	 97.88   	-544.25		 45.64   	-335.71		
-60.42   	 56.76   	 95.71   	-615.46		 44.29   	-325.53		
-65.61   	 54.93   	 93.24   	-635.81		 42.99   	-305.19		
-71.72   	 52.19   	 90.70   	-595.11		 41.77   	-300.10		
-78.43   	 48.52   	 88.32   	-493.39		 40.57   	-305.19		
-84.84   	 43.64   	 86.35   	-371.31		 39.35   	-320.45		
-88.20   	 39.37   	 84.86   	-264.50		 38.07   	-350.97		
-86.98   	 38.45   	 83.80   	-172.94		 36.66   	-386.57		
-82.40   	 40.59   	 83.11   	 -96.64		 35.12   	-422.18		
-77.21   	 43.95   	 82.73   	 -61.04		 33.43   	-457.78		
-72.33   	 47.61   	 82.48   	 -61.04		 31.60   	-518.82		
-67.44   	 50.96   	 82.24   	-101.73		 29.52   	-579.86		
-62.87   	 52.19   	 81.83   	-188.20		 27.20   	-645.98		
-58.90   	 50.96   	 81.08   	-295.01		 24.62   	-712.10		
-58.59   	 44.56   	 79.90   	-412.00		 21.77   	-752.79		
-61.65   	 33.87   	 78.25   	-508.65		 18.76   	-778.23		
-64.39   	 23.50   	 76.22   	-569.68		 15.65   	-773.14		
-58.59   	 21.36   	 73.94   	-574.77		 12.55   	-722.28		
-36.93   	 34.18   	 71.64   	-518.82		  9.66   	-712.10		
  3.05   	 62.56   	 69.56   	-381.48		  6.82   	-727.36		
 54.93   	 97.96   	 68.04   	-188.20		  3.91   	-666.32		
107.42   	127.87   	 67.28   	  10.17		  1.24   	-528.99		
149.23   	143.13   	 67.32   	 162.77		 -0.87   	-345.88		
177.31   	144.96   	 67.98   	 233.98		 -2.26   	-172.94		
198.97   	146.48   	 68.91   	 223.80		 -2.95   	 -71.21		
224.91   	161.74   	 69.81   	 157.68		 -3.23   	   5.09		
257.57   	193.48   	 70.44   	  71.21		 -3.21   	 116.99		
287.17   	228.27   	 70.72   	 -20.35		 -2.75   	 233.98		
296.33   	243.53   	 70.64   	-142.42		 -1.81   	 325.53		
271.61   	222.17   	 70.07   	-254.32		 -0.51   	 381.48		
212.10   	165.10   	 69.05   	-320.45		  1.02   	 417.09		
129.39   	 90.33   	 67.77   	-350.97		  2.69   	 437.43		
 42.42   	 21.67   	 66.37   	-330.62		  4.44   	 417.09		
-30.82   	-22.58   	 65.05   	-269.58		  6.10   	 345.88		
-80.26   	-39.37   	 63.97   	-183.11		  7.49   	 269.58		
-104.37   	-37.23   	 63.23   	 -91.56		  8.57   	 213.63		
-110.78   	-31.43   	 62.87   	 -25.43		  9.42   	 142.42		
-111.69   	-32.65   	 62.77   	  35.61		  9.99   	  61.04		
-115.66   	-41.81   	 62.91   	  61.04		 10.23   	 -20.35		
-119.93   	-48.22   	 63.15   	  71.21		 10.15   	 -96.64		
-116.88   	-42.11   	 63.44   	  45.78		  9.77   	-142.42		
-103.15   	-26.55   	 63.62   	   5.09		  9.20   	-152.59		
-80.26   	-20.45   	 63.64   	 -55.95		  8.59   	-157.68		
-43.95   	-51.27   	 63.42   	-116.99		  7.96   	-111.90		
 35.10   	-130.00   	 62.95   	-162.77		  7.51   	 -81.38		
197.45   	-235.60   	 62.30   	-208.54		  7.18   	 -55.95		
420.23   	-325.01   	 61.46   	-213.63		  6.96   	 -20.35		
584.41   	-347.29   	 60.61   	-366.22		  6.88   	 -55.95		
230.41   	-89.72   	 59.15   	-111.90		  6.65   	 -15.26		
-279.24   	102.84   	 58.70   	 -76.30		  6.59   	  35.61		
-751.95   	220.03   	 58.39   	 -45.78		  6.73   	  66.12		
-962.22(R)	198.36   	 58.21   	 -40.69		  7.00   	 111.90		
-850.22   	 53.71   	 58.05   	 -30.52		  7.45   	 157.68		
-532.53   	-119.32   	 57.92   	 -20.35		  8.08   	 203.46		
-199.28   	-213.01   	 57.84   	 -20.35		  8.89   	 239.06		
 -1.53   	-191.35   	 57.76   	 -55.95		  9.85   	 228.89		
 26.25   	-104.98   	 57.54   	 -76.30		 10.76   	 233.98		
-41.81   	-32.35   	 57.23   	-101.73		 11.70   	 264.50		
-105.90   	-15.56   	 56.83   	-122.07		 12.76   	 279.75		
-114.75   	-41.50   	 56.34   	-132.25		 13.88   	 335.71		
-76.90   	-68.97   	 55.81   	-116.99		 15.22   	 406.92		
-30.82   	-72.94   	 55.34   	 -86.47		 16.85   	 447.61		
 -7.32   	-57.98   	 54.99   	 -76.30		 18.64   	 483.21		
 -7.93   	-39.67   	 54.69   	-101.73		 20.57   	 523.90		
-11.29   	-26.25   	 54.28   	-122.07		 22.67   	 549.34		
  0.00   	-16.48   	 53.79   	-106.82		 24.86   	 569.68		
 22.89   	 -8.24   	 53.37   	 -96.64		 27.14   	 595.11		
 42.11   	 -3.05   	 52.98   	 -76.30		 29.52   	 559.51		
 50.66   	 -0.31   	 52.68   	 -66.12		 31.76   	 518.82		
 53.41   	  2.44   	 52.41   	 -81.38		 33.84   	 498.47		
 57.98   	  6.71   	 52.09   	 -96.64		 35.83   	 437.43		
 67.44   	 12.51   	 51.70   	 -86.47		 37.58   	 361.14		
 80.57   	 19.53   	 51.35   	-122.07		 39.02   	 503.56		
118.10   	 44.86   	 50.86   	 -45.78		 41.04   	 101.73		
146.79   	 65.61   	 50.68   	 -45.78		 41.44   	  25.43		
178.83   	 86.98   	 50.50   	 -20.35		 41.55   	 -50.86		
205.99   	101.01   	 50.42   	  50.86		 41.34   	-111.90		
224.00   	106.51   	 50.62   	 172.94		 40.90   	-152.59		
233.46   	106.51   	 51.31   	 361.14		 40.28   	-208.54		
240.78   	108.34   	 52.76   	 640.89		 39.45   	-244.15		
253.91   	118.41   	 55.32   	 981.68		 38.47   	-223.80		
275.57   	137.94   	 59.25   	1266.53		 37.58   	-183.11		
298.77   	158.39   	 64.31   	1439.47		 36.85   	-183.11		
314.03   	172.42   	 70.07   	1464.90		 36.11   	-183.11		
317.38   	178.53   	 75.93   	1373.34		 35.38   	-178.03		
312.50   	181.88   	 81.42   	1205.49		 34.67   	-167.85		
308.53   	189.82   	 86.25   	 981.68		 34.00   	-142.42		
308.53   	202.03   	 90.17   	 762.97		 33.43   	-106.82		
307.92   	210.57   	 93.22   	 569.68		 33.00   	 -66.12		
295.72   	204.16   	 95.50   	 361.14		 32.74   	 -45.78		
266.72   	180.36   	 96.95   	 137.33		 32.55   	 -20.35		
227.97   	149.23   	 97.50   	 -96.64		 32.47   	  -5.09		
192.26   	124.21   	 97.11   	-295.01		 32.45   	  25.43		
167.85   	112.30   	 95.93   	-422.18		 32.55   	  45.78		
150.45   	105.59   	 94.24   	-447.61		 32.74   	  61.04		
128.48   	 90.94   	 92.45   	-396.74		 32.98   	  66.12		
 94.30   	 61.34   	 90.86   	-315.36		 33.25   	  66.12		
 51.57   	 22.89   	 89.60   	-427.26		 33.51   	  76.30		
-10.68   	-25.33   	 87.89   	-172.94		 33.81   	   5.09		
-17.40   	-24.41   	 87.20   	-157.68		 33.84   	 -25.43		
-16.78   	-17.40   	 86.57   	-147.51		 33.73   	 -50.86		
-19.84   	-15.56   	 85.98   	-188.20		 33.53   	 -86.47		
-29.91   	-21.06   	 85.23   	-208.54		 33.18   	-116.99		
-43.33   	-29.91   	 84.39   	-223.80		 32.72   	-142.42		
-55.24   	-38.45   	 83.50   	-269.58		 32.15   	-178.03		
-63.17   	-46.39   	 82.42   	-295.01		 31.43   	-188.20		
-70.19   	-56.46   	 81.24   	-284.84		 30.68   	-193.29		
-79.96   	-68.66   	 80.10   	-269.58		 29.91   	-208.54		
-91.55   	-78.74   	 79.02   	-228.89		 29.07   	-223.80		
-97.66   	-79.35   	 78.11   	-178.03		 28.18   	-223.80		
-93.99   	-69.89   	 77.40   	-132.25		 27.28   	-228.89		
-84.23   	-58.90   	 76.87   	 -91.56		 26.37   	-244.15		
-77.51   	-57.37   	 76.50   	 -66.12		 25.39   	-254.32		
-79.96   	-67.44   	 76.24   	 -81.38		 24.37   	-279.75		
-88.81   	-82.09   	 75.91   	-101.73		 23.26   	-315.36		
-92.77   	-87.89   	 75.50   	 -96.64		 21.99   	-356.05		
-82.40   	-77.51   	 75.12   	-127.16		 20.57   	-396.74		
-60.42   	-58.29   	 74.61   	-203.46		 18.98   	-442.52		
-38.15   	-43.95   	 73.79   	-284.84		 17.21   	-483.21		
-21.97   	-40.59   	 72.65   	-356.05		 15.28   	-539.16		
 -7.02   	-42.11   	 71.23   	-396.74		 13.12   	-600.20		
 18.92   	-34.79   	 69.64   	-427.26		 10.72   	-625.63		
 64.39   	 -9.46   	 67.93   	-457.78		  8.22   	-645.98		
126.65   	 32.65   	 66.10   	-447.61		  5.64   	-701.93		
191.96   	 79.65   	 64.31   	-396.74		  2.83   	-737.54		
244.45   	118.10   	 62.73   	-310.27		 -0.12   	-676.50		
276.79   	143.13   	 61.49   	-172.94		 -2.83   	-539.16		
289.31   	155.03   	 60.79   	   0.00		 -4.98   	-391.66		
287.48   	158.08   	 60.79   	 127.16		 -6.55   	-244.15		
275.57   	154.42   	 61.30   	 208.54		 -7.53   	-137.33		
252.08   	140.08   	 62.14   	 213.63		 -8.08   	 -61.04		
213.01   	110.47   	 62.99   	 162.77		 -8.32   	  40.69		
155.64   	 66.53   	 63.64   	  61.04		 -8.16   	 142.42		
 86.36   	 18.31   	 63.89   	 -55.95		 -7.59   	 228.89		
 18.31   	-21.06   	 63.66   	-142.42		 -6.67   	 330.62		
-35.40   	-45.78   	 63.09   	-172.94		 -5.35   	 432.35		
-66.83   	-56.15   	 62.40   	-193.29		 -3.62   	 534.08		
-77.21   	-58.59   	 61.63   	-208.54		 -1.49   	 605.29		
-74.77   	-57.68   	 60.79   	-183.11		  0.94   	 640.89		
-68.36   	-54.63   	 60.06   	-111.90		  3.50   	 595.11		
-64.09   	-50.05   	 59.61   	 -30.52		  5.88   	 503.56		
-62.87   	-45.47   	 59.49   	  40.69		  7.89   	 462.87		
-61.65   	-47.61   	 59.65   	 116.99		  9.75   	 478.13		
-51.57   	-68.66   	 60.12   	 188.20		 11.66   	 488.30		
 -9.46   	-119.93   	 60.87   	 208.54		 13.61   	 483.21		
108.03   	-195.01   	 61.71   	 218.72		 15.54   	 406.92		
324.71   	-266.72   	 62.58   	 183.11		 17.17   	 295.01		
573.12   	-300.60   	 63.32   	 188.20		 18.35   	 340.79		
588.38   	-132.45   	 64.07   	  45.78		 19.72   	 101.73		
187.68   	 41.20   	 64.25   	  25.43		 20.12   	  96.64		
-360.72   	179.14   	 64.35   	   0.00		 20.51   	  81.38		
-800.48   	210.57   	 64.35   	 -66.12		 20.83   	  66.12		
-935.06(R)	117.19   	 64.09   	-111.90		 21.10   	  40.69		
-756.53   	-46.69   	 63.64   	-106.82		 21.26   	  20.35		
-413.82   	-181.58   	 63.21   	 -96.64		 21.34   	   5.09		
-102.84   	-216.67   	 62.83   	 -66.12		 21.36   	 -20.35		
 43.03   	-163.57   	 62.56   	 -25.43		 21.28   	 -10.17		
 20.45   	-91.25   	 62.46   	   5.09		 21.24   	  35.61		
-73.24   	-56.15   	 62.48   	  30.52		 21.38   	  86.47		
-137.33   	-67.75   	 62.60   	  45.78		 21.73   	 147.51		
-133.67   	-96.13   	 62.79   	  30.52		 22.32   	 289.93		
-86.98   	-111.39   	 62.91   	   5.09		 23.48   	 498.47		
-45.17   	-108.03   	 62.93   	 -10.17		 25.47   	 691.76		
-36.93   	-99.49   	 62.89   	 -20.35		 28.24   	 839.26		
-52.49   	-93.99   	 62.81   	 -45.78		 31.60   	 890.13		
-61.65   	-86.98   	 62.62   	 -71.21		 35.16   	 854.52		
-47.00   	-72.94   	 62.34   	-101.73		 38.58   	 849.44		
-18.31   	-56.76   	 61.93   	 -91.56		 41.97   	 849.44		
  2.75   	-48.52   	 61.57   	 -96.64		 45.37   	 813.83		
  7.63   	-50.96   	 61.18   	-116.99		 48.63   	 778.23		
  3.97   	-56.46   	 60.71   	-116.99		 51.74   	 722.28		
  3.05   	-57.68   	 60.24   	 -96.64		 54.63   	 661.24		
 13.12   	-50.05   	 59.86   	 -91.56		 57.27   	1047.81		
 53.71   	-24.41   	 59.49   	   0.00		 61.46   	 259.41		
 72.94   	-15.56   	 59.49   	  30.52		 62.50   	 111.90		
 87.28   	-10.68   	 59.61   	  66.12		 62.95   	  10.17		
 96.13   	 -9.46   	 59.88   	 127.16		 62.99   	 -86.47		
101.62   	 -9.77   	 60.39   	 228.89		 62.64   	-178.03		
108.64   	 -7.93   	 61.30   	 401.83		 61.93   	-244.15		
122.99   	 -0.31   	 62.91   	 651.07		 60.96   	-279.75		
148.62   	 16.48   	 65.51   	 956.25		 59.84   	-295.01		
182.50   	 40.89   	 69.34   	1271.61		 58.66   	-305.19		
215.15   	 66.53   	 74.42   	1505.59		 57.44   	-289.93		
234.38   	 83.92   	 80.45   	1566.63		 56.28   	-259.41		
233.46   	 88.20   	 86.71   	1469.98		 55.24   	-218.72		
216.37   	 81.79   	 92.59   	1286.87		 54.36   	-152.59		
195.62   	 73.85   	 97.74   	1042.72		 53.75   	 -96.64		
181.58   	 72.33   	101.91   	 788.40		 53.37   	 -35.61		
174.56   	 76.60   	105.07   	 539.16		 53.22   	  20.35		
167.54   	 79.35   	107.22   	 284.84		 53.31   	  76.30		
151.98   	 73.24   	108.36   	  40.69		 53.61   	 106.82		
124.21   	 55.54   	108.52   	-172.94		 54.04   	 142.42		
 91.25   	 33.57   	107.83   	-320.45		 54.61   	 193.29		
 62.56   	 16.48   	106.55   	-396.74		 55.38   	 203.46		
 39.98   	  6.71   	104.96   	-376.40		 56.20   	 188.20		
 19.23   	 -0.31   	103.46   	-244.15		 56.95   	 178.03		
 -2.44   	 -9.16   	102.48   	 -76.30		 57.66   	 162.77		
-26.25   	-22.89   	102.18   	 132.25		 58.31   	 172.94		
-60.42   	-43.64   	102.71   	  55.95		 59.00   	  15.26		
-66.83   	-44.86   	102.93   	 -45.78		 59.06   	 -15.26		
-73.55   	-45.47   	102.75   	-142.42		 59.00   	 -61.04		
-83.01   	-48.22   	102.18   	-208.54		 58.76   	-127.16		
-94.60   	-54.63   	101.34   	-284.84		 58.25   	-157.68		
-104.68   	-61.34   	100.20   	-391.66		 57.62   	-198.37		
-107.42   	-61.95   	 98.64   	-462.87		 56.83   	-213.63		
-106.20   	-59.20   	 96.78   	-473.04		 55.97   	-208.54		
-105.90   	-57.37   	 94.89   	-417.09		 55.14   	-213.63		
-106.81   	-56.76   	 93.22   	-340.79		 54.28   	-218.72		
-107.42   	-56.46   	 91.86   	-254.32		 53.41   	-203.46		
-102.84   	-50.66   	 90.84   	-167.85		 52.59   	-183.11		
-90.94   	-37.23   	 90.17   	 -91.56		 51.86   	-167.85		
-75.07   	-19.53   	 89.81   	 -35.61		 51.19   	-183.11		
-63.17   	 -6.71   	 89.66   	   5.09		 50.46   	-203.46		
-57.68   	 -1.22   	 89.68   	  15.26		 49.64   	-223.80		
-55.54   	 -1.22   	 89.75   	   0.00		 48.75   	-249.24		
-52.80   	 -1.22   	 89.75   	 -35.61		 47.75   	-269.58		
-45.17   	  3.66   	 89.60   	 -81.38		 46.67   	-320.45		
-30.82   	 15.56   	 89.28   	-142.42		 45.39   	-366.22		
-12.51   	 31.43   	 88.71   	-213.63		 43.93   	-422.18		
  4.27   	 44.86   	 87.85   	-269.58		 42.24   	-467.95		
 15.56   	 51.88   	 86.77   	-325.53		 40.37   	-528.99		
 19.84   	 51.88   	 85.47   	-371.31		 38.25   	-610.37		
 23.19   	 50.35   	 83.99   	-406.92		 35.81   	-661.24		
 38.45   	 59.51   	 82.36   	-427.26		 33.16   	-681.58		
 77.21   	 88.20   	 80.65   	-422.18		 30.44   	-686.67		
140.69   	135.80   	 78.96   	-381.48		 27.69   	-671.41		
215.15   	189.21   	 77.44   	-279.75		 25.00   	-645.98		
281.07   	231.63   	 76.32   	-137.33		 22.42   	-600.20		
324.10   	253.60   	 75.77   	  10.17		 20.02   	-518.82		
343.02   	259.09   	 75.81   	 127.16		 17.94   	-432.35		
345.15   	258.18   	 76.32   	 198.37		 16.22   	-335.71		
337.83   	256.65   	 77.11   	 218.72		 14.87   	-249.24		
320.13   	248.72   	 77.99   	 172.94		 13.88   	-203.46		
286.87   	224.91   	 78.68   	  86.47		 13.06   	-167.85		
233.15   	179.44   	 79.02   	 -20.35		 12.39   	 -81.38		
160.83   	117.19   	 78.94   	-116.99		 12.07   	  30.52		
 78.74   	 52.49   	 78.47   	-193.29		 12.19   	 147.51		
  0.31   	  0.61   	 77.70   	-228.89		 12.78   	 244.15		
-61.65   	-31.74   	 76.79   	-259.41		 13.75   	 330.62		
-98.57   	-45.47   	 75.75   	-264.50		 15.08   	 391.66		
-110.78   	-47.61   	 74.69   	-239.06		 16.64   	 427.26		
-108.34   	-47.30   	 73.73   	-172.94		 18.35   	 442.52		
-105.90   	-50.35   	 73.04   	 -76.30		 20.12   	 442.52		
-113.53   	-57.98   	 72.74   	  20.35		 21.89   	 417.09		
-129.70   	-66.53   	 72.82   	  91.56		 23.56   	 371.31		
-144.96   	-73.55   	 73.18   	 122.07		 25.05   	 320.45		
-147.09   	-85.75   	 73.67   	 116.99		 26.33   	 259.41		
-114.44   	-112.30   	 74.14   	  86.47		 27.37   	 193.29		
 -9.46   	-156.25   	 74.49   	  40.69		 28.14   	 132.25		
196.23   	-204.77   	 74.65   	   0.00		 28.67   	  86.47		
455.32   	-233.15   	 74.65   	 -50.86		 29.01   	  30.52		
627.14   	-211.79   	 74.45   	-228.89		 29.14   	-137.33		
186.77   	  2.44   	 73.53   	-152.59		 28.59   	-167.85		
-375.37   	108.64   	 72.92   	-162.77		 27.91   	-208.54		
-862.43   	133.97   	 72.27   	-147.51		 27.08   	-208.54		
-1038.82(R)	 58.29   	 71.68   	-122.07		 26.25   	-178.03		
-869.45   	-82.70   	 71.19   	 -76.30		 25.53   	-132.25		
-507.81   	-205.99   	 70.88   	 -35.61		 25.00   	 -71.21		
-177.31   	-246.58   	 70.74   	  -5.09		 24.72   	   0.00		
-27.16   	-204.16   	 70.72   	  10.17		 24.72   	  61.04		
-55.54   	-132.14   	 70.76   	  15.26		 24.96   	 122.07		
-153.50   	-88.20   	 70.82   	 -10.17		 25.45   	 223.80		
-214.54   	-90.94   	 70.78   	 -25.43		 26.35   	 335.71		
-204.77   	-118.10   	 70.68   	 -40.69		 27.69   	 462.87		
-152.89   	-136.41   	 70.52   	 -45.78		 29.54   	 610.37		
-103.45   	-129.39   	 70.34   	 -55.95		 31.98   	 752.79		
-80.26   	-105.59   	 70.11   	 -71.21		 34.99   	 849.44		
-77.82   	-81.79   	 69.83   	 -96.64		 38.39   	 900.30		
-76.60   	-67.44   	 69.44   	-137.33		 41.99   	 935.91		
-62.26   	-58.90   	 68.89   	-142.42		 45.74   	 930.82		
-38.45   	-51.57   	 68.32   	 -96.64		 49.46   	 905.39		
-17.70   	-43.95   	 67.93   	 -81.38		 53.08   	 859.61		
 -8.54   	-38.76   	 67.61   	 -71.21		 56.52   	 783.31		
 -8.54   	-37.54   	 67.32   	 -71.21		 59.65   	 661.24		
 -7.32   	-36.01   	 67.04   	 -45.78		 62.30   	 523.90		
  2.75   	-31.13   	 66.86   	 -40.69		 64.39   	 396.74		
 23.19   	-20.14   	 66.69   	 -20.35		 65.98   	 396.74		
 78.74   	 14.65   	 66.61   	  20.35		 67.57   	  10.17		
104.68   	 31.74   	 66.69   	  45.78		 67.61   	 -91.56		
126.34   	 45.17   	 66.88   	 106.82		 67.24   	-172.94		
144.96   	 56.15   	 67.30   	 244.15		 66.55   	-233.98		
161.13   	 64.39   	 68.28   	 457.78		 65.62   	-274.67		
179.44   	 75.07   	 70.11   	 747.71		 64.52   	-289.93		
